device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,1,1,1,38,596.938,244.553,0.005,2205.31,0.001,3.769
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,2,1,1,38,596.856,244.686,0.005,1940.77,0.002,3.79
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,4,1,1,38,596.534,244.455,0.005,1808.75,0.002,3.779
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,8,1,1,38,592.702,245.436,0.005,1745.58,0.001,3.796
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,16,1,1,38,593.942,244.414,0.006,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,32,1,1,38,593.151,245.324,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,64,1,1,38,594.332,244.783,0.006,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,128,1,1,38,594.756,244.576,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,256,1,1,38,594.031,244.62,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,512,1,1,38,594.853,245.076,0.006,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,1024,1,1,38,592.95,244.561,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,1,1,1,38,616.328,244.811,0.005,2206.21,0.001,3.946
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,2,1,1,38,593.538,244.52,0.007,1940.26,0.001,3.891
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,4,1,1,38,595.576,245.224,0.006,1806.43,0.001,3.895
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,8,1,1,38,593.711,244.455,0.006,1745.72,0.002,3.916
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,16,1,1,38,593.136,244.36,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,32,1,1,38,593.755,244.418,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,64,1,1,38,595.516,244.827,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,128,1,1,38,593.024,244.375,0.006,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,256,1,1,38,592.765,244.431,0.006,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,512,1,1,38,593.845,244.29,0.005,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,38,2232,2232,3,1024,1,1,38,594.386,244.334,0.005,-1,-1,-1
