device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,1,1,1,0.5,6.469,2.453,0.003,4.88,0.459,1.372
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,2,1,1,0.5,6.296,4.977,0.005,16.821,0.541,1.594
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,4,1,1,0.5,6.716,3.042,0.005,8.959,0.358,1.619
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,8,1,1,0.5,6.699,3.312,0.006,7.378,0.343,1.562
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,16,1,1,0.5,6.706,3.381,0.005,16.893,0.344,1.778
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,32,1,1,0.5,6.706,3.162,0.005,10.186,0.264,1.572
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,64,1,1,0.5,6.692,3.144,0.005,6.141,0.263,1.821
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,128,1,1,0.5,6.713,3.233,0.006,2.81,0.199,1.543
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,256,1,1,0.5,6.689,2.979,0.005,1.919,0.213,1.468
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,512,1,1,0.5,6.685,2.977,0.005,1.87,0.22,1.428
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,1024,1,1,0.5,6.7,3.07,0.005,1.232,0.205,1.423
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,2048,1,1,0.5,6.688,2.964,0.005,1.394,0.208,1.5
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,4096,1,1,0.5,6.687,4.446,0.004,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,32768,8192,1,1,0.5,6.689,2.466,0.004,-1,-1,-1
