device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,1,1,1,2,19.194,6.132,0.004,81540.3,0,3.409
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,2,1,1,2,19.712,6.439,0.004,81633.9,0,4.334
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,4,1,1,2,22.531,5.461,0.004,81677,0.001,5.749
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,8,1,1,2,22.166,5.27,0.005,82160.7,0.001,5.854
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,16,1,1,2,20.129,5.048,0.004,4987.1,0,3.731
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,32,1,1,2,22.117,5.75,0.005,5120.85,0.001,4.027
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,64,1,1,2,20.735,6.516,0.005,5142.95,0.001,5.472
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,128,1,1,2,22.828,4.791,0.004,5694.2,0,5.916
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,256,1,1,2,19.009,4.737,0.004,6780.96,0,5.7
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,512,1,1,2,18.794,4.844,0.005,7123.17,0.001,5.834
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,1024,1,1,2,22.464,5.147,0.003,7767.12,0,5.284
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,2048,1,1,2,17.448,5.382,0.005,12791.2,0.001,6.778
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,4096,1,1,2,22.036,5.345,0.005,20348.5,0,6.1
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,131072,0.005,5,8192,1,1,2,21.01,5.042,0.005,39910.7,0.001,6.077
