device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,1,1,1,8,57.818,10.341,0.011,7.48,7.43,1.956
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,2,1,1,8,57.325,10.729,0.007,4.545,4.267,2.061
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,4,1,1,8,62.374,9.967,0.007,4.458,1.912,2.005
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,8,1,1,8,61.87,8.957,0.007,5.57,1.171,1.927
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,16,1,1,8,62.02,9.706,0.005,5.304,0.722,2.05
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,32,1,1,8,62.139,9.537,0.005,6.075,0.259,1.522
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,64,1,1,8,57.295,9.332,0.004,15.554,0.241,1.566
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,128,1,1,8,55.287,9.168,0.005,9.752,0.187,1.564
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,256,1,1,8,57.3,9.508,0.006,4.945,0.185,2.405
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,512,1,1,8,60.096,9.45,0.004,4.113,0.156,2.682
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,1024,1,1,8,56.449,9.161,0.005,12.224,0.212,1.864
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,2048,1,1,8,61.938,8.703,0.003,2.871,0.148,1.988
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,4096,1,1,8,58.425,8.508,0.021,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Reduction,ONE_D,524288,8192,1,1,8,55.93,8.437,0.003,-1,-1,-1
