device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,4,1024,1,32,1713.97,35.658,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,4,2048,1,32,1707.03,35.033,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,1,1,32,1710.91,35.702,0.005,4574.9,0.006,3.658
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,2,1,32,1823.09,35.522,0.006,4617.42,0.004,3.062
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,4,1,32,1871.88,35.57,0.005,4650.69,0.006,3.597
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,8,1,32,1849.36,35.455,0.005,4609.99,0.009,4.407
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,16,1,32,1873.37,35.325,0.005,4634.15,0.005,3.057
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,32,1,32,1819.81,35.242,0.005,4898.3,0.004,5.4
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,64,1,32,1962.54,84.941,0.008,4921.77,0.005,4.456
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,128,1,32,1912.53,68.037,0.008,5096.09,0.009,4.239
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,256,1,32,1857.39,35.973,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,512,1,32,1714.01,35.683,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8,1024,1,32,1709.12,35.307,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,1,1,32,1709.92,35.644,0.006,1138.72,0.01,3.362
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,2,1,32,1875.93,35.835,0.005,1207.14,0.009,3.365
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,4,1,32,1932.04,35.609,0.005,1138.37,0.006,2.959
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,8,1,32,1916.54,35.279,0.005,1146.55,0.005,4.366
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,16,1,32,1980.37,35.391,0.005,1181.59,0.009,2.984
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,32,1,32,1928.73,35.57,0.006,1159.96,0.006,3.348
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,64,1,32,1920.27,35.595,0.005,1190.74,0.006,3.365
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,128,1,32,1935.56,35.714,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,256,1,32,1712.87,35.765,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,16,512,1,32,1711.5,35.652,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,1,1,32,1711.81,35.775,0.005,1156.97,0.006,3.258
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,2,1,32,1886.64,35.616,0.004,1165.56,0.011,3.512
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,4,1,32,1923.27,35.551,0.005,1128.95,0.006,3.344
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,8,1,32,1914.31,35.763,0.005,1141.09,0.006,3.548
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,16,1,32,1903.88,35.517,0.005,1147.34,0.006,3.821
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,32,1,32,1925.46,71.514,0.006,1313.56,0.008,4.117
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,64,1,32,1916.77,35.931,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,128,1,32,1712.71,35.696,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,32,256,1,32,1708.35,36.071,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,1,1,32,1708.48,36.275,0.005,1074.57,0.006,3.18
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,2,1,32,1713.18,36.062,0.005,1175.67,0.007,3.122
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,4,1,32,1928.69,35.727,0.005,1163.53,0.007,3.466
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,8,1,32,1941.12,36.122,0.005,1229.52,0.006,4.187
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,16,1,32,1943.57,35.525,0.005,1226.13,0.007,3.405
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,32,1,32,1917.16,35.374,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,64,1,32,1717.91,36.39,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,64,128,1,32,1720.42,36.591,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,1,1,32,1719.54,36.415,0.005,1143.73,0.006,3.389
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,2,1,32,1870.51,36.3,0.005,1149.97,0.011,3.457
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,4,1,32,1931.34,36.351,0.005,1177.96,0.008,5.211
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,8,1,32,1929.6,36.008,0.004,1138.57,0.006,3.088
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,16,1,32,1922.02,36.337,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,32,1,32,1719.21,36.409,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,128,64,1,32,1711.11,35.901,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,256,1,1,32,1720.68,36.271,0.005,1144.29,0.005,3.35
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,256,2,1,32,1913.13,36.1,0.006,1208.46,0.005,3.375
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,256,4,1,32,1928.45,36.207,0.005,1199.21,0.008,3.891
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,256,8,1,32,1878.62,35.902,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,256,16,1,32,1717.36,36.102,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,256,32,1,32,1716.16,36.097,0.004,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,512,1,1,32,1708.2,36.125,0.005,1068.03,0.004,3.029
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,512,2,1,32,1726.81,36.202,0.005,1182.41,0.005,3.732
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,512,4,1,32,1926.82,36.333,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,512,8,1,32,1716.98,36.609,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,512,16,1,32,1713.5,36.354,0.004,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,1024,1,1,32,1720.25,36.504,0.005,1141.65,0.006,3.685
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,1024,2,1,32,1898.57,36.442,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,1024,4,1,32,1717.9,36.232,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,1024,8,1,32,1717.07,36.262,0.004,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,2048,1,1,32,1708.37,36.307,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,2048,2,1,32,1716.31,36.297,0.004,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,2048,4,1,32,2111.03,36.181,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,4096,1,1,32,1717.53,36.407,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,4096,2,1,32,1718.25,36.22,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,4096,10,8192,1,1,32,1718.69,36.238,0.004,-1,-1,-1
