device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,1,1,1,0.5,3.81,0.95,0.005,8.363,0.179,0.874
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,2,1,1,0.5,6.603,1.296,0.003,17.41,0.185,0.934
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,4,1,1,0.5,6.619,1.3,0.006,13.386,0.184,0.912
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,8,1,1,0.5,3.473,1.166,0.004,17.745,0.194,0.91
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,16,1,1,0.5,6.609,1.765,0.005,16.182,0.176,0.797
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,32,1,1,0.5,6.601,1.246,0.005,10.929,0.167,0.857
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,64,1,1,0.5,6.637,1.289,0.005,15.618,0.18,0.937
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,128,1,1,0.5,6.612,1.912,0.005,15.552,0.191,0.855
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,256,1,1,0.5,6.612,1.341,0.005,13.068,0.114,0.758
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,512,1,1,0.5,3.303,1.122,0.003,5.599,0.159,1.094
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,1024,1,1,0.5,6.605,1.255,0.005,4.275,0.141,0.758
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,2048,1,1,0.5,3.296,1.262,0.006,3.986,0.165,1.009
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,4096,1,1,0.5,6.009,1.745,0.005,3.565,0.168,0.803
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,8192,1,1,0.5,6.605,1.324,0.005,4.391,0.127,0.869
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,1,1,1,0.5,3.763,0.899,0.004,9.949,0.387,0.795
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,2,1,1,0.5,6.634,1.428,0.02,15.002,0.264,0.687
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,4,1,1,0.5,3.312,1.222,0.004,14.732,0.265,0.695
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,8,1,1,0.5,3.331,1.172,0.005,11.754,0.375,0.792
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,16,1,1,0.5,6.651,1.386,0.005,23.859,0.38,0.886
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,32,1,1,0.5,6.608,1.257,0.003,10.012,0.37,0.854
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,64,1,1,0.5,6.635,1.33,0.005,10.673,0.365,0.825
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,128,1,1,0.5,6.617,1.392,0.003,10.334,0.361,0.853
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,256,1,1,0.5,6.653,1.369,0.005,9.859,0.399,0.825
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,512,1,1,0.5,6.642,1.343,0.007,4.578,0.38,1.205
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,1024,1,1,0.5,5.841,1.232,0.003,4.221,0.333,0.723
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,2048,1,1,0.5,3.755,1.285,0.005,3.875,0.369,0.786
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,4096,1,1,0.5,6.023,1.511,0.005,3.881,0.368,0.813
Intel(R) Many Integrated Core Acceleration Card,FWT,ONE_D,131072,8192,1,1,0.5,6.601,1.334,0.004,4.577,0.363,0.803
