device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,1,1,127.973,1345.4,221.692,0.016,279960,54.51,5.245
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,2,1,127.973,1364.71,155.258,0.013,282567,61.459,5.877
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,4,1,127.973,1412.59,152.99,0.013,284176,61.876,5.781
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,8,1,127.973,1403.85,152.737,0.009,288510,55.354,5.692
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,16,1,127.973,1380.37,152.602,0.01,290016,55.443,7.736
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,32,1,127.973,1393.65,154.673,0.016,286547,64.213,6.324
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,64,1,127.973,1338.15,155.244,0.016,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,128,1,127.973,1326.66,154.205,0.011,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,256,1,127.973,1327.76,153.834,0.01,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,512,1,127.973,1327.3,154.389,0.016,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,1024,1,127.973,1328.99,154.252,0.015,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,2048,1,127.973,1328.9,153.799,0.016,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,4096,1,127.973,1335.79,153.688,0.011,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,1,8192,1,127.973,1327.94,154.047,0.01,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,2,1,1,127.973,1327.65,154.204,0.016,277935,62.704,5.416
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,2,2,1,127.973,1382.88,155.497,0.01,281310,54.385,6.674
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,5792,5792,5792,2,4,1,127.973,1477.47,155.865,0.016,284926,55.833,7.08
