device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,1,1,8,470.649,11.11,0.005,1328.77,0.003,3.177
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,2,1,8,471.545,11.276,0.005,1279.52,0.004,3.117
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,4,1,8,559.17,11.162,0.005,1248.34,0.009,4.257
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,8,1,8,567.866,11.192,0.005,1220.94,0.005,3.849
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,16,1,8,561.767,11.179,0.005,1210.33,0.009,4.16
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,32,1,8,559.536,10.621,0.005,1219.39,0.009,4.568
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,64,1,8,577.445,10.901,0.006,1240.37,0.009,4.613
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,128,1,8,556.057,11.176,0.007,1224.86,0.009,4.666
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,256,1,8,550.845,11.487,0.005,1318.66,0.008,4.373
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,512,1,8,558.512,11.199,0.005,1350.61,0.008,4.135
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,1024,1,8,567.142,11.215,0.004,1578.59,0.008,4.347
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,2048,1,8,526.303,11.296,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,4096,1,8,473.118,10.353,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,1,8192,1,8,470.641,11.267,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,1,1,8,471.025,10.576,0.005,1275.21,0.003,3.168
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,471.325,11.275,0.005,1229.73,0.004,3.407
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,547.89,11.196,0.005,1217.64,0.009,4.729
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,601.399,11.364,0.005,1170.34,0.006,4.005
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,612.402,10.324,0.006,1176.66,0.01,4.604
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,683.945,10.665,0.007,1171.18,0.01,4.526
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,620.676,11.325,0.006,1188.81,0.005,4.668
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,618.415,11.386,0.007,1270.03,0.005,3.479
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,256,1,8,591.341,12.171,0.005,1307.62,0.011,4.041
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,512,1,8,604.883,11.33,0.005,1517.44,0.005,4.129
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,1024,1,8,603.868,11.406,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,2048,1,8,470.876,10.707,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,2,4096,1,8,470.616,11.605,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,470.555,11.384,0.006,1207.33,0.009,4.016
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,614.096,11.363,0.006,1169.34,0.01,4.441
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,599.473,12.108,0.005,1173.38,0.01,4.446
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,613.927,10.501,0.006,1174.03,0.011,4.725
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,613.6,10.735,0.006,1187.94,0.008,2.851
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,601.272,11.013,0.005,1155.23,0.009,3.774
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,604.604,11.755,0.006,1240.28,0.01,3.746
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,128,1,8,590.967,11.937,0.006,1275.25,0.009,6.196
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,256,1,8,577.177,11.075,0.006,1508.6,0.01,4.605
Intel(R) Many Integrated Core Acceleration Card,MonteCarloAsian,TWO_D,2048,10,4,512,1,8,590.946,11.225,0.006,-1,-1,-1
