device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,1,1,1,0.5,3.675,3.153,0.003,5104.42,0,2.537
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,2,1,1,0.5,8.197,3.907,0.006,5138,0.001,2.443
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,4,1,1,0.5,7.342,3.874,0.006,5207.83,0.001,2.354
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,8,1,1,0.5,7.42,3.883,0.006,5353.07,0,2.341
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,16,1,1,0.5,5.506,3.684,0.004,330.967,0.001,2.025
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,32,1,1,0.5,4.207,3.455,0.004,362.026,0.001,2.543
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,64,1,1,0.5,7.34,3.834,0.004,433.591,0.001,2.366
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,128,1,1,0.5,7.347,3.826,0.007,478.397,0,2.754
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,256,1,1,0.5,7.327,3.849,0.006,527.651,0,3.927
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,512,1,1,0.5,7.341,2.937,0.006,861.651,0,4.262
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,1024,1,1,0.5,4.149,2.552,0.003,1337.48,0,3.375
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,2048,1,1,0.5,5.225,2.521,0.003,2612.78,0.001,3.855
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,4096,1,1,0.5,7.333,2.896,0.004,5019.23,0.001,4.147
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,8192,1,1,0.5,7.36,3.003,0.006,9917.15,0,4.395
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,1,1,1,0.5,7.366,3.866,0.007,5107.96,0.001,3.115
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,2,1,1,0.5,7.359,4.243,0.006,5135.29,0,5.15
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,4,1,1,0.5,7.329,3.813,0.007,5206.63,0.001,3.381
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,8,1,1,0.5,7.349,3.874,0.008,5345.24,0,2.551
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,16,1,1,0.5,7.357,3.691,0.009,327.017,0.001,2.402
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,32,1,1,0.5,4.356,3.527,0.004,361.036,0.001,3.436
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,64,1,1,0.5,7.342,3.607,0.005,433.269,0,2.459
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,128,1,1,0.5,7.364,3.662,0.008,478.061,0,2.676
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,256,1,1,0.5,7.35,3.65,0.005,528.269,0,3.769
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,512,1,1,0.5,7.356,2.756,0.008,861.829,0,3.85
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,1024,1,1,0.5,7.347,3.131,0.018,1335.68,0.001,3.813
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,2048,1,1,0.5,7.346,3.109,0.006,2560.33,0.001,4.525
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,4096,1,1,0.5,7.342,3.201,0.006,5013.55,0.001,4.33
Intel(R) Many Integrated Core Acceleration Card,NBody,ONE_D,32768,0.005,5,8192,1,1,0.5,7.321,3.011,0.008,9913.14,0.001,4.303
