device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,1,1,0.5,16.789,15.228,0.011,35.028,0,3.794
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,2,1,0.5,12.158,14.685,0.007,59.515,0.001,4.293
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,4,1,0.5,15.535,14.171,0.006,58.781,0.001,4.129
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,8,1,0.5,14.189,13.318,0.01,55.605,0,4.682
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,16,1,0.5,15.303,13.946,0.006,59.939,0,4.685
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,32,1,0.5,13.363,12.085,0.007,50.919,0.001,4.225
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,64,1,0.5,17.957,12.119,0.006,52.213,0.001,3.551
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,128,1,0.5,10.062,12.534,0.005,47.466,0.001,3.649
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,256,1,0.5,13.259,12.414,0.007,57.044,0,3.639
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,512,1,0.5,15.06,12.899,0.027,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,1024,1,0.5,15.472,13.972,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,2048,1,0.5,15.513,9.292,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,4096,1,0.5,13.019,9.282,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,1,8192,1,0.5,13.102,9.354,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,1,1,0.5,13.146,8.984,0.006,36.516,0,3.489
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,2,1,0.5,13.486,11.734,0.007,49.534,0.001,3.619
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,4,1,0.5,14.28,10.68,0.006,41.998,0.001,2.766
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,8,1,0.5,14.455,10.888,0.006,53.534,0,3.613
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,16,1,0.5,13.141,10.797,0.006,51.667,0.001,3.458
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,32,1,0.5,13.746,12.699,0.009,58.276,0.001,3.467
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,64,1,0.5,14.47,11.863,0.006,53.573,0,3.467
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,128,1,0.5,12.691,12.192,0.007,57.401,0.001,3.733
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,256,1,0.5,14.753,10.679,0.007,40.951,0.001,4.455
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,512,1,0.5,14.371,8.261,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,1024,1,0.5,12.112,8.735,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,2048,1,0.5,13.378,9.193,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,2,4096,1,0.5,10.012,8.849,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,1,1,0.5,12.354,11.215,0.024,34.626,0.001,5.296
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,2,1,0.5,15.982,13.145,0.006,51.87,0.001,4.115
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,4,1,0.5,13.013,12.212,0.007,50.909,0,3.896
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,8,1,0.5,12.979,13.027,0.006,56.968,0.001,3.951
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,16,1,0.5,14.522,10.509,0.005,50.664,0.001,3.309
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,32,1,0.5,9.799,10.678,0.007,38.831,0,2.668
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,64,1,0.5,9.003,10.721,0.007,49.832,0.001,3.867
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,128,1,0.5,12.297,8.297,0.007,31.265,0.001,2.859
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,256,1,0.5,9.893,11.468,0.006,47.067,0,2.754
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,512,1,0.5,9.261,12.156,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,1024,1,0.5,8.864,12.504,0.005,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,4,2048,1,0.5,10.214,9.728,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,1,1,0.5,10.295,8.976,0.006,31.897,0.001,4.408
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,2,1,0.5,17.569,12.711,0.006,44.008,0,3.571
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,4,1,0.5,13.578,12.948,0.009,51.671,0,5.153
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,8,1,0.5,16.901,13.697,0.011,48.414,0.001,3.505
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,16,1,0.5,10.696,12.247,0.006,50.553,0.001,4.126
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,32,1,0.5,11.782,10.416,0.006,45.344,0.001,4.177
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,64,1,0.5,10.884,8.079,0.006,36.03,0,2.928
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,128,1,0.5,17.764,11.425,0.008,43.753,0,3.675
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,256,1,0.5,13.643,10.912,0.006,52.227,0.001,3.719
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,512,1,0.5,13.386,10.904,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,8,1024,1,0.5,9.001,12.685,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,1,1,0.5,8.831,9.998,0.006,32.209,0,3.257
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,2,1,0.5,9.624,12.099,0.007,47.599,0.001,3.807
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,4,1,0.5,13.425,11.123,0.006,43.165,0.001,3.816
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,8,1,0.5,12.437,11.754,0.006,40.584,0.001,4.084
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,16,1,0.5,17.838,11.624,0.006,47.064,0.001,4.547
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,32,1,0.5,17.493,11.301,0.007,37.997,0,3.632
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,64,1,0.5,12.226,8.997,0.006,36.784,0,4.006
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,128,1,0.5,16.217,12.459,0.007,48.328,0,3.392
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,256,1,0.5,11.135,12.502,0.006,56.086,0.001,2.45
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,16,512,1,0.5,10.171,12.035,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,1,1,0.5,13.179,11.412,0.007,37.693,0.001,3.716
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,2,1,0.5,15.071,11.052,0.006,46.813,0.001,3.68
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,4,1,0.5,11.798,10.651,0.005,47.469,0,3.673
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,8,1,0.5,15.013,11.628,0.008,42.934,0.001,3.812
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,16,1,0.5,13.261,9.883,0.007,39.296,0.001,3.699
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,32,1,0.5,10.199,11.53,0.007,46.293,0,21.928
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,64,1,0.5,15.48,12.415,0.008,45.471,0,4.929
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,128,1,0.5,16.075,12.025,0.007,58.032,0.001,4.728
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,32,256,1,0.5,15.561,12.942,0.007,72.688,0.001,4.074
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,64,1,1,0.5,18.107,11.137,0.006,29.598,0,3.59
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,64,2,1,0.5,11.767,10.996,0.006,46.881,0.001,4.877
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,256,256,5,64,4,1,0.5,14.495,12.402,0.007,47.421,0.001,4.099
