device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,1,512,15164,614.327,0.011,1391.48,229.76,6.942
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,2,512,15275.8,348.498,0.016,769.061,161.622,8.29
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,4,512,15179.3,344.788,0.01,943.651,187.975,8.817
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,8,512,15111.9,345.46,0.008,1003.31,226.426,6.638
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,16,512,15214.1,346.803,0.01,1193.01,164.484,5.94
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,32,512,15183.3,343.859,0.012,1197.9,189.127,6.076
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,64,512,27562.1,357.584,0.013,1173.15,208.718,9.378
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,128,512,15130.6,347.274,0.008,1192.19,193.767,7.306
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,256,512,27887.7,357.414,0.009,1189.25,219.253,6.971
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,512,512,28496.8,357.278,0.008,1178.7,233.737,6.445
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,1024,512,15288.7,347.535,0.011,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,2048,512,15248,347.662,0.024,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,4096,512,15258.8,350.827,0.014,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,1,8192,512,15249.6,347.733,0.013,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,512,1,2,1,512,15250,347.348,0.014,743.569,200.083,5.919
