device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,114.503,42.271,0.011,4459.44,10.583,1.329
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,112.314,26.644,0.008,4505.27,8.577,1.278
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,109.483,29.696,0.01,4464.01,9.035,1.073
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,114.157,30.015,0.009,4531.17,8.579,1.224
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,110.138,29.761,0.008,746.169,8.098,1.355
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,112.218,29.719,0.008,727.658,8.349,1.274
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,112.483,29.477,0.01,715.159,8.126,1.206
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,109.471,25.788,0.006,758.577,8.02,1.249
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,112.61,29.757,0.009,1037.43,8.186,1.127
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,112.149,29.63,0.009,1081.66,8.511,1.277
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,114.036,30.281,0.009,1142.1,8.813,3.043
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,2048,1,1,16,114.908,25.482,0.007,1572.63,8.577,3.054
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,4096,1,1,16,115.572,18.626,0.006,1515.07,8.425,3.292
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,8192,1,1,16,110.249,17.645,0.006,2025.34,8.406,2.919
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,110.936,24.287,0.009,4569.83,9.299,1.276
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,116.183,30.704,0.008,4631.68,8.536,1.274
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,112.125,30.6,0.009,4463.41,8.616,1.339
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,109.609,30.775,0.009,4405.9,8.489,1.336
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,110.53,25.75,0.008,756.4,8.051,1.394
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,109.427,30.444,0.008,721.693,8.26,1.329
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,109.27,30.564,0.007,717.596,8.448,1.454
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,110.359,30.876,0.006,749.209,8.317,1.275
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,110.44,30.606,0.007,905.08,8.394,1.327
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,512,1,1,16,112.37,30.236,0.008,1075.79,8.393,1.321
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,1024,1,1,16,108.543,29.941,0.006,1157.59,8.338,3.18
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,2048,1,1,16,109.495,24.913,0.006,1348.54,8.192,3.105
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,4096,1,1,16,105.463,23.992,0.006,1386.53,8.46,3.157
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,2048,2048,64,64,8192,1,1,16,113.637,27.78,0.007,1946.99,8.429,3.24
