device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,1,1,128,2023.91,2537.66,0.016,8305.62,0.001,15.601
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,2,1,128,2005.97,1402.99,0.02,7701.07,0.001,11.845
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,4,1,128,2083.06,1372.89,0.012,7984.25,0.001,11.828
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,8,1,128,2009.73,1384.67,0.018,7691.21,0.001,13.269
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,16,1,128,2006.71,1385.96,0.01,6950.42,0.001,13.164
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,32,1,128,2008.64,1378.72,0.017,8005.44,0.001,12.604
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,64,1,128,2005.72,1384.63,0.01,8236.54,0.002,12.871
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,128,1,128,2010.49,1382.12,0.018,9288.02,0.001,20.963
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,256,1,128,2013.52,1331.25,0.027,8350.3,0.002,10.748
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,512,1,128,2009.69,1321.98,0.016,8060.77,0.006,11.177
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,1024,1,128,2011.94,1332.77,0.017,8030.78,0.002,13.623
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,2048,1,128,2013.07,1328.17,0.016,8509.58,0.001,14.373
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,4096,1,128,1995.61,1372.33,0.017,7282.02,0.001,11.136
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,1,8192,1,128,2020.62,1375.47,0.035,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,2,1,1,128,1990.56,1376.07,0.03,7520.28,0.001,14.114
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,2,2,1,128,1994.39,1388.46,0.018,7017.5,0.001,14.652
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,4096,4096,5,2,4,1,128,2038.77,1369.58,0.017,8530.4,0.001,13.222
