device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,1,1,1,1,6.766,2.414,0.005,139.249,0.289,1.39
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,2,1,1,1,7.802,3.785,0.005,144.365,0.211,0.831
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,4,1,1,1,9.29,3.597,0.004,140.557,0.244,0.824
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,8,1,1,1,11.795,4.3,0.004,147.929,0.237,0.831
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,16,1,1,1,9.288,3.58,0.004,41.776,0.244,0.867
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,32,1,1,1,11.292,4.116,0.005,37.541,0.233,0.821
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,64,1,1,1,9.287,3.856,0.004,40.061,0.205,0.855
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,128,1,1,1,7.287,3.877,0.005,36.92,0.205,0.816
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,256,1,1,1,7.783,3.877,0.004,39.677,0.236,0.976
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,512,1,1,1,11.332,4.158,0.005,42.787,0.321,0.893
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,1024,1,1,1,11.785,4.536,0.005,65.959,0.277,1.477
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,2048,1,1,1,13.482,4.273,0.004,52.941,0.338,2.347
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,4096,1,1,1,7.775,2.522,0.004,95.578,0.321,2.3
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,8192,1,1,1,8.774,2.521,0.006,161.919,0.292,2.319
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,1,1,1,1,6.717,2.318,0.005,138.85,0.522,1.11
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,2,1,1,1,10.703,4.409,0.005,142.573,0.471,1.232
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,4,1,1,1,13.445,4.39,0.008,143.893,0.606,1.209
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,8,1,1,1,13.456,4.259,0.005,144.926,0.619,1.165
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,16,1,1,1,11.607,3.658,0.005,36.443,0.473,1.424
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,32,1,1,1,9.614,3.875,0.004,36.066,0.736,1.22
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,64,1,1,1,9.065,3.556,0.005,37.739,0.587,1.134
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,128,1,1,1,7.983,3.381,0.005,40.863,0.441,1.123
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,256,1,1,1,11.079,3.866,0.005,38.427,0.35,6.882
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,512,1,1,1,6.721,3.387,0.004,43.762,0.352,1.124
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,1024,1,1,1,8.074,3.381,0.005,69.393,0.346,0.95
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,2048,1,1,1,11.796,3.539,0.006,52.895,0.479,2.324
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,4096,1,1,1,11.296,2.248,0.005,95.267,0.378,2.482
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,8192,1,1,1,10.652,2.248,0.004,161.383,0.469,2.377
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,1,1,1,1,6.706,2.517,0.004,139.499,0.624,1.069
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,2,1,1,1,11.766,4.75,0.004,147.698,0.755,1.23
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,4,1,1,1,13.419,4.438,0.004,143.785,0.634,1.11
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,8,1,1,1,12.08,4.376,0.009,142.844,0.616,1.023
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,16,1,1,1,11.134,4.574,0.004,35.748,0.448,1.067
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,32,1,1,1,9.567,4.304,0.005,41.195,0.614,1.184
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,64,1,1,1,11.64,4.382,0.005,39.338,0.64,1.065
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,128,1,1,1,8.091,4.199,0.004,40.188,0.545,1.085
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,256,1,1,1,10.885,4.666,0.004,39.953,0.421,0.925
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,512,1,1,1,7.059,4.129,0.004,42.953,0.485,0.928
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,1024,1,1,1,9.451,4.303,0.004,64.221,0.453,0.976
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,2048,1,1,1,9.804,4.737,0.005,53.225,0.525,2.39
Intel(R) Many Integrated Core Acceleration Card,Convolution,ONE_D,512,512,64,64,4096,1,1,1,9.75,2.619,0.004,96.785,0.504,2.451
