device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,1,1,2,47.129,32.946,0.012,156.999,0.001,3.519
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,2,1,2,38.655,36.761,0.011,144.846,0.001,4.807
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,4,1,2,35.762,34.868,0.015,162.487,0,4.301
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,8,1,2,36.668,36.493,0.011,163.892,0.001,3.685
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,16,1,2,36.729,37.405,0.011,157.068,0.001,4.334
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,32,1,2,38.784,33.347,0.012,161.388,0.001,3.31
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,64,1,2,40.292,29.587,0.014,161.074,0.001,3.545
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,128,1,2,36.226,30.835,0.015,157.83,0,4.1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,256,1,2,38.567,30.165,0.013,178.226,0.001,3.964
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,512,1,2,38.108,28.324,0.013,168.044,0.001,4.844
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,1024,1,2,43.422,31.4,0.011,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,2048,1,2,35.449,26.912,0.01,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,4096,1,2,35.402,26.525,0.01,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,1,8192,1,2,35.353,33.865,0.012,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,FluidSimulation,TWO_D,512,512,5,2,1,1,2,35.509,31.137,0.011,153.551,0,3.703
