device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,1,1,1,42,231.883,16.602,0.005,18.5,16.374,3.281
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,2,1,1,42,225.012,14.973,0.004,14.449,13.216,0.979
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,4,1,1,42,221.006,14.956,0.004,11.784,5.8,1.045
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,8,1,1,42,220.071,14.962,0.004,11.059,3.197,1.047
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,16,1,1,42,218.598,14.913,0.004,10.33,1.092,0.884
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,32,1,1,42,220.397,14.945,0.004,9.635,0.479,0.418
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,64,1,1,42,220.606,14.967,0.004,10.22,0.572,0.729
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,128,1,1,42,219.549,14.993,0.004,10.03,0.172,0.59
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,256,1,1,42,221.076,15.043,0.004,9.362,0.101,0.363
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,1,1,1,42,225.799,16.536,0.018,25.866,15.636,3.083
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,2,1,1,42,225.433,14.848,0.018,14.628,13.181,0.831
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,4,1,1,42,221.043,14.87,0.018,12.241,7.957,0.535
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,8,1,1,42,218.687,15.053,0.019,10.499,4.668,0.665
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,16,1,1,42,218.392,14.858,0.02,9.796,1.388,0.549
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,32,1,1,42,219.659,14.857,0.019,10.311,0.537,0.236
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,64,1,1,42,220.685,14.806,0.005,9.72,0.268,0.214
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,128,1,1,42,218.088,14.855,0.019,9.585,0.159,0.239
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,256,1,1,42,221.388,14.905,0.019,10.014,0.156,0.342
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,1,1,1,42,230.435,28.892,0.003,21.253,16.443,1.869
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,2,1,1,42,223.501,28.35,0.003,15.627,11.621,0.466
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,4,1,1,42,220.896,28.429,0.003,11.545,7.874,0.276
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,8,1,1,42,221.184,29.466,0.002,10.185,3.095,0.361
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,16,1,1,42,224.501,30.162,0.002,9.598,2.014,0.288
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,32,1,1,42,225.274,30.102,0.002,9.857,0.533,0.113
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,64,1,1,42,222.68,30.241,0.003,9.48,0.266,0.104
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,128,1,1,42,226.001,30.118,0.003,9.459,0.159,0.099
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,256,1,1,42,222.353,30.089,0.002,9.468,0.113,0.092
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,1,1,1,42,225.529,28.973,0.003,19.797,19.306,2.053
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,2,1,1,42,221.578,28.034,0.002,15.519,8.099,0.464
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,4,1,1,42,217.057,28.007,0.003,11.102,7.695,0.645
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,8,1,1,42,216.44,29.715,0.003,10.521,2.84,0.29
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,16,1,1,42,216.382,29.716,0.003,9.592,0.946,0.25
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,32,1,1,42,217.088,29.73,0.003,9.647,0.845,0.218
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,64,1,1,42,218.88,29.73,0.003,10.056,0.264,0.106
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,128,1,1,42,219.292,29.753,0.003,9.757,0.232,0.113
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,256,1,1,42,220.004,29.721,0.003,9.719,0.107,0.099
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,1,1,1,42,231.56,28.933,0.003,21.37,15.742,2.078
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,2,1,1,42,224.747,28.404,0.003,15.815,13.349,0.465
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,4,1,1,42,221.692,28.385,0.003,11.106,4.679,0.281
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,8,1,1,42,222.249,30.032,0.003,10.666,3.002,0.4
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,16,1,1,42,221.821,29.998,0.003,10.274,1.57,0.279
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,32,1,1,42,225.406,30.062,0.003,9.602,0.537,0.108
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,64,1,1,42,221.222,30.009,0.003,9.937,0.416,0.104
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,128,1,1,42,224.902,30.071,0.004,9.596,0.164,0.094
AMD Firepro W9100,Reduction,ONE_D,2.75251e+06,256,1,1,42,223.836,30.112,0.003,9.782,0.109,0.097
