device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Reduction,ONE_D,917504,1,1,1,14,77.194,10.931,0.002,7.309,9.592,1.682
AMD Firepro W9100,Reduction,ONE_D,917504,2,1,1,14,73.057,10.255,0.001,6.178,4.258,0.425
AMD Firepro W9100,Reduction,ONE_D,917504,4,1,1,14,75.229,10.292,0.003,5.288,1.576,0.178
AMD Firepro W9100,Reduction,ONE_D,917504,8,1,1,14,71.316,10.29,0.002,5.207,0.666,0.104
AMD Firepro W9100,Reduction,ONE_D,917504,16,1,1,14,72.203,10.187,0.002,4.748,0.403,0.08
AMD Firepro W9100,Reduction,ONE_D,917504,32,1,1,14,72.969,10.178,0.001,4.438,0.196,0.066
AMD Firepro W9100,Reduction,ONE_D,917504,64,1,1,14,74.023,10.256,0.001,4.403,0.115,0.058
AMD Firepro W9100,Reduction,ONE_D,917504,128,1,1,14,73.948,10.189,0.001,4.621,0.076,0.056
AMD Firepro W9100,Reduction,ONE_D,917504,256,1,1,14,74.253,10.169,0.002,4.499,0.055,0.053
AMD Firepro W9100,Reduction,ONE_D,917504,1,1,1,14,77.957,10.067,0.002,7.992,7.011,0.654
AMD Firepro W9100,Reduction,ONE_D,917504,2,1,1,14,71.566,9.593,0.001,6.516,5.54,0.418
AMD Firepro W9100,Reduction,ONE_D,917504,4,1,1,14,72.991,9.492,0.001,5.786,1.372,0.173
AMD Firepro W9100,Reduction,ONE_D,917504,8,1,1,14,71.534,9.171,0.001,5.48,0.947,0.137
AMD Firepro W9100,Reduction,ONE_D,917504,16,1,1,14,72.8,8.865,0.001,5.19,0.474,0.121
AMD Firepro W9100,Reduction,ONE_D,917504,32,1,1,14,74.732,8.742,0.001,4.934,0.263,0.07
AMD Firepro W9100,Reduction,ONE_D,917504,64,1,1,14,74.487,8.682,0.002,5.146,0.124,0.068
AMD Firepro W9100,Reduction,ONE_D,917504,128,1,1,14,74.819,8.655,0.001,5.34,0.09,0.067
AMD Firepro W9100,Reduction,ONE_D,917504,256,1,1,14,74.784,8.587,0.001,4.718,0.072,0.057
