device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Computation,ONE_D,857,560,1,1,1,704,0.008,0,0.001,0.692,0,0.025
AMD Firepro W9100,Computation,ONE_D,857,560,2,1,1,704,0.004,0,0,0.231,0,0.018
AMD Firepro W9100,Computation,ONE_D,857,560,4,1,1,704,0.004,0,0,0.225,0,0.019
AMD Firepro W9100,Computation,ONE_D,857,560,8,1,1,704,0.004,0,0,0.386,0.001,0.018
AMD Firepro W9100,Computation,ONE_D,857,560,16,1,1,704,0.004,0,0,0.223,0,0.018
AMD Firepro W9100,Computation,ONE_D,857,560,32,1,1,704,0.004,0,0,0.188,0,0.018
AMD Firepro W9100,Computation,ONE_D,857,560,64,1,1,704,0.004,0,0,0.35,0.001,0.048
AMD Firepro W9100,Computation,ONE_D,857,560,128,1,1,704,0.004,0,0,0.253,0.001,0.017
AMD Firepro W9100,Computation,ONE_D,857,560,256,1,1,704,0.004,0.001,0,0.206,0,0.018
