device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,118.465,29.519,0.008,365.6,0.001,5.022
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,118.46,28.629,0.006,318.855,0.001,4.031
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,118.797,27.131,0.007,296.384,0.001,4.065
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,118.462,28.293,0.006,288.733,0.001,4.085
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,119.627,27.271,0.03,289.094,0.001,4.096
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,118.716,27.157,0.007,290.622,0.001,4.067
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,118.707,28.482,0.006,293.892,0.001,4.102
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,118.648,28.053,0.008,291.323,0.001,4.045
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,118.624,28.677,0.007,290.522,0.001,4.061
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,118.775,28.596,0.004,305.633,0.001,4.849
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,116.249,28.042,0.007,278.749,0.002,4.382
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,122.379,28.149,0.007,259.341,0.001,3.799
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,116.197,27.274,0.007,250.724,0.001,4.418
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,122.828,27.551,0.004,253.829,0.002,3.812
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,116.118,27.816,0.007,258.095,0.001,4.448
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,122.712,28.432,0.007,260.075,0.001,3.801
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,116.087,27.997,0.007,258.031,0.001,4.411
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,122.505,28.28,0.007,256.274,0.002,3.778
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,115.548,28.158,0.004,273.748,0.001,5.632
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,126.077,28.394,0.007,253.658,0.002,3.961
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,120.193,29.428,0.007,232.83,0.001,4.663
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,125.68,27.001,0.007,228.89,0.001,3.912
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,120.175,28.37,0.006,231.243,0.001,4.693
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,125.608,28.392,0.006,231.841,0.001,3.929
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,120.192,28.991,0.007,236.571,0.001,4.768
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,126.104,27.181,0.007,231.275,0.001,3.933
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,120.154,27.531,0.007,228.216,0.001,4.695
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,125.857,29.118,0.007,290.047,0.002,4.914
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,121.922,27.41,0.006,257.127,0.001,3.784
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,114.385,28.136,0.006,241.28,0.002,4.667
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,120.105,27.456,0.007,231.479,0.002,3.761
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,116.763,26.743,0.007,243.899,0.001,4.809
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,120.017,27.369,0.004,233.576,0.001,3.809
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,116.512,26.987,0.007,238.596,0.002,4.717
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,119.969,27.031,0.007,236.869,0.001,3.793
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,116.633,28.803,0.007,239.849,0.001,4.736
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,126.489,29.31,0.007,283.845,0.002,4.967
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,124.611,28.443,0.007,255.12,0.001,5.146
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,127.267,28.454,0.007,228.629,0.002,3.92
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,120.946,28.385,0.007,227.395,0.001,5.187
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,126.751,23.636,0.004,223.371,0.001,3.936
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,121.08,27.903,0.007,229.235,0.001,5.143
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,126.741,28.536,0.006,227.595,0.001,3.935
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,121.016,27.608,0.007,232.744,0.001,5.133
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,126.713,28.38,0.007,224.883,0.002,3.946
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,111.606,28.976,0.006,312.503,0.001,6.611
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,125.586,28.04,0.006,255.902,0.001,3.845
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,122.862,28.209,0.006,237.483,0.002,5.168
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,125.413,28.09,0.007,229.112,0.001,3.841
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,122.514,28.427,0.015,237.805,0.001,5.138
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,125.554,28.279,0.006,232.39,0.001,3.855
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,124.026,27.986,0.006,240.716,0.001,5.146
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,125.782,28.331,0.006,233.428,0.001,3.861
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,122.338,28.324,0.003,234.324,0.002,5.152
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,125.222,28.605,0.006,289.213,0.002,4.724
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,121.335,29.21,0.004,254.131,0.001,5.231
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,128.353,28.152,0.007,235.805,0.001,3.692
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,123.125,28.468,0.007,235.064,0.001,5.208
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,126.092,28.591,0.007,237.306,0.001,3.681
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,121.512,27.45,0.007,242.906,0.001,5.204
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,125.948,28.23,0.007,239.632,0.002,3.679
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,121.269,27.971,0.007,245.029,0.001,5.268
