device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,1,1,18,446.204,0.092,0.002,1740.95,0.009,6.079
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,2,1,18,448.264,0.087,0.003,1062.11,0.009,6.232
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,4,1,18,449.292,0.102,0.003,708.934,0.009,6.026
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,8,1,18,449.4,0.086,0.002,513.777,0.007,6.073
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,16,1,18,448.933,0.086,0.003,420.759,0.009,7.801
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,32,1,18,451.295,0.088,0.003,372.974,0.005,6.006
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,64,1,18,450.012,0.087,0.002,342.523,0.027,7.807
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,128,1,18,455.727,0.088,0.003,344.665,0.006,11.289
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,256,1,18,449.834,0.088,0.002,348.777,0.007,7.791
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,1,1,18,448.843,0.089,0.003,1064.87,0.006,6.197
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,2,1,18,450.008,0.085,0.003,707.222,0.006,6.014
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,4,1,18,449.716,0.088,0.003,523.391,0.006,5.999
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,8,1,18,449.731,0.088,0.003,423.65,0.007,6.196
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,16,1,18,449.443,0.098,0.003,377.036,0.008,9.691
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,32,1,18,449.272,0.095,0.002,345.683,0.007,7.98
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,64,1,18,447.852,0.086,0.002,345.307,0.006,11.046
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,128,1,18,448.018,0.088,0.002,348.353,0.007,11.371
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,1,1,18,450.83,0.087,0.002,711.76,0.01,6.117
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,2,1,18,448.203,0.087,0.003,515.723,0.007,6.063
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,4,1,18,448.333,0.087,0.002,420.989,0.01,7.971
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,8,1,18,448.987,0.088,0.003,374.346,0.007,7.813
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,16,1,18,450.075,0.084,0.003,341.92,0.01,7.814
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,32,1,18,448.638,0.086,0.003,341.144,0.005,11.478
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,64,1,18,450.927,0.086,0.002,348.146,0.006,7.798
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,1,1,18,448.573,0.084,0.003,518.415,0.007,6.142
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,2,1,18,448.62,0.087,0.002,420.596,0.007,8.076
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,4,1,18,448.953,0.087,0.003,374.319,0.007,7.815
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,8,1,18,449.194,0.09,0.003,341.735,0.011,11.483
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,16,1,18,450.29,0.09,0.002,342.062,0.005,9.928
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,32,1,18,448.67,0.087,0.003,344.393,0.007,9.781
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,16,1,1,18,448.699,0.086,0.003,432.388,0.007,9.861
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,16,2,1,18,448.531,0.09,0.003,375.573,0.007,8
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,16,4,1,18,448.785,0.087,0.003,346.197,0.008,9.901
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,16,8,1,18,449.639,0.087,0.003,343.775,0.006,11.315
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,16,16,1,18,450.307,0.087,0.005,347.234,0.005,8.025
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,32,1,1,18,448.598,0.085,0.003,377.696,0.007,7.944
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,32,2,1,18,448.507,0.084,0.003,340.494,0.012,7.975
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,32,4,1,18,448.494,0.089,0.003,341.998,0.007,9.752
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,32,8,1,18,449.724,0.088,0.002,340.212,0.006,10.013
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,64,1,1,18,449.133,0.087,0.002,341.271,0.008,7.918
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,64,2,1,18,448.582,0.089,0.002,345.162,0.006,11.327
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,64,4,1,18,449.228,0.087,0.002,346.743,0.005,9.686
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,128,1,1,18,448.762,0.088,0.002,341.823,0.006,8.086
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,128,2,1,18,449.497,0.09,0.002,341.328,0.006,8.03
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,256,1,1,18,449.275,0.087,0.002,340.351,0.005,9.754
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,1,1,18,401.974,0.087,0.002,1643.16,0.008,7.035
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,2,1,18,482.896,0.083,0.003,909.597,0.006,5.998
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,4,1,18,403.028,0.084,0.002,575.702,0.005,6.054
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,8,1,18,401.778,0.08,0.002,401.72,0.011,5.896
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,16,1,18,401.085,0.082,0.003,291.712,0.005,5.885
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,32,1,18,401.527,0.08,0.002,243.79,0.007,9.704
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,64,1,18,401.787,0.082,0.002,205.852,0.01,10.777
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,128,1,18,401.356,0.079,0.003,207.554,0.01,10.811
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,1,256,1,18,400.91,0.08,0.002,202.431,0.005,11.21
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,1,1,18,403.538,0.084,0.002,930.879,0.01,5.806
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,2,1,18,400.741,0.08,0.003,576.166,0.008,5.8
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,4,1,18,400.797,0.082,0.003,390.396,0.006,7.73
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,8,1,18,401.112,0.08,0.002,286.977,0.006,9.448
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,16,1,18,400.293,0.078,0.003,236.626,0.006,9.477
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,32,1,18,400.199,0.08,0.003,208.592,0.006,10.581
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,64,1,18,401.567,0.08,0.002,201.946,0.004,9.507
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,2,128,1,18,404.717,0.08,0.002,205.027,0.006,9.68
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,1,1,18,405.599,0.081,0.003,582.7,0.006,5.88
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,2,1,18,400.989,0.079,0.002,393.219,0.005,6.019
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,4,1,18,400.874,0.08,0.003,294.644,0.007,9.086
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,8,1,18,400.206,0.081,0.002,241.323,0.006,10.998
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,16,1,18,402.426,0.049,0.002,194.494,0.007,9.529
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,32,1,18,405.548,0.082,0.003,204.963,0.005,9.454
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,4,64,1,18,400.87,0.081,0.002,200.93,0.006,7.848
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,1,1,18,401.817,0.082,0.003,396.251,0.006,5.846
AMD Firepro W9100,MonteCarloAsian,TWO_D,768,1536,4,8,2,1,18,401.157,0.08,0.002,285.735,0.008,9.634
