device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,1,1,1,44,243.318,17.386,0.005,19.921,16.289,3.445
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,2,1,1,44,236.932,15.615,0.018,13.711,11.075,1.038
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,4,1,1,44,232.658,15.641,0.018,12.162,6.872,0.733
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,8,1,1,44,230.871,15.719,0.018,11.14,2.767,0.823
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,16,1,1,44,232.171,15.622,0.005,10.777,1.482,0.938
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,32,1,1,44,231.336,15.661,0.005,10.124,1.23,0.849
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,64,1,1,44,231.812,15.641,0.018,10.331,0.425,0.829
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,128,1,1,44,232.491,15.681,0.003,9.812,0.165,0.383
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,256,1,1,44,232.828,15.603,0.018,9.877,0.205,0.785
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,1,1,1,44,242.599,30.272,0.002,21.96,17.236,2.107
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,2,1,1,44,233.435,29.258,0.003,15.088,12.441,0.856
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,4,1,1,44,232.01,31.173,0.003,11.881,6.284,1.055
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,8,1,1,44,231.204,31.191,0.003,11.062,3.33,0.809
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,16,1,1,44,231.624,31.129,0.003,10.602,1.256,0.773
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,32,1,1,44,229.092,31.201,0.003,10.487,0.563,0.434
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,64,1,1,44,233.688,31.121,0.002,10.202,0.336,0.448
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,128,1,1,44,229.769,31.136,0.003,10.241,0.208,0.434
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,256,1,1,44,233.125,31.121,0.003,10.171,0.108,0.435
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,1,1,1,44,238.698,17.361,0.019,23.053,20.194,3.425
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,2,1,1,44,235.766,15.776,0.019,17.899,10.585,1.755
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,4,1,1,44,231.676,15.579,0.022,14.419,4.979,0.702
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,8,1,1,44,228.566,15.59,0.006,10.662,2.974,0.56
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,16,1,1,44,227.855,15.599,0.019,10.707,2.387,0.882
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,32,1,1,44,228.277,15.609,0.019,10.26,0.548,0.432
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,64,1,1,44,230.672,15.59,0.019,9.785,0.277,0.426
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,128,1,1,44,232.616,15.59,0.019,10,0.166,0.386
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,256,1,1,44,232.088,15.79,0.004,10.431,0.102,0.379
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,1,1,1,44,236.819,30.313,0.003,19.932,19.238,1.947
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,2,1,1,44,231.366,29.265,0.003,16.147,13.096,1.564
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,4,1,1,44,232.958,29.37,0.002,13.239,7.487,0.769
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,8,1,1,44,231.786,29.314,0.003,10.987,2.662,0.517
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,16,1,1,44,232.613,31.119,0.003,9.935,0.977,0.338
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,32,1,1,44,229.72,31.201,0.004,10.284,0.621,0.38
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,64,1,1,44,233.986,31.284,0.003,9.814,0.277,0.403
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,128,1,1,44,231.822,31.19,0.003,10.284,0.24,0.373
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,256,1,1,44,233.58,31.138,0.003,9.756,0.112,0.316
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,1,1,1,44,242.76,17.663,0.019,26.934,20.118,3.423
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,2,1,1,44,239.089,15.957,0.02,17.847,9.158,1.696
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,4,1,1,44,231.223,15.881,0.019,14.897,8.36,1.161
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,8,1,1,44,229.346,15.867,0.019,11.144,4.139,0.815
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,16,1,1,44,228.743,15.926,0.019,10.359,1.7,0.856
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,32,1,1,44,233.84,15.874,0.02,10.471,0.552,0.414
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,64,1,1,44,227.499,15.903,0.004,10.489,0.279,0.419
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,128,1,1,44,231.1,15.873,0.006,10.304,0.163,0.376
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,256,1,1,44,233.435,15.908,0.006,10.17,0.103,0.37
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,1,1,1,44,236.984,30.238,0.004,22.367,19.902,2.12
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,2,1,1,44,230.559,29.197,0.003,15.958,7.841,1.484
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,4,1,1,44,230.728,29.24,0.004,13.075,6.939,1.122
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,8,1,1,44,229.661,31.205,0.003,10.511,2.629,0.782
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,16,1,1,44,230.985,31.099,0.004,10.074,1.84,0.843
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,32,1,1,44,228.886,31.119,0.003,10.052,0.555,0.455
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,64,1,1,44,232.123,31.061,0.002,9.819,0.277,0.453
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,128,1,1,44,232.544,31.063,0.003,9.674,0.165,0.439
AMD Firepro W9100,Reduction,ONE_D,2.88358e+06,256,1,1,44,228.862,31.054,0.004,10.235,0.112,0.405
