device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,1,1,19,211.733,13.229,0.02,4231.5,5.686,19.765
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,2,1,19,277.121,11.743,0.003,2119.38,5.707,0.117
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,4,1,19,266.574,10.974,0.004,1058.97,5.705,0.121
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,8,1,19,272.912,11.472,0.004,629.352,5.695,0.123
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,16,1,19,216.223,11.786,0.003,748.024,5.716,0.121
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,32,1,19,275.786,11.566,0.004,830.868,5.711,0.122
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,64,1,19,267.784,11.177,0.018,783.154,5.714,0.123
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,128,1,19,277.722,11.676,0.005,993.594,5.681,0.148
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,1,256,1,19,261.034,10.784,0.017,2145.1,5.691,0.121
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,1,1,19,243.61,10.86,0.003,2137.7,5.714,0.12
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,2,1,19,254.168,11.257,0.018,1070.16,5.667,0.125
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,4,1,19,253.756,11.191,0.02,531.046,5.71,0.121
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,8,1,19,219.197,11.3,0.004,295.915,4.832,0.078
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,16,1,19,216.829,11.001,0.003,438.049,5.67,0.123
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,32,1,19,216.244,11.325,0.019,404.858,4.831,0.078
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,64,1,19,217.191,11.166,0.003,415.326,4.81,0.065
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,2,128,1,19,218.547,11.236,0.003,443.72,5.692,0.122
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,1,1,19,219.065,11.275,0.003,1116.6,5.696,0.125
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,2,1,19,269.195,11.452,0.017,558.463,5.675,0.122
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,4,1,19,214.048,11.677,0.004,279.793,5.685,0.122
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,8,1,19,213.674,11.669,0.004,216.614,4.834,0.062
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,16,1,19,214.59,11.186,0.003,149.433,4.841,0.063
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,32,1,19,214.524,11.152,0.019,204.755,5.69,0.125
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,4,64,1,19,217.139,11.222,0.018,194.567,4.801,0.08
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,8,1,1,19,212.708,11.652,0.018,597.066,5.696,0.146
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,8,2,1,19,214.775,11.45,0.019,297.797,5.715,0.123
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,8,4,1,19,213.983,11.026,0.005,150.669,4.836,0.065
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,8,8,1,19,213.039,11.603,0.019,105.187,4.837,0.062
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,8,16,1,19,216.922,11.676,0.003,101.722,5.257,0.082
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,8,32,1,19,213.668,11.109,0.004,98.433,4.801,0.078
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,16,1,1,19,213.884,10.934,0.019,352.674,5.676,0.119
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,16,2,1,19,213.695,10.894,0.018,173.581,4.85,0.078
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,16,4,1,19,216.243,11.531,0.004,86.542,4.866,0.062
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,16,8,1,19,218.257,11.321,0.004,77.598,5.685,0.12
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,16,16,1,19,216.019,11.283,0.004,70.463,4.834,0.061
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,32,1,1,19,211.824,11.025,0.002,255.784,4.846,0.078
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,32,2,1,19,216.902,11.247,0.018,116.707,5.722,0.123
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,32,4,1,19,216.216,11.125,0.003,105.444,4.842,0.062
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,32,8,1,19,210.893,11.009,0.003,74.702,4.847,0.101
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,64,1,1,19,218.741,11.216,0.02,176.387,5.687,0.122
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,64,2,1,19,214.991,11.193,0.018,162.847,4.824,0.079
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,64,4,1,19,212.521,11.179,0.019,89.592,5.706,0.123
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,128,1,1,19,214.951,11.115,0.019,186.652,5.688,0.154
AMD Firepro W9100,MatrixMultiplication,TWO_D,2289,2289,2289,128,2,1,19,216.007,11.293,0.003,106.753,4.846,0.105
