device/C,kernel/C,workDimension/C,width/F,height/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,1,1,28,74.455,29.043,0.005,2990.53,29.216,2.617
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,2,1,28,101.662,17.964,0.004,1651.75,27.096,1.164
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,4,1,28,101.649,17.792,0.004,986.958,29.381,1.174
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,8,1,28,102.756,17.595,0.005,702.422,28.035,1.171
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,16,1,28,101.764,17.609,0.006,533.317,27.212,1.145
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,32,1,28,101.585,17.733,0.004,490.744,23.721,1.18
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,64,1,28,104.051,18.144,0.006,498.308,25.424,1.133
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,128,1,28,103.621,17.726,0.005,473.142,29.326,1.239
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,1,256,1,28,102.72,17.567,0.004,473.9,22.692,1.315
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,2,1,1,28,103.444,17.621,0.005,1651.1,28.581,1.308
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,2,2,1,28,102.21,17.813,0.005,993.593,27.092,1.282
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,2,4,1,28,101.347,17.75,0.005,701.498,23.19,1.138
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,2,8,1,28,103.966,18.111,0.004,533.97,27.679,1.315
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,2,16,1,28,101.85,17.442,0.004,492.605,22.855,1.352
AMD Firepro W9100,LUDecomposition,TWO_D,1916,1916,2,32,1,28,103.274,17.769,0.004,490.264,28.503,1.32
