device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,1,1,1,40,225.868,21.537,0.006,5.072,13.151,1.903
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,2,1,1,40,215.204,21.497,0.007,4.535,6.58,1.954
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,4,1,1,40,212.77,20.991,0.007,2.714,3.425,1.971
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,8,1,1,40,211.55,21.214,0.007,1.663,1.79,1.972
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,16,1,1,40,210.025,21.157,0.007,1.643,0.994,1.827
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,32,1,1,40,210.27,21.037,0.006,1.77,0.61,1.87
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,64,1,1,40,210.408,20.956,0.007,1.832,0.351,1.833
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,128,1,1,40,209.728,20.966,0.006,1.908,0.235,1.877
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,256,1,1,40,209.927,21.084,0.006,2.122,0.169,1.648
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,512,1,1,40,211,20.942,0.007,2.226,0.166,1.72
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,1024,1,1,40,209.643,20.97,0.007,2.446,0.105,1.642
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,2048,1,1,40,209.822,21.126,0.007,2.616,0.078,1.781
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,4096,1,1,40,209.777,20.875,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,8192,1,1,40,207.178,20.473,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,1,1,1,40,220.601,20.245,0.008,6.888,13.54,1.367
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,2,1,1,40,215.104,20.587,0.008,4.779,6.632,1.356
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,4,1,1,40,212.602,20.529,0.007,3.901,3.482,1.545
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,8,1,1,40,211.333,20.627,0.008,3.582,1.822,1.554
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,16,1,1,40,210.777,20.787,0.008,1.71,0.994,1.541
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,32,1,1,40,209.569,20.663,0.008,1.746,0.63,1.397
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,64,1,1,40,209.786,20.686,0.009,1.793,0.328,1.401
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,128,1,1,40,209.784,20.622,0.008,1.936,0.246,1.46
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,256,1,1,40,210.795,20.807,0.008,2.047,0.184,1.368
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,512,1,1,40,209.68,20.7,0.009,2.226,0.179,1.366
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,1024,1,1,40,209.262,20.593,0.022,2.155,0.146,1.385
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,2048,1,1,40,209.128,20.728,0.008,2.842,0.1,1.328
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,4096,1,1,40,209.486,20.78,0.009,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,8192,1,1,40,206.647,20.088,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,1,1,1,40,222.008,20.225,0.009,5.752,22.939,1.228
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,2,1,1,40,212.034,20.807,0.009,4.769,6.843,1.576
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,4,1,1,40,211.103,21.265,0.008,3.441,6.902,1.544
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,8,1,1,40,210.422,20.66,0.008,1.952,3.869,1.61
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,16,1,1,40,209.839,20.802,0.009,1.973,1.797,1.953
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,32,1,1,40,210.995,21.5,0.009,2.309,1.063,1.545
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.62144e+06,64,1,1,40,209.376,21.26,0.008,2.069,0.771,1.509
