device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,1,1,1,39,214.655,68.897,0.007,2494.94,16.931,2.067
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,2,1,1,39,211.66,69.715,0.008,2471.16,16.664,2.015
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,4,1,1,39,210.636,70.587,0.032,2478.1,24.182,2.3
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,8,1,1,39,211.025,69.294,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,16,1,1,39,210.786,68.905,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,32,1,1,39,211.176,68.597,0.031,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,64,1,1,39,211.329,68.169,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,128,1,1,39,211.1,68.641,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,256,1,1,39,212.029,69.418,0.031,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,512,1,1,39,210.622,69.482,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,1024,1,1,39,210.638,69.343,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,2048,1,1,39,210.814,70.306,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,3238,3238,64,64,4096,1,1,39,210.83,70.364,0.007,-1,-1,-1
