device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,182.866,135.934,0.012,331.745,0.001,4.036
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,178.017,134.183,0.012,329.827,0.001,4.368
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,177.593,134.365,0.013,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,178.454,151.918,0.009,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,178.169,151.201,0.01,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,178.428,132.394,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,178.202,148.696,0.01,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,178.639,132.453,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,178.696,136.562,0.013,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,512,1,1,12,178.204,133.862,0.014,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,1024,1,1,12,179.482,131.853,0.014,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,2048,1,1,12,178.446,152.614,0.009,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,4096,1,1,12,178.99,134.099,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,8192,1,1,12,177.903,131.853,0.013,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,188.685,135.848,0.015,426.452,0.002,5.181
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,183.255,137.004,0.015,428.604,0.001,5.415
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,182.887,136.109,0.016,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,184.26,146.971,0.017,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,183.421,135.171,0.016,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,183.751,157.972,0.01,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,183.589,134.219,0.015,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,183.844,139.439,0.017,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,183.44,134.741,0.015,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,512,1,1,12,183.59,133.417,0.015,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,1024,1,1,12,183.665,132.092,0.014,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,11,1254,1254,3,2048,1,1,12,183.382,132.326,0.014,-1,-1,-1
