device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,1,1,1,576,0.015,0,0.004,0.48,0,0.729
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,2,1,1,576,0.004,0,0.002,0.324,0,0.498
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,4,1,1,576,0.005,0.001,0.001,0.28,0,0.645
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,8,1,1,576,0.004,0,0.001,0.504,0,0.387
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,16,1,1,576,0.004,0,0.006,0.498,0,0.385
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,32,1,1,576,0.005,0,0.002,0.253,0,0.401
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,64,1,1,576,0.004,0,0.001,1.048,0,0.337
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,128,1,1,576,0.005,0,0.001,0.05,0,0.503
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,256,1,1,576,0.004,0,0.002,0.305,0.001,0.322
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,512,1,1,576,0.005,0,0.002,0.037,0,0.518
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,1024,1,1,576,0.004,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,2048,1,1,576,0.004,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,4096,1,1,576,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,73,998,8192,1,1,576,0.004,0,0.002,-1,-1,-1
