device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,1,1,1,22,300.778,38.111,0.011,10.232,25.742,2.273
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,2,1,1,22,302.03,37.795,0.01,12.144,23.662,2.257
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,4,1,1,22,301.825,38.124,0.011,11.149,23.162,2.274
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,8,1,1,22,301.984,38.056,0.01,13.7,24.393,2.252
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,16,1,1,22,301.815,37.968,0.012,7.667,13.235,2.374
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,32,1,1,22,268.969,34.305,0.01,10.35,21.826,1.852
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,64,1,1,22,228.617,33.979,0.009,10.547,13.107,1.95
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,128,1,1,22,227.894,34.348,0.009,12.889,22.931,1.808
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,256,1,1,22,228.05,33.805,0.008,7.967,13.289,1.951
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,512,1,1,22,229.076,34.35,0.008,13.688,22.834,1.881
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,1024,1,1,22,227.986,32.626,0.009,14.33,12.037,1.993
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,2048,1,1,22,228.046,33.219,0.009,12.621,22.382,1.854
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,4096,1,1,22,228.021,32.907,0.008,13.1,22.855,1.909
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,5.76717e+06,8192,1,1,22,228.007,32.691,0.008,8.568,24.549,1.893
