nVectors,memcpyOut,plan,execu,memcpyIn
3900000,10.135,0.321,2.532,10.932,
4000000,10.386,0.290,1.514,11.215,
4100000,10.691,0.324,2.992,11.432,
4200000,10.985,0.337,2.208,16.110,
4300000,11.281,0.331,3.382,16.630,
4400000,11.526,0.340,2.493,17.136,
4500000,11.811,0.288,2.035,17.310,
4600000,12.111,0.341,2.949,17.791,
4700000,12.448,0.338,3.664,18.281,
4800000,12.608,0.304,2.431,18.450,
4900000,12.893,0.304,2.187,18.974,
5000000,13.220,0.314,2.231,19.040,
5100000,13.519,0.361,3.460,19.594,
5200000,13.727,0.366,2.978,20.212,
5300000,14.012,0.365,4.051,20.447,
5400000,14.622,0.327,2.418,20.901,
5500000,14.669,0.373,3.067,21.511,
5600000,14.987,0.357,2.665,21.741,
5700000,15.080,0.389,3.898,22.075,
5800000,15.404,0.394,3.616,22.017,
5900000,15.735,0.390,4.414,22.855,
6000000,15.914,0.353,2.757,23.059,
6100000,16.148,0.402,5.104,23.173,
6200000,16.477,0.401,4.040,23.689,
6300000,16.826,0.414,3.278,23.862,
6400000,17.043,0.358,2.803,24.326,
6500000,17.251,0.418,3.657,25.028,
6600000,17.561,0.421,4.231,25.145,
6700000,17.826,0.426,6.094,25.579,
6800000,18.078,0.422,4.064,26.085,
6900000,18.284,0.435,5.013,26.213,
7000000,18.615,0.396,3.141,26.794,
7100000,18.892,0.431,6.648,26.909,
7200000,19.137,0.403,3.292,27.599,
7300000,19.405,0.445,7.428,27.883,
7400000,19.649,0.437,5.369,28.080,
7500000,19.934,0.460,3.922,28.794,
7600000,20.265,0.455,4.599,30.168,
7700000,21.367,0.468,4.935,29.176,
7800000,20.727,0.461,5.013,29.659,
7900000,21.035,0.463,8.114,29.867,
8000000,21.296,0.416,3.167,30.360,
8100000,21.490,0.452,3.585,30.963,
8200000,21.784,0.500,5.916,30.991,
8300000,22.027,0.506,8.462,31.448,
8400000,22.438,0.508,4.481,31.755,
8500000,22.575,0.500,5.010,32.138,
8600000,22.822,0.503,6.712,32.659,
8700000,23.085,0.509,6.162,32.861,
8800000,23.442,0.514,4.855,33.286,
8900000,23.645,0.512,10.026,33.859,
9000000,23.855,0.476,4.009,33.956,
9100000,24.170,0.516,5.839,34.791,
9200000,24.748,0.517,5.994,34.897,
9300000,25.218,0.536,6.873,35.128,
9400000,25.008,0.505,7.251,35.628,
9500000,25.266,0.536,5.668,35.773,
9600000,25.514,0.477,5.062,36.358,
9700000,25.828,0.523,11.152,36.380,
9800000,25.974,0.490,4.302,36.879,
9900000,26.343,0.532,6.335,37.580,
10000000,26.480,0.474,4.545,37.586,
2,0.138,0.128,0.124,0.027,
100000,0.513,0.221,0.074,0.407,
200000,0.723,0.222,0.105,0.711,
300000,0.995,0.223,0.172,0.998,
400000,1.283,0.225,0.185,1.243,
500000,1.497,0.230,0.217,1.555,
600000,1.703,0.226,0.299,1.784,
700000,1.962,0.226,0.344,2.050,
800000,2.244,0.246,0.340,2.322,
900000,2.490,0.225,0.432,2.582,
1000000,2.714,0.228,0.392,2.858,
1100000,2.977,0.269,0.655,3.130,
1200000,3.215,0.232,0.570,3.399,
1300000,3.487,0.272,0.766,3.656,
1400000,3.684,0.227,0.640,3.929,
1500000,3.927,0.230,0.704,4.229,
1600000,4.199,0.239,0.675,4.461,
1700000,4.565,0.273,1.031,4.729,
1800000,4.684,0.230,0.815,5.033,
1900000,4.886,0.278,1.163,5.335,
2000000,5.176,0.240,0.751,5.542,
2100000,5.462,0.287,1.146,5.807,
2200000,5.678,0.277,1.245,6.070,
2300000,5.896,0.277,1.505,6.334,
2400000,6.180,0.249,1.118,6.617,
2500000,6.465,0.240,1.127,6.899,
2600000,6.711,0.295,1.466,7.140,
2700000,6.895,0.246,1.223,7.418,
2800000,7.162,0.244,1.266,7.693,
2900000,7.468,0.294,1.828,7.952,
3000000,7.746,0.256,1.359,8.221,
3100000,7.969,0.290,2.047,8.485,
3200000,8.231,0.257,1.418,8.764,
3300000,8.539,0.316,2.145,9.031,
3400000,8.786,0.308,2.006,9.288,
3500000,9.169,0.292,1.590,9.603,
3600000,9.263,0.263,1.636,9.862,
3700000,9.574,0.308,2.708,10.104,
3800000,9.880,0.330,2.266,10.407,
3900000,10.351,0.331,2.531,10.677,
4000000,10.370,0.291,1.499,10.923,
4100000,10.715,0.326,2.977,11.175,
4200000,10.995,0.343,2.208,16.099,
4300000,11.277,0.344,3.381,16.747,
4400000,11.531,0.334,2.497,17.150,
4500000,11.806,0.296,2.029,17.242,
4600000,12.114,0.351,2.952,17.843,
4700000,12.369,0.352,3.661,18.409,
4800000,12.639,0.304,2.434,18.431,
4900000,12.904,0.317,2.184,18.990,
5000000,13.207,0.309,2.225,19.053,
5100000,13.511,0.379,3.460,19.561,
5200000,13.852,0.371,2.978,20.191,
5300000,14.101,0.366,4.049,20.211,
5400000,14.306,0.329,2.418,20.852,
5500000,14.601,0.384,3.085,21.304,
5600000,14.851,0.340,2.651,21.367,
5700000,15.054,0.388,3.902,21.997,
5800000,15.499,0.387,3.613,22.024,
5900000,15.699,0.401,4.427,22.766,
6000000,15.932,0.346,2.741,23.119,
6100000,16.152,0.408,5.098,23.212,
6200000,16.444,0.415,4.035,23.833,
6300000,16.783,0.430,3.281,24.076,
6400000,17.337,0.409,2.812,24.458,
6500000,17.365,0.423,3.672,25.434,
6600000,17.505,0.455,4.235,25.010,
6700000,17.957,0.411,6.097,25.500,
6800000,18.102,0.425,4.068,26.088,
6900000,18.342,0.441,5.010,26.162,
7000000,18.587,0.392,3.138,26.699,
7100000,19.012,0.421,6.657,26.854,
7200000,19.192,0.395,3.280,31.710,
7300000,19.423,0.471,7.418,28.090,
7400000,19.645,0.450,5.351,28.180,
7500000,19.967,0.465,3.906,28.686,
7600000,20.180,0.454,4.589,29.216,
7700000,20.467,0.461,4.929,29.274,
7800000,20.697,0.464,5.017,29.805,
7900000,20.945,0.460,8.089,29.885,
8000000,21.295,0.422,3.189,30.435,
8100000,21.533,0.460,3.596,31.087,
8200000,21.723,0.495,5.912,31.312,
8300000,22.014,0.508,8.469,31.599,
8400000,22.541,0.525,4.486,31.725,
8500000,22.641,0.487,5.019,32.211,
8600000,22.812,0.525,6.683,32.819,
8700000,23.023,0.521,6.169,32.872,
8800000,23.452,0.489,4.863,33.451,
8900000,23.636,0.512,10.068,33.961,
9000000,23.887,0.464,4.030,34.243,
9100000,24.142,0.514,5.833,34.577,
9200000,24.364,0.517,6.005,34.686,
9300000,24.681,0.527,6.864,35.244,
9400000,24.941,0.521,7.257,35.736,
9500000,25.168,0.522,5.663,35.888,
9600000,25.427,0.500,5.038,36.472,
9700000,25.824,0.499,11.182,36.748,
9800000,26.320,0.478,4.297,37.363,
9900000,26.628,0.541,6.321,37.586,
10000000,26.528,0.498,4.534,37.611,
2,0.154,0.138,0.030,0.021,
100000,0.513,0.222,0.074,0.409,
200000,0.717,0.260,0.109,0.717,
300000,0.992,0.226,0.172,0.982,
400000,1.268,0.224,0.186,1.248,
500000,1.509,0.225,0.217,1.517,
600000,1.703,0.225,0.301,1.820,
700000,1.961,0.232,0.341,2.049,
800000,2.250,0.228,0.340,2.329,
900000,2.485,0.232,0.432,2.630,
1000000,2.708,0.226,0.393,2.864,
1100000,2.952,0.273,0.656,3.129,
1200000,3.241,0.229,0.571,3.392,
1300000,3.482,0.271,0.766,3.662,
1400000,3.685,0.230,0.679,3.929,
1500000,3.911,0.238,0.705,4.200,
1600000,4.185,0.229,0.680,4.472,
1700000,4.473,0.275,1.032,4.735,
1800000,4.684,0.241,0.813,4.995,
1900000,4.878,0.275,1.159,5.270,
2000000,5.184,0.232,0.747,5.659,
2100000,5.464,0.286,1.145,5.804,
2200000,5.667,0.281,1.242,6.051,
2300000,5.883,0.305,1.503,6.340,
2400000,6.162,0.245,1.113,6.621,
2500000,6.429,0.253,1.126,6.905,
2600000,6.681,0.291,1.469,7.141,
2700000,6.911,0.241,1.224,7.454,
2800000,7.147,0.244,1.270,7.674,
2900000,7.458,0.284,1.825,7.941,
3000000,7.742,0.247,1.363,8.355,
3100000,7.948,0.294,2.045,8.498,
3200000,8.256,0.257,1.420,8.751,
3300000,8.584,0.304,2.143,9.010,
3400000,8.765,0.298,2.007,9.328,
3500000,9.024,0.265,1.589,9.546,
3600000,9.275,0.259,1.644,9.819,
3700000,9.578,0.319,2.715,10.128,
3800000,9.888,0.308,2.267,10.373,
3900000,10.096,0.334,2.542,10.834,
4000000,10.378,0.285,1.502,10.934,
4100000,10.673,0.326,2.985,11.402,
4200000,11.041,0.339,2.214,16.181,
4300000,11.266,0.339,3.384,16.680,
4400000,11.775,0.342,2.496,17.209,
4500000,11.831,0.293,2.035,17.301,
4600000,12.138,0.341,2.956,17.842,
4700000,12.432,0.343,3.658,18.374,
4800000,12.744,0.310,2.459,18.489,
4900000,12.895,0.310,2.182,19.160,
5000000,13.377,0.317,2.234,19.426,
5100000,13.509,0.376,3.464,19.724,
5200000,13.921,0.373,2.975,20.265,
5300000,13.986,0.373,4.058,20.394,
5400000,14.367,0.337,2.419,21.267,
5500000,14.594,0.386,3.078,21.377,
5600000,14.833,0.335,2.654,21.459,
5700000,15.079,0.399,3.899,22.259,
5800000,15.386,0.398,3.614,22.247,
5900000,15.700,0.390,4.410,22.825,
6000000,15.956,0.356,2.745,23.237,
6100000,16.132,0.403,5.115,23.277,
6200000,16.630,0.407,4.050,24.090,
6300000,16.956,0.418,3.285,23.904,
6400000,17.029,0.377,2.813,24.547,
6500000,17.306,0.421,3.660,24.995,
6600000,17.568,0.432,4.237,25.342,
6700000,17.946,0.430,6.100,25.631,
6800000,18.117,0.429,4.072,26.189,
6900000,18.296,0.444,5.027,26.250,
7000000,18.583,0.394,3.131,26.863,
7100000,18.914,0.436,6.654,26.900,
7200000,19.430,0.408,3.275,27.712,
7300000,19.483,0.443,7.419,28.479,
7400000,19.830,0.454,5.359,28.083,
7500000,19.998,0.459,3.898,28.624,
7600000,20.279,0.446,4.595,29.202,
7700000,20.403,0.472,4.926,29.239,
7800000,20.687,0.468,5.023,29.951,
7900000,21.029,0.481,8.110,29.918,
8000000,21.289,0.422,3.206,30.402,
8100000,21.590,0.440,3.585,31.073,
8200000,21.819,0.490,5.929,31.034,
8300000,22.034,0.508,8.414,31.632,
8400000,22.318,0.513,4.485,31.700,
8500000,22.522,0.514,5.028,32.262,
8600000,22.775,0.506,6.682,32.830,
8700000,23.071,0.521,6.170,32.880,
8800000,23.404,0.513,4.857,33.537,
8900000,23.598,0.534,10.032,34.155,
9000000,23.869,0.467,4.009,34.337,
9100000,24.103,0.537,5.855,34.933,
9200000,24.365,0.509,5.998,34.694,
9300000,24.722,0.527,6.875,35.438,
9400000,24.914,0.521,7.250,35.849,
9500000,25.149,0.539,5.666,35.843,
9600000,25.684,0.472,5.064,36.473,
9700000,25.855,0.522,11.125,36.407,
9800000,25.955,0.484,4.297,37.116,
9900000,26.211,0.535,6.329,37.620,
10000000,26.574,0.469,4.547,37.600,
2,0.154,0.129,0.030,0.021,
100000,0.520,0.223,0.073,0.412,
200000,0.710,0.228,0.107,0.713,
300000,1.003,0.225,0.171,0.981,
400000,1.280,0.223,0.185,1.251,
500000,1.492,0.227,0.216,1.511,
600000,1.722,0.224,0.298,1.781,
700000,1.954,0.227,0.342,2.053,
800000,2.285,0.224,0.344,2.313,
900000,2.488,0.229,0.432,2.583,
1000000,2.699,0.226,0.388,2.849,
1100000,3.029,0.356,0.653,3.127,
1200000,3.220,0.226,0.569,3.409,
1300000,3.468,0.280,0.766,3.657,
1400000,3.689,0.228,0.641,3.922,
1500000,3.936,0.227,0.703,4.200,
1600000,4.202,0.237,0.675,4.484,
1700000,4.459,0.271,1.034,4.733,
1800000,4.684,0.230,0.818,5.004,
1900000,4.876,0.281,1.164,5.316,
2000000,5.160,0.234,0.748,5.539,
2100000,5.457,0.288,1.143,5.816,
2200000,5.760,0.277,1.240,6.072,
2300000,5.871,0.283,1.497,6.354,
2400000,6.169,0.238,1.126,6.655,
2500000,6.529,0.240,1.125,7.122,
2600000,6.771,0.290,1.471,7.217,
2700000,6.954,0.243,1.219,7.413,
2800000,7.239,0.243,1.262,7.752,
2900000,7.501,0.305,1.829,8.057,
3000000,7.820,0.262,1.362,8.282,
3100000,8.196,0.293,2.045,8.487,
3200000,8.212,0.251,1.418,8.776,
3300000,8.498,0.312,2.138,9.020,
3400000,8.875,0.305,2.006,9.288,
3500000,9.026,0.262,1.593,9.545,
3600000,9.303,0.273,1.630,9.819,
3700000,9.610,0.311,2.720,10.086,
3800000,9.892,0.321,2.263,10.583,
3900000,10.110,0.326,2.537,10.637,
4000000,10.382,0.279,1.502,10.896,
4100000,10.684,0.328,3.000,11.199,
4200000,11.014,0.342,2.206,16.279,
4300000,11.305,0.332,3.375,16.742,
4400000,11.502,0.343,2.493,17.249,
4500000,11.830,0.291,2.041,17.372,
4600000,12.191,0.350,2.951,17.844,
4700000,12.474,0.341,3.659,18.458,
4800000,12.656,0.307,2.451,18.571,
4900000,12.925,0.318,2.184,19.028,
5000000,13.221,0.317,2.228,19.412,
5100000,13.482,0.375,3.468,19.699,
5200000,13.763,0.361,2.978,20.193,
5300000,14.059,0.391,4.060,20.284,
5400000,14.421,0.329,2.419,20.933,
5500000,14.630,0.381,3.077,21.449,
5600000,14.798,0.336,2.655,21.503,
5700000,15.050,0.402,3.910,22.016,
5800000,15.430,0.397,3.614,22.158,
5900000,15.710,0.403,4.421,22.902,
6000000,16.008,0.369,2.749,23.371,
6100000,16.218,0.399,5.114,23.557,
6200000,16.645,0.413,4.043,23.876,
6300000,16.754,0.414,3.287,23.924,
6400000,17.019,0.373,2.817,24.492,
6500000,17.345,0.418,3.673,25.148,
6600000,17.577,0.427,4.237,25.064,
6700000,17.818,0.420,6.094,25.794,
6800000,18.102,0.436,4.074,26.173,
6900000,18.373,0.443,5.021,26.563,
7000000,18.607,0.392,3.134,26.924,
7100000,18.951,0.421,6.644,27.002,
7200000,19.155,0.392,3.290,27.435,
7300000,19.363,0.439,7.445,28.020,
7400000,19.632,0.447,5.366,28.199,
7500000,19.973,0.439,3.904,28.609,
7600000,20.204,0.449,4.598,29.206,
7700000,20.499,0.466,4.934,29.476,
7800000,20.650,0.472,5.017,29.932,
7900000,21.029,0.466,8.084,30.418,
8000000,21.413,0.432,3.185,30.658,
8100000,21.767,0.456,3.584,30.957,
8200000,21.748,0.497,5.898,31.033,
8300000,21.995,0.497,8.430,31.720,
8400000,22.347,0.524,4.484,31.737,
8500000,22.607,0.518,5.026,32.351,
8600000,22.830,0.512,6.682,32.835,
8700000,23.057,0.529,6.174,32.838,
8800000,23.399,0.511,4.858,33.665,
8900000,23.620,0.510,10.065,33.965,
9000000,23.955,0.497,4.008,33.997,
9100000,24.078,0.527,5.849,34.813,
9200000,24.378,0.523,5.983,34.656,
9300000,24.736,0.538,6.877,35.190,
9400000,26.169,0.581,7.252,36.351,
9500000,25.171,0.529,5.661,36.128,
9600000,25.472,0.489,5.066,36.651,
9700000,25.769,0.526,11.168,36.545,
9800000,25.975,0.481,4.302,37.132,
9900000,26.202,0.545,6.321,37.532,
10000000,26.497,0.499,4.540,37.725,
2,0.154,0.130,0.029,0.021,
100000,0.509,0.224,0.074,0.407,
200000,0.708,0.231,0.105,0.704,
300000,0.988,0.232,0.172,0.998,
400000,1.281,0.225,0.184,1.251,
500000,1.495,0.223,0.217,1.508,
600000,1.706,0.226,0.297,1.790,
700000,1.975,0.235,0.341,2.050,
800000,2.242,0.227,0.338,2.334,
900000,2.479,0.225,0.434,2.587,
1000000,2.699,0.240,0.393,2.851,
1100000,2.936,0.271,0.676,3.129,
1200000,3.224,0.237,0.568,3.397,
1300000,3.480,0.269,0.767,3.655,
1400000,3.691,0.232,0.640,3.957,
1500000,3.905,0.239,0.702,4.184,
1600000,4.198,0.228,0.676,4.460,
1700000,4.459,0.273,1.041,4.731,
1800000,4.671,0.242,0.814,4.995,
1900000,4.969,0.281,1.162,5.300,
2000000,5.177,0.234,0.750,5.537,
2100000,5.466,0.285,1.145,5.804,
2200000,5.663,0.280,1.242,6.064,
2300000,5.967,0.286,1.507,6.334,
2400000,6.164,0.247,1.123,6.606,
2500000,6.454,0.252,1.126,6.875,
2600000,6.689,0.282,1.469,7.142,
2700000,6.887,0.248,1.217,7.405,
2800000,7.197,0.245,1.265,7.669,
2900000,7.467,0.290,1.829,7.994,
3000000,7.736,0.248,1.362,8.214,
3100000,7.940,0.293,2.043,8.498,
3200000,8.207,0.266,1.412,8.753,
3300000,8.584,0.312,2.138,9.060,
3400000,8.796,0.305,2.002,9.419,
3500000,9.019,0.277,1.586,9.548,
3600000,9.263,0.269,1.630,9.817,
3700000,9.561,0.317,2.724,10.118,
3800000,9.917,0.327,2.262,10.369,
3900000,10.155,0.334,2.536,10.600,
4000000,10.354,0.280,1.516,10.894,
4100000,10.638,0.329,2.987,11.155,
4200000,10.992,0.375,2.232,16.173,
4300000,11.371,0.336,3.387,16.719,
4400000,11.626,0.348,2.489,17.565,
4500000,11.837,0.306,2.042,17.498,
4600000,12.158,0.340,2.952,18.300,
4700000,12.723,0.403,3.660,18.382,
4800000,12.628,0.314,2.439,18.501,
4900000,12.986,0.316,2.187,19.030,
5000000,13.241,0.310,2.235,19.163,
5100000,13.504,0.373,3.457,19.711,
5200000,13.726,0.375,2.971,20.214,
5300000,13.993,0.373,4.060,20.331,
5400000,14.303,0.331,2.419,21.066,
5500000,14.598,0.379,3.079,21.365,
5600000,14.818,0.348,2.648,25.882,
5700000,15.234,0.453,3.912,22.103,
5800000,15.384,0.399,3.613,22.213,
5900000,15.782,0.393,4.430,22.841,
6000000,15.930,0.365,2.745,23.235,
6100000,16.166,0.406,5.108,23.346,
6200000,16.445,0.413,4.037,23.875,
6300000,16.794,0.416,3.287,24.034,
6400000,17.026,0.381,2.813,24.476,
6500000,17.228,0.410,3.676,25.078,
6600000,17.522,0.431,4.229,25.062,
6700000,17.797,0.434,6.105,25.776,
6800000,18.120,0.437,4.070,26.357,
6900000,18.329,0.442,5.033,26.497,
7000000,18.578,0.399,3.136,27.367,
7100000,18.856,0.438,6.646,26.997,
7200000,19.139,0.402,3.290,27.458,
7300000,19.457,0.445,7.413,28.037,
7400000,19.634,0.448,5.353,28.062,
7500000,19.937,0.467,3.901,28.760,
7600000,20.260,0.456,4.590,29.141,
7700000,20.480,0.462,4.943,29.251,
7800000,20.819,0.446,5.021,29.896,
7900000,21.028,0.445,8.085,29.872,
8000000,21.250,0.420,3.176,30.523,
8100000,21.504,0.448,3.577,30.968,
8200000,21.759,0.501,5.911,31.176,
8300000,21.996,0.515,8.419,31.635,
8400000,22.327,0.513,4.477,31.651,
8500000,22.573,0.542,5.028,32.443,
8600000,22.799,0.511,6.709,33.312,
8700000,23.177,0.525,6.169,33.259,
8800000,23.648,0.532,4.851,33.537,
8900000,23.645,0.520,10.029,33.946,
9000000,23.936,0.476,4.010,34.079,
9100000,24.091,0.528,5.830,34.609,
9200000,24.530,0.519,5.986,34.693,
9300000,24.711,0.532,6.887,35.242,
9400000,25.035,0.498,7.254,36.135,
9500000,25.113,0.534,5.678,35.786,
9600000,25.505,0.476,5.040,36.452,
9700000,25.723,0.530,11.150,36.618,
9800000,25.952,0.492,4.307,37.063,
9900000,26.269,0.539,6.323,37.553,
10000000,26.472,0.483,4.525,37.730,
2,0.153,0.144,0.030,0.022,
100000,0.511,0.226,0.074,0.405,
200000,0.714,0.224,0.107,0.709,
300000,1.000,0.230,0.171,0.982,
400000,1.274,0.235,0.183,1.251,
500000,1.508,0.232,0.217,1.517,
600000,1.701,0.226,0.300,1.792,
700000,1.955,0.225,0.341,2.047,
800000,2.343,0.236,0.342,2.330,
900000,2.478,0.226,0.430,2.575,
1000000,2.694,0.228,0.393,2.902,
1100000,2.941,0.270,0.655,3.131,
1200000,3.221,0.229,0.570,3.394,
1300000,3.474,0.270,0.766,3.743,
1400000,3.716,0.237,0.640,3.929,
1500000,3.903,0.241,0.705,4.188,
1600000,4.226,0.236,0.676,4.464,
1700000,4.446,0.273,1.037,4.718,
1800000,4.673,0.231,0.821,4.995,
1900000,5.100,0.280,1.164,5.270,
2000000,5.177,0.240,0.748,5.535,
2100000,5.457,0.293,1.137,5.810,
2200000,5.724,0.277,1.240,6.099,
2300000,5.878,0.279,1.508,6.398,
2400000,6.208,0.240,1.110,6.609,
2500000,6.438,0.244,1.126,6.888,
2600000,6.660,0.281,1.468,7.154,
2700000,6.876,0.241,1.216,7.419,
2800000,7.156,0.243,1.262,7.668,
2900000,7.491,0.297,1.827,7.942,
3000000,7.724,0.252,1.371,8.226,
3100000,7.955,0.294,2.046,8.485,
3200000,8.209,0.257,1.414,8.760,
3300000,8.507,0.317,2.133,9.031,
3400000,9.092,0.307,2.007,9.284,
3500000,9.120,0.263,1.590,9.632,
3600000,9.278,0.268,1.628,9.821,
3700000,9.602,0.315,2.710,10.093,
3800000,9.875,0.321,2.265,10.364,
3900000,10.216,0.329,2.535,10.629,
4000000,10.377,0.284,1.495,10.900,
4100000,10.689,0.324,2.993,11.293,
4200000,10.975,0.336,2.216,16.298,
4300000,11.276,0.335,3.372,16.743,
4400000,11.538,0.338,2.484,17.210,
4500000,11.803,0.301,2.035,17.348,
4600000,12.142,0.348,2.947,17.902,
4700000,12.382,0.348,3.664,18.384,
4800000,12.621,0.310,2.461,18.508,
4900000,12.976,0.319,2.179,19.071,
5000000,13.225,0.316,2.235,19.096,
5100000,13.508,0.375,3.461,19.763,
5200000,13.756,0.374,2.980,20.184,
5300000,13.984,0.374,4.051,20.282,
5400000,14.340,0.334,2.415,21.086,
5500000,14.625,0.391,3.075,21.783,
5600000,14.969,0.343,2.651,21.668,
5700000,15.076,0.405,3.903,22.275,
5800000,15.701,0.391,3.612,22.098,
5900000,15.696,0.405,4.418,22.955,
6000000,15.932,0.363,2.758,23.208,
