nVectors,memcpyOut,plan,execu,memcpyIn
1,0.142,45.136,0.153,0.036,
1,0.030,0.198,0.106,0.027,
1,0.030,0.194,0.100,0.028,
1,0.029,0.157,0.098,0.024,
1,0.028,0.142,0.064,0.043,
1,0.027,0.137,0.096,0.030,
1,0.029,0.140,0.125,0.024,
1,0.032,0.134,0.089,0.027,
1,0.027,0.148,0.099,0.039,
1,0.031,0.141,0.099,0.027,
1,0.028,0.134,0.096,0.029,
1,0.029,0.141,0.050,0.049,
1,0.028,0.151,0.050,0.027,
1,0.027,0.151,0.050,0.026,
1,0.030,0.134,0.053,0.026,
1,0.027,0.149,0.051,0.026,
1,0.053,0.136,0.051,0.026,
1,0.028,0.150,0.049,0.025,
1,0.028,0.138,0.050,0.028,
1,0.028,0.133,0.050,0.036,
1,0.029,0.137,0.050,0.026,
1,0.044,0.134,0.050,0.028,
1,0.029,0.136,0.056,0.030,
1,0.029,0.139,0.065,0.028,
1,0.031,0.141,0.060,0.028,
1,0.029,0.136,0.051,0.036,
1,0.042,0.140,0.051,0.025,
1,0.029,0.153,0.052,0.036,
1,0.030,0.153,0.049,0.024,
1,0.032,0.137,0.053,0.026,
1,0.027,0.142,0.042,0.027,
1,0.040,0.154,0.050,0.025,
1,0.028,0.152,0.050,0.026,
1,0.032,0.138,0.051,0.027,
1,0.032,0.142,0.051,0.052,
1,0.030,0.139,0.050,0.041,
1,0.041,0.135,0.051,0.026,
1,0.029,0.140,0.057,0.027,
1,0.028,0.148,0.051,0.028,
1,0.028,0.140,0.066,0.025,
1,0.030,0.136,0.051,0.025,
1,0.035,0.140,0.050,0.026,
1,0.029,0.153,0.052,0.028,
1,0.029,0.153,0.050,0.025,
1,0.040,0.136,0.054,0.026,
1,0.040,0.141,0.052,0.026,
1,0.047,0.137,0.051,0.025,
1,0.029,0.151,0.050,0.025,
1,0.030,0.141,0.051,0.028,
1,0.028,0.136,0.050,0.038,
1,0.029,0.138,0.050,0.025,
1,0.028,0.132,0.052,0.026,
1,0.031,0.136,0.050,0.025,
1,0.029,0.137,0.066,0.027,
1,0.029,0.137,0.051,0.027,
1,0.033,0.136,0.051,0.025,
1,0.030,0.139,0.050,0.026,
1,0.044,0.150,0.052,0.025,
1,0.027,0.150,0.050,0.025,
1,0.027,0.135,0.053,0.025,
1,0.027,0.143,0.050,0.037,
1,0.027,0.153,0.051,0.026,
1,0.029,0.150,0.049,0.028,
1,0.027,0.140,0.050,0.026,
1,0.029,0.137,0.053,0.025,
1,0.028,0.140,0.051,0.029,
1,0.039,0.136,0.051,0.026,
1,0.028,0.137,0.055,0.024,
1,0.029,0.133,0.059,0.026,
1,0.028,0.138,0.051,0.051,
1,0.029,0.133,0.051,0.026,
1,0.034,0.137,0.051,0.026,
1,0.029,0.149,0.051,0.026,
1,0.028,0.153,0.051,0.027,
1,0.031,0.135,0.050,0.026,
1,0.031,0.139,0.051,0.043,
1,0.029,0.151,0.051,0.025,
1,0.028,0.151,0.051,0.026,
1,0.027,0.133,0.055,0.026,
1,0.027,0.140,0.051,0.026,
1,0.052,0.139,0.051,0.026,
1,0.030,0.136,0.050,0.026,
1,0.029,0.137,0.050,0.026,
1,0.028,0.136,0.065,0.026,
1,0.028,0.138,0.053,0.050,
1,0.028,0.134,0.051,0.026,
1,0.032,0.138,0.054,0.027,
1,0.028,0.151,0.051,0.027,
1,0.029,0.138,0.065,0.026,
1,0.030,0.136,0.051,0.027,
1,0.032,0.144,0.051,0.037,
1,0.028,0.151,0.052,0.026,
1,0.027,0.152,0.051,0.027,
1,0.033,0.135,0.056,0.027,
1,0.028,0.139,0.051,0.026,
1,0.039,0.141,0.052,0.029,
1,0.030,0.148,0.052,0.026,
1,0.030,0.137,0.051,0.026,
1,0.028,0.133,0.051,0.040,
1,0.027,0.138,0.053,0.042,
2,0.030,46.081,0.113,0.059,
2,0.029,0.208,0.104,0.058,
2,0.055,0.203,0.109,0.056,
2,0.028,0.197,0.103,0.026,
2,0.063,0.311,0.098,0.039,
2,0.064,0.473,0.125,0.045,
2,0.032,0.199,0.122,0.053,
2,0.060,0.493,0.098,0.035,
2,0.028,0.349,0.124,0.056,
2,0.060,0.315,0.098,0.042,
2,0.064,0.466,0.121,0.067,
2,0.028,0.190,0.113,0.054,
2,0.059,0.467,0.123,0.026,
2,0.027,0.327,0.153,0.053,
2,0.060,0.327,0.099,0.041,
2,0.030,0.466,0.093,0.055,
2,0.071,0.194,0.075,0.060,
2,0.062,0.465,0.078,0.037,
2,0.040,0.208,0.066,0.054,
2,0.063,0.464,0.085,0.027,
2,0.029,0.260,0.079,0.054,
2,0.067,0.325,0.063,0.027,
2,0.030,0.194,0.080,0.067,
2,0.028,0.192,0.068,0.070,
2,0.028,0.206,0.066,0.057,
2,0.030,0.204,0.067,0.058,
2,0.027,0.191,0.067,0.070,
2,0.029,0.206,0.067,0.056,
2,0.029,0.205,0.068,0.066,
2,0.029,0.180,0.066,0.064,
2,0.041,0.193,0.065,0.065,
2,0.040,0.192,0.068,0.056,
2,0.035,0.203,0.067,0.056,
2,0.028,0.205,0.066,0.058,
2,0.029,0.211,0.067,0.055,
2,0.028,0.219,0.066,0.064,
2,0.044,0.188,0.067,0.067,
2,0.029,0.194,0.066,0.065,
2,0.039,0.193,0.066,0.067,
2,0.029,0.190,0.067,0.072,
2,0.029,0.205,0.067,0.064,
2,0.029,0.203,0.068,0.056,
2,0.030,0.196,0.066,0.086,
2,0.056,0.192,0.067,0.055,
2,0.039,0.188,0.072,0.063,
2,0.030,0.188,0.065,0.062,
2,0.029,0.208,0.066,0.055,
2,0.028,0.191,0.066,0.055,
2,0.028,0.206,0.068,0.055,
2,0.040,0.204,0.066,0.055,
2,0.027,0.202,0.077,0.059,
2,0.053,0.192,0.067,0.063,
2,0.028,0.188,0.070,0.063,
2,0.056,0.187,0.068,0.082,
2,0.039,0.206,0.065,0.055,
2,0.028,0.189,0.065,0.055,
2,0.037,0.187,0.066,0.056,
2,0.028,0.187,0.067,0.056,
2,0.034,0.197,0.070,0.061,
2,0.028,0.186,0.065,0.063,
2,0.029,0.189,0.065,0.066,
2,0.028,0.192,0.067,0.063,
2,0.039,0.187,0.066,0.063,
2,0.030,0.188,0.066,0.063,
2,0.029,0.188,0.066,0.057,
2,0.030,0.187,0.065,0.063,
2,0.029,0.190,0.074,0.056,
2,0.032,0.188,0.067,0.055,
2,0.028,0.188,0.066,0.057,
2,0.030,0.191,0.067,0.056,
2,0.027,0.189,0.067,0.056,
2,0.028,0.187,0.066,0.063,
2,0.027,0.193,0.073,0.056,
2,0.028,0.187,0.065,0.063,
2,0.028,0.187,0.070,0.054,
2,0.049,0.188,0.064,0.063,
2,0.029,0.188,0.065,0.063,
2,0.030,0.190,0.065,0.063,
2,0.028,0.189,0.066,0.062,
2,0.030,0.187,0.066,0.063,
2,0.040,0.195,0.066,0.063,
2,0.028,0.187,0.066,0.055,
2,0.032,0.189,0.066,0.062,
2,0.030,0.193,0.065,0.062,
2,0.029,0.187,0.065,0.063,
2,0.028,0.186,0.069,0.055,
2,0.027,0.188,0.065,0.064,
2,0.027,0.187,0.065,0.062,
2,0.027,0.191,0.068,0.062,
2,0.027,0.187,0.066,0.063,
2,0.027,0.188,0.067,0.058,
2,0.029,0.185,0.068,0.067,
2,0.029,0.189,0.065,0.063,
2,0.029,0.188,0.067,0.058,
2,0.032,0.192,0.066,0.064,
2,0.029,0.188,0.065,0.065,
2,0.029,0.188,0.073,0.063,
2,0.040,0.188,0.067,0.063,
2,0.030,0.187,0.065,0.063,
2,0.029,0.191,0.067,0.059,
3,0.027,52.388,0.134,0.051,
3,0.059,0.748,0.104,0.070,
3,0.061,0.700,0.108,0.026,
3,0.072,0.737,0.100,0.062,
3,0.060,0.734,0.102,0.026,
3,0.070,0.770,0.101,0.029,
3,0.063,0.783,0.101,0.030,
3,0.028,0.788,0.098,0.027,
3,0.027,0.744,0.129,0.027,
3,0.027,0.674,0.129,0.070,
3,0.029,0.791,0.112,0.058,
3,0.029,0.343,0.108,0.057,
3,0.032,0.329,0.133,0.060,
3,0.029,0.341,0.135,0.059,
3,0.029,0.334,0.111,0.060,
3,0.055,0.321,0.108,0.059,
3,0.043,0.340,0.117,0.063,
3,0.029,0.326,0.088,0.058,
3,0.028,0.356,0.084,0.055,
3,0.029,0.328,0.076,0.062,
3,0.057,0.338,0.071,0.062,
3,0.027,0.325,0.071,0.063,
3,0.028,0.340,0.069,0.063,
3,0.028,0.336,0.070,0.063,
3,0.029,0.339,0.070,0.063,
3,0.029,0.327,0.065,0.026,
3,0.030,0.340,0.070,0.055,
3,0.033,0.327,0.069,0.056,
3,0.028,0.344,0.070,0.055,
3,0.029,0.336,0.062,0.027,
3,0.029,0.341,0.071,0.063,
3,0.029,0.329,0.070,0.058,
3,0.029,0.341,0.069,0.063,
3,0.029,0.327,0.071,0.064,
3,0.029,0.339,0.069,0.055,
3,0.029,0.326,0.071,0.064,
3,0.028,0.341,0.068,0.063,
3,0.048,0.350,0.074,0.057,
3,0.028,0.337,0.070,0.063,
3,0.028,0.340,0.069,0.065,
3,0.028,0.337,0.068,0.067,
3,0.029,0.342,0.072,0.063,
3,0.029,0.335,0.072,0.064,
3,0.045,0.338,0.068,0.063,
3,0.043,0.326,0.074,0.065,
3,0.028,0.339,0.074,0.067,
3,0.027,0.334,0.072,0.060,
3,0.029,0.339,0.069,0.063,
3,0.042,0.319,0.067,0.063,
3,0.029,0.341,0.071,0.055,
3,0.027,0.322,0.072,0.062,
3,0.028,0.341,0.072,0.054,
3,0.033,0.319,0.070,0.062,
3,0.060,0.357,0.070,0.062,
3,0.028,0.321,0.070,0.063,
3,0.033,0.320,0.067,0.062,
3,0.031,0.319,0.071,0.062,
3,0.029,0.317,0.069,0.064,
3,0.028,0.331,0.072,0.062,
3,0.027,0.317,0.068,0.064,
3,0.027,0.325,0.070,0.063,
3,0.029,0.319,0.069,0.062,
3,0.028,0.316,0.070,0.066,
3,0.028,0.318,0.068,0.062,
3,0.029,0.323,0.070,0.061,
3,0.032,0.317,0.071,0.061,
3,0.029,0.320,0.078,0.072,
3,0.030,0.318,0.069,0.062,
3,0.027,0.321,0.069,0.067,
3,0.032,0.318,0.070,0.062,
3,0.028,0.319,0.071,0.068,
3,0.027,0.318,0.069,0.055,
3,0.028,0.320,0.074,0.062,
3,0.028,0.319,0.070,0.063,
3,0.027,0.318,0.075,0.063,
3,0.033,0.318,0.069,0.062,
3,0.030,0.319,0.075,0.062,
3,0.028,0.317,0.071,0.062,
3,0.028,0.320,0.074,0.055,
3,0.027,0.319,0.069,0.063,
3,0.029,0.320,0.068,0.064,
3,0.034,0.319,0.071,0.063,
3,0.027,0.320,0.069,0.054,
3,0.029,0.317,0.073,0.056,
3,0.027,0.323,0.071,0.062,
3,0.028,0.316,0.069,0.062,
3,0.027,0.320,0.069,0.062,
3,0.027,0.317,0.069,0.053,
3,0.030,0.318,0.069,0.063,
3,0.029,0.317,0.071,0.062,
3,0.028,0.321,0.069,0.056,
3,0.028,0.318,0.071,0.063,
3,0.027,0.324,0.070,0.067,
3,0.027,0.318,0.073,0.062,
3,0.029,0.320,0.071,0.066,
3,0.028,0.317,0.070,0.061,
3,0.028,0.319,0.071,0.056,
3,0.030,0.315,0.070,0.055,
3,0.027,0.319,0.072,0.062,
3,0.031,0.317,0.071,0.064,
4,0.027,77.652,0.218,0.030,
4,0.033,0.630,0.116,0.058,
4,0.031,0.559,0.130,0.029,
4,0.046,0.529,0.113,0.045,
4,0.033,0.563,0.122,0.048,
4,0.033,0.633,0.105,0.027,
4,0.042,0.526,0.112,0.047,
4,0.045,0.461,0.118,0.066,
4,0.045,0.740,0.122,0.062,
4,0.057,0.762,0.121,0.039,
4,0.061,0.768,0.130,0.060,
4,0.063,0.753,0.129,0.067,
4,0.052,0.755,0.136,0.057,
4,0.058,0.752,0.131,0.053,
4,0.057,0.752,0.132,0.061,
4,0.057,0.753,0.125,0.073,
4,0.058,0.753,0.120,0.043,
4,0.057,0.751,0.125,0.042,
4,0.057,0.750,0.121,0.058,
4,0.063,0.756,0.125,0.040,
4,0.057,0.752,0.124,0.040,
4,0.063,0.751,0.123,0.043,
4,0.086,0.778,0.136,0.051,
4,0.057,0.754,0.132,0.068,
4,0.057,0.765,0.124,0.040,
4,0.056,0.777,0.130,0.041,
4,0.057,0.758,0.123,0.060,
4,0.058,0.777,0.132,0.041,
4,0.056,0.764,0.125,0.042,
4,0.057,0.766,0.127,0.061,
4,0.057,0.763,0.121,0.058,
4,0.056,0.761,0.128,0.055,
4,0.058,0.761,0.124,0.059,
4,0.057,0.762,0.128,0.056,
4,0.057,0.762,0.128,0.043,
4,0.056,0.761,0.129,0.042,
4,0.057,0.759,0.122,0.043,
4,0.056,0.774,0.124,0.040,
4,0.057,0.761,0.124,0.059,
4,0.057,0.763,0.122,0.058,
4,0.058,0.762,0.122,0.042,
4,0.056,0.762,0.128,0.039,
4,0.057,0.762,0.129,0.058,
4,0.058,0.762,0.121,0.042,
4,0.056,0.761,0.124,0.058,
4,0.055,0.762,0.122,0.046,
4,0.055,0.763,0.121,0.039,
4,0.057,0.774,0.123,0.041,
4,0.056,0.761,0.124,0.041,
4,0.056,0.760,0.122,0.057,
4,0.056,0.762,0.123,0.048,
4,0.054,0.760,0.121,0.039,
4,0.056,0.758,0.123,0.050,
4,0.056,0.759,0.129,0.056,
4,0.056,0.761,0.124,0.041,
4,0.057,0.761,0.125,0.055,
4,0.056,0.760,0.123,0.040,
4,0.055,0.773,0.128,0.040,
4,0.055,0.760,0.120,0.039,
4,0.056,0.758,0.123,0.040,
4,0.056,0.759,0.121,0.040,
4,0.056,0.759,0.121,0.041,
4,0.055,0.760,0.122,0.038,
4,0.057,0.758,0.124,0.057,
4,0.056,0.761,0.123,0.040,
4,0.057,0.759,0.126,0.041,
4,0.056,0.758,0.120,0.041,
4,0.056,0.771,0.121,0.056,
4,0.060,0.757,0.123,0.041,
4,0.060,0.758,0.127,0.040,
4,0.061,0.754,0.122,0.070,
4,0.057,0.755,0.121,0.053,
4,0.056,0.754,0.120,0.051,
4,0.057,0.755,0.120,0.054,
4,0.056,0.755,0.122,0.050,
4,0.062,0.746,0.125,0.049,
4,0.050,0.747,0.119,0.049,
4,0.063,0.747,0.125,0.040,
4,0.057,0.745,0.130,0.040,
4,0.070,0.752,0.088,0.073,
4,0.048,0.752,0.123,0.040,
4,0.062,0.746,0.099,0.069,
4,0.056,0.746,0.105,0.062,
4,0.061,0.747,0.101,0.068,
4,0.055,0.748,0.108,0.061,
4,0.060,0.748,0.104,0.042,
4,0.055,0.755,0.105,0.063,
4,0.056,0.768,0.103,0.060,
4,0.062,0.748,0.132,0.057,
4,0.056,0.748,0.139,0.057,
4,0.056,0.750,0.130,0.041,
4,0.056,0.747,0.129,0.050,
4,0.055,0.746,0.132,0.064,
4,0.055,0.747,0.132,0.064,
4,0.057,0.750,0.125,0.041,
4,0.056,0.750,0.127,0.040,
4,0.056,0.746,0.124,0.041,
4,0.054,0.746,0.123,0.050,
4,0.057,0.751,0.125,0.066,
4,0.056,0.752,0.122,0.057,
6,0.057,69.307,0.170,0.058,
6,0.044,0.952,0.370,0.098,
6,0.052,0.749,0.145,0.054,
6,0.045,0.883,0.144,0.028,
6,0.031,0.945,0.105,0.063,
6,0.061,0.871,0.126,0.070,
6,0.060,0.800,0.141,0.069,
6,0.066,0.588,0.120,0.055,
6,0.029,0.467,0.107,0.083,
6,0.043,0.478,0.112,0.059,
6,0.031,0.498,0.112,0.058,
6,0.031,0.494,0.117,0.055,
6,0.056,0.467,0.112,0.060,
6,0.058,0.483,0.118,0.048,
6,0.032,0.486,0.112,0.065,
6,0.031,0.467,0.114,0.045,
6,0.042,0.479,0.080,0.063,
6,0.041,0.498,0.074,0.063,
6,0.030,0.470,0.075,0.062,
6,0.041,0.481,0.072,0.031,
6,0.030,0.496,0.074,0.064,
6,0.041,0.468,0.095,0.057,
6,0.031,0.481,0.072,0.070,
6,0.031,0.498,0.075,0.063,
6,0.030,0.482,0.074,0.064,
6,0.030,0.481,0.072,0.068,
6,0.032,0.498,0.076,0.064,
6,0.040,0.480,0.075,0.064,
6,0.041,0.479,0.077,0.065,
6,0.031,0.499,0.074,0.064,
6,0.040,0.481,0.077,0.064,
6,0.037,0.495,0.080,0.071,
6,0.056,0.499,0.074,0.064,
6,0.036,0.483,0.093,0.060,
6,0.057,0.467,0.096,0.061,
6,0.058,0.482,0.093,0.060,
6,0.030,0.490,0.097,0.054,
6,0.041,0.491,0.130,0.027,
6,0.031,0.483,0.092,0.053,
6,0.041,0.495,0.112,0.043,
6,0.031,0.468,0.136,0.061,
6,0.032,0.481,0.115,0.055,
6,0.045,0.498,0.113,0.058,
6,0.045,0.484,0.111,0.068,
6,0.055,0.468,0.112,0.061,
6,0.033,0.479,0.141,0.053,
6,0.038,0.497,0.112,0.059,
6,0.030,0.466,0.113,0.059,
6,0.033,0.478,0.075,0.062,
6,0.031,0.496,0.073,0.063,
6,0.030,0.484,0.109,0.046,
6,0.032,0.482,0.111,0.059,
6,0.045,0.461,0.111,0.059,
6,0.041,0.472,0.113,0.041,
6,0.033,0.462,0.107,0.058,
6,0.041,0.460,0.113,0.062,
6,0.041,0.470,0.115,0.053,
6,0.042,0.467,0.112,0.047,
6,0.029,0.458,0.113,0.043,
6,0.031,0.462,0.108,0.058,
6,0.030,0.467,0.108,0.059,
6,0.029,0.457,0.115,0.055,
6,0.029,0.465,0.074,0.063,
6,0.032,0.464,0.075,0.062,
6,0.031,0.460,0.074,0.067,
6,0.029,0.470,0.073,0.064,
6,0.032,0.467,0.072,0.064,
6,0.030,0.460,0.074,0.063,
6,0.030,0.469,0.076,0.056,
6,0.031,0.460,0.079,0.068,
6,0.029,0.460,0.075,0.063,
6,0.030,0.463,0.075,0.062,
6,0.029,0.460,0.074,0.062,
6,0.029,0.458,0.072,0.064,
6,0.031,0.467,0.075,0.064,
6,0.030,0.458,0.077,0.058,
6,0.030,0.459,0.072,0.063,
6,0.029,0.462,0.074,0.056,
6,0.030,0.460,0.074,0.067,
6,0.042,0.464,0.073,0.065,
6,0.029,0.472,0.083,0.061,
6,0.030,0.457,0.072,0.066,
6,0.030,0.465,0.076,0.057,
6,0.031,0.465,0.072,0.065,
6,0.031,0.460,0.073,0.057,
6,0.041,0.466,0.074,0.063,
6,0.031,0.459,0.077,0.063,
6,0.030,0.456,0.072,0.062,
6,0.029,0.467,0.075,0.064,
6,0.029,0.461,0.072,0.068,
6,0.030,0.458,0.073,0.064,
6,0.032,0.463,0.072,0.063,
6,0.029,0.459,0.075,0.062,
6,0.034,0.460,0.073,0.057,
6,0.030,0.468,0.073,0.064,
6,0.036,0.459,0.075,0.066,
6,0.030,0.469,0.073,0.064,
6,0.030,0.465,0.074,0.056,
6,0.041,0.459,0.075,0.056,
6,0.034,0.462,0.073,0.056,
8,0.030,99.185,0.240,0.055,
8,0.043,1.226,0.108,0.038,
8,0.029,1.152,0.134,0.052,
8,0.065,1.208,0.138,0.039,
8,0.033,1.100,0.124,0.044,
8,0.053,1.153,0.139,0.043,
8,0.062,1.094,0.146,0.045,
8,0.052,0.921,0.111,0.057,
8,0.034,0.574,0.110,0.060,
8,0.041,0.578,0.112,0.059,
8,0.056,0.578,0.110,0.040,
8,0.031,0.591,0.109,0.060,
8,0.043,0.579,0.103,0.066,
8,0.040,0.574,0.113,0.057,
8,0.042,0.577,0.108,0.058,
8,0.056,0.578,0.110,0.053,
8,0.030,0.592,0.095,0.059,
8,0.034,0.579,0.088,0.060,
8,0.041,0.573,0.090,0.060,
8,0.031,0.556,0.091,0.069,
8,0.032,0.682,0.085,0.062,
8,0.029,0.676,0.088,0.058,
8,0.031,0.623,0.086,0.060,
8,0.030,0.658,0.085,0.061,
8,0.042,0.634,0.086,0.061,
8,0.031,0.661,0.088,0.070,
8,0.031,0.578,0.108,0.054,
8,0.030,0.591,0.109,0.070,
8,0.035,0.582,0.124,0.059,
8,0.029,0.573,0.111,0.059,
8,0.057,0.560,0.108,0.056,
8,0.029,0.603,0.141,0.059,
8,0.031,0.589,0.088,0.062,
8,0.041,0.599,0.092,0.060,
8,0.030,0.576,0.070,0.064,
8,0.055,0.559,0.068,0.063,
