nThreads,memcpyOut,plan,execu,memcpyIn
27,0.995,9.274,1.392,0.816,
28,0.684,8.494,1.342,1.048,
29,0.988,12.088,1.208,0.800,
30,0.666,8.513,1.224,0.803,
31,0.693,8.517,1.133,0.790,
32,0.704,8.502,0.999,0.787,
33,0.705,8.531,1.129,0.973,
34,0.972,11.817,1.190,0.960,
35,0.987,9.225,1.082,0.963,
36,0.681,8.536,1.166,0.819,
37,0.690,8.522,1.257,0.806,
38,0.695,8.511,1.332,1.050,
39,1.022,10.690,1.128,0.811,
40,0.707,8.496,1.353,1.065,
41,1.000,12.899,1.229,0.803,
42,0.694,8.512,1.477,0.821,
43,0.680,8.515,1.386,0.822,
44,0.699,8.506,1.340,0.978,
45,0.974,12.372,1.216,0.782,
46,0.676,8.524,1.315,0.804,
47,0.681,8.516,1.366,1.041,
48,0.999,12.996,1.304,0.792,
1,0.683,4.203,3.772,0.721,
2,0.714,7.079,3.417,0.732,
3,0.718,7.990,2.678,0.870,
4,0.704,8.535,2.741,0.800,
5,0.682,7.682,2.313,0.810,
6,0.705,8.131,2.355,0.817,
7,0.718,8.605,2.112,0.845,
8,0.734,8.745,1.985,0.816,
9,0.744,8.935,1.631,0.830,
10,0.675,7.904,1.592,0.844,
11,0.650,7.855,1.959,0.782,
12,0.677,8.072,1.878,0.820,
13,0.704,8.199,1.884,0.819,
14,0.687,8.213,1.732,0.839,
15,0.695,8.197,1.642,0.830,
16,0.683,8.177,1.837,0.828,
17,0.684,7.866,1.657,0.830,
18,0.690,7.884,1.742,0.791,
19,0.682,7.875,1.587,0.833,
20,0.684,7.892,1.638,0.815,
21,0.693,8.336,1.626,0.796,
22,0.701,8.226,1.682,0.818,
23,0.692,8.248,1.827,0.794,
24,0.661,8.266,1.511,0.810,
25,0.706,8.266,1.507,0.827,
26,0.691,8.518,1.352,0.811,
27,0.685,8.506,1.281,0.829,
28,0.676,8.507,1.350,0.838,
29,0.676,8.504,1.373,0.826,
30,0.669,8.504,1.380,0.808,
31,0.698,8.508,1.466,0.797,
32,0.674,8.518,1.270,0.820,
33,0.691,8.492,1.492,0.807,
34,0.688,8.516,1.323,0.820,
35,0.708,8.502,1.218,0.875,
36,0.687,8.540,1.269,1.038,
37,0.983,11.719,1.120,0.796,
38,0.679,8.502,1.214,0.822,
39,0.665,8.510,1.428,1.041,
40,0.964,12.739,1.228,1.020,
41,0.966,9.636,1.096,0.797,
42,0.671,8.501,1.498,0.807,
43,0.670,8.523,1.263,0.976,
44,0.982,11.679,1.200,0.791,
45,0.684,8.501,1.198,0.812,
46,0.677,8.525,1.425,0.962,
47,0.691,8.535,1.178,1.052,
48,0.987,11.925,1.326,0.800,
1,0.686,4.207,3.800,0.721,
2,0.720,7.077,3.392,0.732,
3,0.715,8.125,2.766,0.850,
4,0.735,8.455,2.644,0.783,
5,0.692,7.731,3.102,0.814,
6,0.696,8.729,3.077,0.838,
7,0.817,9.980,3.162,0.781,
8,0.692,8.089,2.879,0.838,
9,0.736,9.800,1.798,0.892,
10,0.767,9.729,1.708,0.813,
11,0.680,7.855,1.806,0.808,
12,0.696,7.848,1.834,0.826,
13,0.677,7.827,1.864,0.809,
14,0.682,7.875,1.792,0.819,
15,0.698,7.896,1.589,0.823,
16,0.701,7.868,1.633,0.800,
17,0.682,7.893,1.596,0.820,
18,0.701,7.881,1.538,0.825,
19,0.686,7.903,1.621,0.842,
20,0.677,7.874,1.442,0.798,
21,0.695,8.274,1.784,0.845,
22,0.687,8.231,1.671,0.839,
23,0.671,8.255,1.498,0.801,
24,0.707,8.227,1.719,1.053,
25,0.987,12.010,1.546,1.046,
26,0.985,9.430,1.109,0.828,
27,0.681,8.491,1.240,1.020,
28,0.967,17.008,1.260,1.050,
29,0.972,16.996,1.296,0.811,
30,0.667,8.502,1.302,0.803,
31,0.669,8.487,1.553,0.830,
32,0.674,8.494,1.308,0.830,
33,0.677,8.491,1.456,0.803,
34,0.682,8.497,1.374,0.817,
35,0.721,9.278,1.475,0.847,
36,0.706,9.126,1.521,1.025,
37,0.982,10.623,1.217,1.062,
38,0.967,8.593,1.273,0.803,
39,0.697,8.526,1.043,0.971,
40,0.979,11.941,1.131,0.955,
41,0.962,9.477,1.166,0.806,
42,0.673,8.500,1.267,0.796,
43,0.673,8.524,1.350,0.808,
44,0.671,8.509,1.449,0.820,
45,0.666,8.512,1.297,0.817,
46,0.672,8.518,1.446,0.811,
47,0.672,8.519,1.246,0.821,
48,0.684,8.542,1.269,0.784,
1,0.678,4.180,3.815,0.714,
2,0.715,7.068,2.892,0.746,
3,0.715,7.772,1.326,0.733,
4,0.709,7.420,1.155,0.737,
5,0.701,7.596,2.334,0.800,
6,0.689,7.896,2.085,0.801,
7,0.685,7.649,2.049,0.797,
8,0.694,7.635,2.065,0.769,
9,0.696,7.888,1.650,0.804,
10,0.667,7.941,1.873,0.815,
11,0.696,8.177,1.753,0.809,
12,0.683,8.174,1.724,0.817,
13,0.660,7.866,1.766,0.811,
14,0.684,7.862,1.744,0.803,
15,0.688,7.871,1.750,0.820,
16,0.659,7.865,1.650,0.819,
17,0.689,7.865,1.689,0.815,
18,0.688,7.877,1.710,0.818,
19,0.694,7.883,1.619,0.818,
20,0.692,7.870,1.597,0.792,
21,0.689,8.254,1.618,0.788,
22,0.665,8.262,1.596,0.787,
23,0.681,8.240,1.561,0.772,
24,0.671,8.269,1.575,0.813,
25,0.676,8.258,1.529,0.794,
26,0.691,8.521,1.302,0.818,
27,0.683,8.496,1.263,0.796,
28,0.660,8.512,1.437,0.787,
29,0.665,8.509,1.292,0.823,
30,0.675,8.500,1.288,0.814,
31,0.665,8.515,1.377,0.829,
32,0.653,8.497,1.326,0.814,
33,0.673,8.509,1.368,0.836,
34,0.675,8.506,1.442,0.813,
35,0.672,8.517,1.327,0.798,
36,0.684,8.501,1.232,0.787,
37,0.686,8.509,1.318,0.825,
38,0.673,8.498,1.333,0.823,
39,0.670,8.515,1.356,0.813,
40,0.696,8.500,1.408,0.844,
41,0.670,8.529,1.172,0.803,
42,0.668,8.517,1.330,0.826,
43,0.689,8.514,1.432,0.806,
44,0.682,8.515,1.295,0.825,
45,0.676,8.522,1.448,0.806,
46,0.675,8.524,1.341,0.815,
47,0.688,8.513,1.446,0.832,
48,0.679,8.539,1.425,0.797,
1,0.669,4.208,3.841,0.720,
2,0.704,7.072,5.148,0.788,
3,0.661,8.967,2.602,0.850,
4,0.776,9.907,2.691,0.774,
5,0.682,7.823,2.376,0.793,
6,0.728,8.532,2.171,0.828,
7,0.730,8.710,2.044,0.861,
8,0.713,8.703,1.972,0.821,
9,0.730,8.798,1.647,0.838,
10,0.647,7.938,1.589,0.822,
11,0.649,7.844,1.896,0.812,
12,0.661,7.842,1.784,0.804,
13,0.658,7.830,1.754,0.794,
14,0.658,7.849,1.833,0.912,
15,0.829,11.114,1.727,0.809,
16,0.657,7.872,1.791,0.848,
17,0.657,7.868,1.857,0.851,
18,0.662,7.900,1.739,0.833,
19,0.653,7.902,1.690,0.840,
20,0.651,7.862,1.825,0.808,
21,0.660,8.259,1.455,0.811,
22,0.656,8.239,1.498,0.794,
23,0.645,8.245,1.499,0.803,
24,0.655,8.257,1.517,0.799,
25,0.664,8.257,1.607,0.820,
26,0.647,8.530,1.240,0.824,
27,0.669,8.490,1.352,0.778,
28,0.678,8.516,1.229,0.820,
29,0.656,8.512,1.230,0.817,
30,0.669,8.510,1.360,0.788,
31,0.657,8.524,1.263,0.814,
32,0.674,8.502,1.563,0.814,
33,0.658,8.512,1.321,0.820,
34,0.661,8.504,1.340,0.799,
35,0.660,8.530,1.190,0.817,
36,0.677,8.505,1.235,0.811,
37,0.670,8.512,1.312,0.800,
38,0.681,8.515,1.474,0.801,
39,0.684,8.520,1.317,0.834,
40,0.660,8.510,1.632,0.816,
41,0.673,8.515,1.349,0.815,
42,0.673,8.517,1.270,0.790,
43,0.662,8.530,1.357,0.805,
44,0.660,8.512,1.329,0.815,
45,0.660,8.522,1.419,0.822,
46,0.680,8.513,1.333,0.816,
47,0.672,8.521,1.249,0.806,
48,0.674,8.516,1.374,0.815,
1,0.666,4.194,3.786,0.721,
2,0.702,7.066,3.345,0.737,
3,0.708,7.591,2.747,0.799,
4,0.696,8.336,2.710,0.805,
5,0.726,9.094,2.275,0.828,
6,0.752,9.057,2.097,0.801,
7,0.692,7.610,2.196,0.779,
8,0.696,7.812,1.794,0.815,
9,0.699,8.261,1.649,0.817,
10,0.705,8.278,1.600,0.814,
11,0.677,8.189,1.832,0.828,
12,0.692,8.539,1.819,0.826,
13,0.658,7.856,1.724,0.809,
14,0.669,7.854,1.788,0.827,
15,0.648,7.861,1.794,0.814,
16,0.667,7.856,1.779,0.836,
17,0.669,7.864,1.751,0.794,
18,0.686,7.882,1.644,0.809,
19,0.687,7.908,1.727,0.828,
20,0.674,7.899,1.904,0.810,
21,0.675,8.272,1.619,0.795,
22,0.673,8.223,1.520,0.821,
23,0.652,8.244,1.586,0.795,
24,0.667,8.243,1.588,0.829,
25,0.659,8.244,1.503,0.807,
26,0.669,8.546,1.474,0.812,
27,0.675,8.496,1.246,0.787,
28,0.670,8.495,1.398,0.816,
29,0.674,8.497,1.307,0.797,
30,0.654,8.511,1.446,0.821,
31,0.661,8.495,1.334,0.824,
32,0.659,8.521,1.373,0.805,
33,0.670,8.501,1.311,0.812,
34,0.656,8.526,1.292,0.817,
35,0.672,8.515,1.308,0.784,
36,0.666,8.504,1.438,0.819,
37,0.668,8.501,1.249,0.812,
38,0.678,8.510,1.229,0.813,
39,0.671,8.506,1.320,0.792,
40,0.679,8.500,1.477,0.821,
41,0.678,8.519,1.333,0.798,
42,0.679,8.511,1.353,0.822,
43,0.669,8.516,1.484,0.821,
44,0.659,8.523,1.307,0.815,
45,0.671,8.501,1.449,0.781,
46,0.669,8.529,1.489,0.834,
47,0.672,8.512,1.346,0.781,
48,0.670,8.537,1.419,0.821,
1,0.683,4.203,3.828,0.720,
2,0.701,7.076,3.463,0.729,
3,0.698,7.744,3.449,0.794,
4,0.707,9.214,2.626,0.765,
5,0.749,9.320,1.633,0.773,
6,0.690,7.644,1.935,0.777,
7,0.693,7.625,2.054,0.745,
8,0.705,7.635,1.835,0.754,
9,0.723,7.896,1.704,0.789,
10,0.682,7.888,1.664,0.800,
11,0.686,7.841,1.759,0.783,
12,0.686,7.825,1.750,0.804,
13,0.677,7.858,1.464,0.785,
14,0.673,7.820,1.412,0.835,
15,0.688,7.870,1.611,0.790,
16,0.675,7.922,1.698,0.787,
17,0.682,7.866,1.480,0.801,
18,0.674,7.893,1.468,0.818,
19,0.682,7.885,1.548,0.825,
20,0.687,7.864,1.701,0.815,
21,0.698,8.233,1.164,0.645,
22,0.557,8.221,1.108,0.754,
23,0.690,8.223,1.440,0.793,
24,0.663,8.260,1.623,0.829,
25,0.676,8.231,1.619,0.809,
26,0.653,8.573,1.262,0.815,
27,0.670,8.506,1.286,0.785,
28,0.660,8.521,1.336,0.795,
29,0.664,8.486,1.489,0.810,
30,0.671,8.511,1.274,0.823,
31,0.659,8.538,1.472,0.806,
32,0.669,8.508,1.358,0.821,
33,0.663,8.490,1.362,0.817,
34,0.664,8.517,1.324,0.822,
35,0.679,8.497,1.306,0.807,
36,0.669,8.501,1.465,0.822,
37,0.685,8.506,1.269,0.799,
38,0.653,8.531,1.453,0.795,
39,0.677,8.557,1.596,0.821,
40,0.677,8.514,1.419,0.810,
41,0.674,8.538,1.456,0.823,
42,0.659,8.515,1.502,0.803,
43,0.665,8.536,1.267,0.813,
44,0.688,8.522,1.227,0.815,
45,0.674,8.523,1.333,0.831,
46,0.682,8.512,1.213,0.820,
47,0.678,8.517,1.233,0.800,
48,0.688,8.529,1.355,0.820,
1,0.690,4.204,3.839,0.716,
2,0.709,7.058,3.221,0.757,
3,0.713,7.778,2.693,0.782,
4,0.669,7.576,2.632,0.770,
5,0.710,8.501,2.882,0.841,
6,0.703,8.697,3.045,0.835,
7,0.745,9.336,1.866,0.802,
8,0.660,7.666,2.803,0.812,
9,0.687,8.335,1.796,0.852,
10,0.679,8.639,1.699,0.849,
11,0.696,8.542,1.727,0.820,
12,0.705,8.499,1.925,0.827,
13,0.664,7.931,1.849,0.833,
14,0.666,8.208,1.903,0.816,
15,0.690,8.180,1.871,0.816,
16,0.666,8.208,1.764,0.834,
17,0.675,8.208,1.687,0.821,
18,0.670,8.225,1.818,0.821,
19,0.671,7.873,1.714,0.806,
20,0.682,8.141,1.723,0.813,
21,0.685,8.265,1.833,0.797,
22,0.671,8.208,1.627,0.823,
23,0.671,8.599,1.700,0.813,
24,0.695,8.605,1.624,0.802,
25,0.658,8.255,1.582,0.814,
26,0.668,8.537,1.123,0.817,
27,0.672,8.522,1.450,0.818,
28,0.672,8.511,1.450,0.813,
29,0.668,8.499,1.315,0.814,
30,0.679,8.488,1.326,0.836,
31,0.662,8.526,1.429,0.805,
32,0.677,8.500,1.262,0.834,
33,0.663,8.512,1.311,0.786,
34,0.670,8.515,1.281,0.814,
35,0.655,8.512,1.431,0.821,
36,0.649,8.511,1.491,0.835,
37,0.660,8.506,1.122,0.846,
38,0.667,8.516,1.238,0.823,
39,0.660,8.509,1.304,0.786,
40,0.681,8.514,1.380,0.788,
41,0.686,8.520,1.467,0.805,
42,0.672,8.506,1.384,0.810,
43,0.676,8.516,1.304,0.821,
44,0.677,8.500,1.274,0.816,
45,0.666,8.518,1.307,0.799,
46,0.668,8.523,1.366,0.825,
47,0.681,8.513,1.532,0.802,
48,0.675,8.511,1.326,0.819,
1,0.671,4.198,3.840,0.719,
2,0.698,7.075,4.987,0.829,
3,0.748,9.521,2.349,0.776,
4,0.683,7.460,2.672,0.779,
5,0.681,8.073,2.022,0.820,
6,0.716,8.312,2.037,0.810,
7,0.731,8.311,2.241,0.810,
8,0.722,8.321,2.227,0.822,
9,0.732,8.783,1.787,0.846,
10,0.717,9.037,1.834,0.824,
11,0.719,8.965,1.886,0.864,
12,0.712,8.859,1.855,0.818,
13,0.688,7.853,1.754,0.821,
14,0.669,7.871,1.805,0.820,
15,0.672,7.866,1.743,0.821,
16,0.669,7.877,1.702,0.816,
17,0.683,7.884,1.774,0.835,
18,0.680,7.888,1.801,0.793,
19,0.675,7.875,1.740,0.839,
20,0.674,7.881,1.580,0.797,
21,0.668,8.301,1.575,0.804,
22,0.649,8.233,1.493,0.799,
23,0.661,8.244,1.496,0.795,
24,0.669,8.234,1.784,0.809,
25,0.686,8.257,1.619,0.818,
26,0.670,8.524,1.316,0.789,
27,0.667,8.503,1.232,0.823,
28,0.644,8.497,1.476,0.815,
29,0.661,8.510,1.313,0.815,
30,0.654,8.507,1.251,0.814,
31,0.679,8.481,1.273,0.809,
32,0.674,8.506,1.357,0.826,
33,0.681,8.492,1.349,0.792,
34,0.681,8.495,1.347,0.821,
35,0.689,8.500,1.266,0.817,
36,0.674,8.482,1.373,0.804,
37,0.672,8.507,1.471,0.821,
38,0.657,8.513,1.417,0.817,
39,0.693,8.501,1.369,0.751,
40,0.672,8.510,1.244,0.816,
41,0.676,8.516,1.329,0.824,
42,0.681,8.516,1.414,0.825,
43,0.674,8.512,1.371,0.813,
44,0.680,8.505,1.309,0.817,
45,0.665,8.513,1.315,0.809,
46,0.687,8.510,1.378,0.828,
47,0.679,8.518,1.260,0.799,
48,0.672,8.518,1.462,0.801,
1,0.669,4.205,3.822,0.710,
2,0.704,7.079,3.390,0.731,
3,0.704,7.800,2.784,0.795,
4,0.707,8.458,2.552,0.815,
5,0.727,8.676,2.188,0.773,
6,0.687,7.625,2.280,0.801,
7,0.683,7.751,2.288,0.810,
8,0.715,8.173,2.063,0.817,
9,0.735,8.602,1.586,0.836,
10,0.725,8.613,1.582,0.758,
11,0.720,8.526,1.543,0.757,
12,0.675,7.845,1.540,0.787,
13,0.677,7.874,1.669,0.822,
14,0.679,7.848,1.620,0.771,
15,0.699,7.865,1.525,0.829,
16,0.694,7.862,1.579,0.831,
17,0.685,7.872,1.604,0.818,
18,0.713,7.863,1.558,0.796,
19,0.703,7.876,1.575,0.790,
20,0.686,7.885,1.769,0.834,
21,0.690,8.263,1.772,0.822,
22,0.666,8.224,1.642,0.793,
23,0.692,8.242,1.679,0.827,
24,0.668,8.246,1.726,0.805,
25,0.662,8.244,1.538,0.794,
26,0.686,8.516,1.285,0.837,
27,0.663,8.492,1.455,0.802,
28,0.672,8.497,1.458,0.811,
29,0.665,8.488,1.300,0.783,
30,0.668,8.508,1.313,0.790,
31,0.669,8.521,1.220,0.785,
32,0.666,8.519,1.409,0.814,
33,0.660,8.507,1.360,0.807,
34,0.674,8.519,1.496,0.811,
35,0.662,8.524,1.282,0.819,
36,0.662,8.522,1.450,0.812,
37,0.668,8.526,1.301,0.819,
38,0.675,8.521,1.491,0.788,
39,0.677,8.513,1.470,0.807,
40,0.678,8.526,1.396,0.819,
41,0.672,8.516,1.520,0.816,
42,0.659,8.521,1.277,0.814,
43,0.683,8.508,1.391,0.798,
44,0.666,8.519,1.318,0.793,
45,0.675,8.506,1.390,0.825,
46,0.665,8.519,1.273,0.815,
47,0.682,8.526,1.360,0.796,
48,0.678,8.520,1.382,0.818,
1,0.680,4.223,3.759,0.713,
2,0.697,7.073,3.386,0.727,
3,0.709,7.823,1.574,0.752,
4,0.729,7.682,1.384,0.732,
5,0.702,7.599,2.319,0.774,
6,0.691,8.264,2.176,0.833,
7,0.753,8.702,2.106,0.812,
8,0.694,7.619,1.974,0.797,
9,0.712,8.050,1.485,0.803,
10,0.715,8.235,1.455,0.789,
11,0.678,8.187,1.776,0.800,
12,0.685,8.204,1.510,0.830,
13,0.701,8.190,1.787,0.798,
14,0.684,8.219,1.502,0.802,
15,0.674,7.858,1.387,0.827,
16,0.683,7.866,1.517,0.847,
17,0.677,7.882,1.581,0.801,
18,0.680,7.881,1.480,0.835,
19,0.674,7.868,1.633,0.798,
20,0.676,7.861,1.425,0.790,
21,0.663,8.273,1.663,0.826,
22,0.670,8.225,1.632,0.829,
23,0.664,8.243,1.637,0.831,
24,0.662,8.230,1.651,0.801,
25,0.650,8.253,1.689,0.810,
26,0.665,8.525,1.036,0.815,
27,0.666,8.498,1.411,0.828,
28,0.673,8.503,1.236,0.807,
29,0.696,8.479,1.259,0.819,
30,0.661,8.510,1.248,0.793,
31,0.690,8.525,1.274,0.816,
32,0.674,8.517,1.250,0.817,
33,0.686,8.508,1.279,0.825,
34,0.670,8.498,1.321,0.825,
35,0.685,8.514,1.336,0.828,
36,0.680,8.502,1.221,0.784,
37,0.685,8.508,1.297,1.054,
38,0.995,11.476,1.094,0.801,
39,0.675,8.506,1.360,0.819,
40,0.672,8.513,1.311,0.808,
41,0.685,8.505,1.237,0.792,
42,0.679,8.519,1.353,0.807,
43,0.692,8.524,1.329,0.817,
44,0.678,8.519,1.276,0.826,
45,0.689,8.504,1.399,1.051,
46,1.017,13.907,1.271,0.826,
47,0.696,8.523,1.378,0.816,
48,0.690,8.519,1.311,0.810,
1,0.699,4.221,3.812,0.730,
2,0.714,7.072,2.915,0.724,
3,0.748,7.763,2.834,0.769,
4,0.699,7.460,2.503,0.753,
5,0.707,7.635,2.126,0.762,
6,0.712,7.611,2.228,0.775,
7,0.708,7.628,2.078,0.785,
8,0.701,7.647,1.880,0.777,
9,0.719,7.883,1.307,0.798,
10,0.682,7.926,1.684,0.799,
11,0.707,7.835,1.878,0.845,
12,0.697,7.849,1.836,0.816,
13,0.704,7.857,1.636,0.835,
14,0.692,7.871,1.690,0.814,
15,0.702,7.866,1.717,0.796,
16,0.678,7.849,1.519,0.777,
17,0.696,7.934,1.499,0.811,
18,0.703,7.935,1.508,0.804,
19,0.703,7.885,1.566,0.828,
20,0.702,7.890,1.558,0.806,
21,0.702,8.277,1.724,0.827,
22,0.675,8.248,1.558,0.805,
23,0.665,8.256,1.616,0.830,
24,0.694,8.254,1.564,0.840,
25,0.686,8.256,1.674,0.809,
26,0.684,8.528,1.366,1.056,
27,0.959,12.807,0.999,0.782,
28,0.680,8.506,1.047,0.974,
29,0.979,9.185,1.161,0.969,
30,0.708,8.512,1.080,0.808,
31,0.695,8.518,1.415,0.816,
32,0.675,8.521,1.224,0.821,
33,0.673,8.504,1.341,0.822,
34,0.697,8.509,1.445,0.824,
35,0.700,8.501,1.256,1.038,
36,1.003,8.572,1.184,0.821,
37,0.689,8.495,1.533,0.832,
38,0.688,8.514,1.343,0.812,
39,0.688,8.515,1.248,0.805,
40,0.689,8.519,1.594,0.821,
41,0.700,8.516,1.335,0.842,
42,0.699,8.507,1.341,0.820,
43,0.674,8.526,1.197,0.837,
44,0.682,8.508,1.361,0.821,
45,0.677,8.530,1.297,0.828,
46,0.678,8.514,1.478,0.827,
47,0.679,8.518,1.514,0.827,
48,0.689,8.522,1.213,0.806,
1,0.684,4.220,3.891,0.716,
2,0.712,7.068,3.364,0.765,
3,0.740,8.115,1.402,0.738,
4,0.713,7.434,1.399,0.741,
5,0.712,7.603,2.231,0.788,
6,0.699,7.701,2.208,0.795,
7,0.721,8.135,1.963,0.818,
8,0.753,8.311,2.026,0.787,
9,0.763,9.005,1.434,0.841,
10,0.715,9.012,1.456,0.826,
11,0.687,7.833,1.819,0.809,
12,0.696,7.851,1.675,0.817,
13,0.691,7.859,1.727,0.836,
14,0.677,7.860,1.779,0.843,
15,0.696,7.867,1.705,0.823,
16,0.703,7.884,1.551,0.793,
17,0.715,7.880,1.799,0.811,
18,0.688,7.847,1.469,0.827,
19,0.697,7.879,1.468,0.818,
20,0.711,7.887,1.534,0.813,
21,0.701,8.261,1.546,0.811,
22,0.678,8.235,1.642,0.805,
23,0.694,8.240,1.423,0.794,
24,0.680,8.251,1.426,0.834,
25,0.708,8.233,1.492,0.799,
26,0.704,8.529,1.567,0.817,
27,0.688,8.507,1.458,0.818,
28,0.673,8.491,1.305,0.827,
29,0.682,8.496,1.268,0.823,
30,0.681,8.509,1.332,0.785,
31,0.691,8.511,1.140,0.822,
32,0.696,8.491,1.361,0.820,
33,0.678,8.513,1.456,0.804,
34,0.694,8.509,1.416,0.832,
35,0.675,8.508,1.353,0.819,
36,0.689,8.514,1.614,0.817,
37,0.681,8.506,1.262,0.816,
38,0.662,8.519,1.381,0.841,
39,0.692,8.499,1.259,0.780,
40,0.685,8.532,1.450,0.823,
41,0.693,8.533,1.251,0.809,
42,0.689,8.538,1.287,0.796,
43,0.681,8.519,1.360,0.823,
44,0.683,8.533,1.432,0.819,
45,0.701,8.496,1.308,0.792,
46,0.678,8.534,1.318,1.036,
47,1.006,11.517,1.074,0.807,
48,0.688,8.547,1.175,0.786,
1,0.693,4.179,3.806,0.727,
2,0.711,7.061,5.225,0.991,
3,0.964,14.888,2.318,0.807,
4,0.763,9.391,1.515,0.744,
5,0.672,7.653,3.138,0.819,
6,0.710,8.294,3.180,0.817,
7,0.727,8.317,2.608,0.836,
8,0.830,11.408,2.336,0.815,
9,0.684,7.908,1.629,0.806,
10,0.699,7.916,1.740,0.815,
11,0.679,7.824,1.792,0.971,
12,0.925,14.427,2.006,0.823,
13,0.692,7.842,1.914,0.809,
14,0.678,7.824,1.794,0.805,
15,0.689,8.212,1.618,0.830,
16,0.685,8.209,1.591,0.844,
17,0.700,8.232,1.664,0.812,
18,0.697,8.220,1.644,0.812,
19,0.702,8.235,1.767,0.810,
20,0.712,8.204,1.626,0.817,
21,0.717,8.636,1.519,0.792,
22,0.674,8.225,1.354,0.805,
23,0.679,8.231,1.380,0.789,
24,0.683,8.250,1.478,1.074,
25,0.996,9.477,1.620,1.020,
26,0.855,8.513,1.292,0.826,
27,0.674,8.488,1.312,0.823,
28,0.690,8.501,1.429,0.821,
29,0.680,8.487,1.199,0.812,
30,0.673,8.499,1.352,0.820,
31,0.680,8.514,1.321,0.809,
32,0.678,8.503,1.480,0.800,
33,0.665,8.489,1.294,0.821,
34,0.686,8.496,1.359,0.809,
35,0.664,8.526,1.400,0.824,
36,0.676,8.509,1.477,0.831,
37,0.667,8.503,1.292,0.828,
38,0.683,8.505,1.439,0.823,
39,0.683,8.499,1.310,0.818,
40,0.691,8.516,1.407,0.816,
41,0.694,8.514,1.446,0.808,
42,0.684,8.523,1.419,0.819,
43,0.696,8.527,1.424,1.034,
44,0.978,9.263,1.323,0.824,
45,0.679,8.496,1.388,0.819,
46,0.678,8.533,1.249,0.792,
47,0.673,8.524,1.277,0.795,
48,0.681,8.527,1.340,0.784,
1,0.670,4.205,3.761,0.720,
2,0.706,7.077,3.459,0.733,
3,0.708,7.971,1.561,0.757,
4,0.728,7.518,2.829,0.781,
5,0.730,8.267,2.473,0.843,
6,0.716,8.468,2.065,0.789,
7,0.691,7.644,2.143,0.775,
8,0.701,7.634,2.068,0.799,
9,0.698,8.196,1.809,0.817,
10,0.684,8.635,1.641,0.846,
11,0.687,8.528,1.776,0.832,
12,0.673,7.837,1.725,0.834,
13,0.662,7.859,1.723,0.816,
14,0.656,7.843,1.795,0.796,
15,0.665,7.868,1.606,0.839,
16,0.655,7.884,1.679,0.818,
17,0.688,7.886,1.706,0.826,
18,0.687,7.869,1.675,0.846,
19,0.674,7.898,1.615,0.798,
20,0.684,7.884,1.603,0.819,
21,0.681,8.258,1.677,0.784,
22,0.685,8.225,1.612,0.827,
23,0.678,8.239,1.577,0.802,
24,0.680,8.241,1.657,0.806,
25,0.657,8.243,1.501,0.801,
26,0.673,8.531,1.361,0.800,
27,0.691,8.485,1.273,0.813,
28,0.664,8.514,1.364,1.019,
29,1.007,10.583,1.156,1.051,
30,1.005,8.603,1.068,0.830,
31,0.687,8.498,1.224,0.781,
32,0.701,8.508,1.364,1.064,
33,1.004,11.313,1.199,0.804,
34,0.673,8.550,1.169,0.837,
35,0.700,8.502,1.294,0.833,
36,0.670,8.509,1.188,0.799,
37,0.693,8.516,1.324,0.834,
38,0.683,8.514,1.438,0.828,
39,0.677,8.521,1.421,0.798,
40,0.689,8.511,1.252,0.843,
41,0.678,8.513,1.348,0.810,
42,0.687,8.506,1.257,0.829,
43,0.690,8.525,1.351,0.824,
44,0.685,8.521,1.378,0.826,
45,0.696,8.513,1.346,0.795,
46,0.693,8.515,1.428,0.820,
47,0.689,8.518,1.401,0.821,
48,0.700,8.521,1.166,0.812,
1,0.695,4.187,3.893,0.724,
2,0.720,7.068,3.817,0.771,
3,0.692,8.092,2.169,0.792,
4,0.687,7.463,2.428,0.812,
5,0.678,7.832,2.040,0.809,
6,0.700,8.013,2.089,0.784,
7,0.712,7.969,1.931,0.791,
8,0.728,7.973,1.806,0.767,
9,0.703,7.892,1.639,0.819,
10,0.684,7.914,1.530,0.808,
11,0.691,7.841,1.753,0.820,
12,0.689,7.849,1.878,0.810,
13,0.690,7.843,1.713,0.801,
14,0.706,7.856,1.729,0.811,
15,0.686,7.865,1.788,0.834,
16,0.696,7.867,1.664,0.805,
17,0.688,7.889,1.692,0.800,
18,0.692,7.876,1.728,0.798,
19,0.683,7.891,1.538,0.803,
20,0.691,7.869,1.446,0.792,
21,0.694,8.277,1.587,0.811,
22,0.669,8.230,1.619,0.819,
23,0.677,8.246,1.626,0.803,
24,0.681,8.266,1.514,0.805,
25,0.694,8.239,1.490,0.789,
26,0.702,8.527,1.231,0.812,
27,0.698,8.491,1.292,0.802,
28,0.677,8.504,1.514,0.827,
29,0.684,8.486,1.236,1.023,
30,0.979,13.868,1.247,0.793,
31,0.667,8.503,1.298,0.790,
32,0.685,8.495,1.249,0.794,
33,0.673,8.515,1.013,0.797,
34,0.680,8.504,1.100,0.800,
35,0.681,8.501,1.239,0.942,
36,0.971,12.037,1.068,0.994,
37,0.980,9.376,1.287,1.060,
38,0.996,12.908,1.290,1.026,
39,0.982,9.701,1.227,1.072,
40,0.720,8.534,1.236,0.985,
41,0.994,12.327,1.236,0.812,
