nThreads,memcpyOut,plan,execu,memcpyIn
12,0.675,7.853,1.727,0.804,
13,0.669,7.856,1.694,0.812,
14,0.665,7.869,1.658,0.813,
15,0.678,7.850,1.701,0.813,
16,0.687,7.839,1.740,0.832,
17,0.666,7.876,1.676,0.792,
18,0.669,7.876,1.650,0.825,
19,0.678,7.903,1.623,0.789,
20,0.683,7.872,2.007,0.830,
21,0.686,8.243,1.691,0.828,
22,0.667,8.227,1.565,0.817,
23,0.684,8.238,1.644,0.795,
24,0.673,8.243,1.664,0.814,
25,0.677,8.261,1.630,0.786,
26,0.672,8.532,1.373,0.807,
27,0.671,8.510,1.269,0.816,
28,0.664,8.502,1.363,0.805,
29,0.660,8.519,1.350,0.823,
30,0.661,8.500,1.336,0.806,
31,0.661,8.539,1.393,0.823,
32,0.672,8.515,1.296,0.796,
33,0.685,8.520,1.366,0.810,
34,0.684,8.511,1.205,0.783,
35,0.681,8.506,1.372,0.817,
36,0.682,8.499,1.367,0.811,
37,0.669,8.507,1.308,0.820,
38,0.677,8.513,1.287,0.802,
39,0.676,8.521,1.358,0.825,
40,0.670,8.508,1.418,0.815,
41,0.680,8.522,1.429,0.815,
42,0.683,8.522,1.448,0.824,
43,0.674,8.519,1.233,0.807,
44,0.685,8.504,1.326,0.781,
45,0.687,8.517,1.387,0.787,
46,0.684,8.524,1.371,0.783,
47,0.668,8.520,1.296,0.823,
48,0.690,8.507,1.485,0.815,
1,0.687,4.383,3.932,0.722,
2,0.717,7.118,3.249,0.753,
3,0.719,7.773,2.797,0.771,
4,0.679,7.489,2.744,0.785,
5,0.695,8.266,2.312,0.810,
6,0.732,9.025,2.206,0.841,
7,0.752,9.117,1.979,0.818,
8,0.691,7.618,1.894,0.810,
9,0.700,7.920,1.603,0.812,
10,0.685,7.916,1.710,0.800,
11,0.675,9.601,1.864,0.807,
12,0.682,9.297,1.807,0.817,
13,0.677,7.862,1.803,0.834,
14,0.662,7.854,1.778,0.816,
15,0.675,7.887,1.719,0.787,
16,0.670,7.870,1.767,0.810,
17,0.659,7.883,1.529,0.793,
18,0.667,7.878,1.640,0.793,
19,0.669,7.881,1.599,0.797,
20,0.671,7.884,1.506,0.830,
21,0.676,8.237,1.475,0.645,
22,0.544,8.224,1.038,0.631,
23,0.552,8.218,1.527,0.814,
24,0.664,8.265,1.547,0.829,
25,0.677,8.241,1.575,0.793,
26,0.670,8.519,1.223,0.784,
27,0.660,8.488,1.325,0.816,
28,0.657,8.501,1.337,0.821,
29,0.667,8.499,1.250,0.823,
30,0.679,8.487,1.351,0.798,
31,0.667,8.513,1.247,0.823,
32,0.676,8.501,1.348,0.795,
33,0.676,8.491,1.280,0.793,
34,0.662,8.501,1.230,0.809,
35,0.685,8.499,1.298,0.797,
36,0.681,8.497,1.417,0.818,
37,0.676,8.504,1.261,0.784,
38,0.677,8.511,1.433,0.811,
39,0.663,8.505,1.275,0.822,
40,0.667,8.511,1.248,0.780,
41,0.667,8.508,1.273,0.814,
42,0.679,8.511,1.405,0.783,
43,0.684,8.510,1.402,0.823,
44,0.676,8.520,1.450,0.788,
45,0.681,8.510,1.461,0.815,
46,0.676,8.528,1.357,0.820,
47,0.674,8.515,1.367,0.813,
48,0.677,8.519,1.467,0.810,
1,0.687,4.187,3.714,0.711,
2,0.703,7.076,4.379,0.781,
3,0.698,8.398,2.645,0.778,
4,0.682,7.452,2.616,0.768,
5,0.686,7.819,2.203,0.783,
6,0.715,8.002,2.181,0.825,
7,0.682,7.968,2.158,0.812,
8,0.685,7.972,2.072,0.829,
9,0.693,8.289,1.740,0.820,
10,0.675,8.267,1.676,0.827,
11,0.664,8.182,1.983,0.838,
12,0.667,8.217,1.855,0.848,
13,0.650,8.212,1.760,0.841,
14,0.669,8.197,1.811,0.833,
15,0.654,8.174,1.732,0.830,
16,0.659,7.864,1.742,0.814,
17,0.636,7.879,1.773,0.803,
18,0.650,7.858,1.650,0.827,
19,0.655,7.887,1.621,0.830,
20,0.651,7.876,1.608,0.830,
21,0.652,8.271,1.517,0.801,
22,0.663,8.211,1.671,0.801,
23,0.653,8.242,1.545,0.814,
24,0.667,8.240,1.559,0.821,
25,0.653,8.228,1.633,0.835,
26,0.661,8.529,1.243,0.780,
27,0.676,8.484,1.310,0.789,
28,0.666,8.502,1.228,0.796,
29,0.673,8.474,1.195,0.809,
30,0.667,8.489,1.299,0.826,
31,0.659,8.505,1.258,0.787,
32,0.670,8.491,1.245,1.028,
33,0.994,9.907,1.385,1.034,
34,0.780,8.523,1.373,0.807,
35,0.678,8.508,1.174,0.794,
36,0.676,8.507,1.105,0.983,
37,0.990,10.930,1.107,0.797,
38,0.689,8.506,1.064,0.819,
39,0.682,8.504,1.084,0.810,
40,0.693,8.497,1.191,0.795,
41,0.684,8.523,1.083,1.048,
42,0.995,11.302,1.174,0.784,
43,0.679,8.534,1.396,0.790,
44,0.684,8.493,1.361,0.808,
45,0.677,8.546,1.345,1.029,
46,0.980,11.680,1.297,0.805,
47,0.675,8.512,1.462,0.803,
48,0.672,8.524,1.475,1.053,
1,0.988,8.235,3.847,0.718,
2,0.722,7.093,3.386,0.732,
3,0.724,7.917,2.760,0.803,
4,0.720,8.564,2.602,0.777,
5,0.747,8.576,1.923,0.802,
6,0.700,7.663,3.201,0.823,
7,0.675,8.313,2.966,0.853,
8,0.718,9.649,2.883,0.879,
9,0.778,9.983,1.819,0.871,
10,0.775,10.000,1.629,0.903,
11,0.744,9.713,1.930,0.817,
12,0.676,7.855,1.829,0.818,
13,0.689,7.850,1.794,0.824,
14,0.673,7.871,1.667,0.832,
15,0.661,7.868,1.638,0.821,
16,0.665,7.875,1.689,0.849,
17,0.686,7.895,1.521,0.819,
18,0.668,7.890,1.664,0.823,
19,0.680,7.904,1.354,0.805,
20,0.675,7.891,1.685,0.846,
21,0.685,8.305,1.328,0.797,
22,0.697,8.241,1.661,0.836,
23,0.679,8.248,1.478,0.806,
24,0.683,8.261,1.740,0.823,
25,0.691,8.261,1.776,0.826,
26,0.680,8.544,1.291,0.824,
27,0.690,8.492,1.309,0.787,
28,0.688,8.529,1.251,0.828,
29,0.688,8.501,1.281,0.819,
30,0.679,8.510,1.369,0.831,
31,0.679,8.519,1.402,0.791,
32,0.685,8.506,1.257,0.807,
33,0.701,8.511,1.362,0.811,
34,0.689,8.515,1.353,0.825,
35,0.682,8.506,1.378,0.817,
36,0.679,8.511,1.459,0.810,
37,0.704,8.498,1.336,0.818,
38,0.674,8.512,1.218,0.806,
39,0.690,8.500,1.391,0.820,
40,0.696,8.527,1.308,0.802,
41,0.698,8.525,1.381,0.823,
42,0.698,8.520,1.320,0.841,
43,0.682,8.515,1.316,0.795,
44,0.692,8.528,1.311,0.811,
45,0.693,8.503,1.452,0.803,
46,0.684,8.547,1.307,0.807,
47,0.699,8.526,1.440,0.811,
48,0.689,8.522,1.464,0.811,
1,0.692,4.222,3.831,0.721,
2,0.715,7.072,4.496,0.732,
3,0.719,7.737,2.612,0.804,
4,0.710,7.758,2.466,0.732,
5,0.705,7.628,1.708,0.746,
6,0.711,7.645,2.129,0.800,
7,0.700,7.651,1.810,0.799,
8,0.705,7.634,1.770,0.780,
9,0.715,7.895,1.643,0.815,
10,0.696,7.920,1.580,0.798,
11,0.696,7.858,1.772,0.821,
12,0.699,7.821,1.768,0.833,
13,0.686,7.838,1.755,0.812,
14,0.693,7.848,1.732,0.802,
15,0.688,7.872,1.634,0.811,
16,0.674,7.902,1.674,0.824,
17,0.687,7.868,1.709,0.804,
18,0.688,7.881,1.778,0.825,
19,0.700,7.898,1.620,0.808,
20,0.699,7.893,1.709,0.827,
21,0.689,8.252,1.598,0.795,
22,0.692,8.217,1.730,0.783,
23,0.690,8.265,1.509,0.791,
24,0.702,8.236,1.673,0.790,
25,0.690,8.262,1.688,0.837,
26,0.686,8.540,1.327,0.811,
27,0.678,8.523,1.374,0.814,
28,0.689,8.505,1.313,0.820,
29,0.682,8.511,1.280,0.842,
30,0.679,8.491,1.364,0.815,
31,0.670,8.530,1.301,0.819,
32,0.672,8.506,1.401,0.819,
33,0.676,8.501,1.328,0.815,
34,0.682,8.490,1.442,0.800,
35,0.676,8.507,1.277,0.807,
36,0.695,8.517,1.429,0.832,
37,0.683,8.515,1.396,0.794,
38,0.696,8.506,1.532,0.827,
39,0.687,8.508,1.515,0.822,
40,0.678,8.521,1.299,0.812,
41,0.694,8.512,1.284,0.799,
42,0.684,8.526,1.344,0.797,
43,0.700,8.511,1.426,0.798,
44,0.685,8.521,1.322,0.822,
45,0.690,8.505,1.523,0.833,
46,0.687,8.536,1.325,0.832,
47,0.702,8.513,1.408,0.812,
48,0.683,8.525,1.281,0.824,
1,0.697,4.198,3.937,0.727,
2,0.721,7.075,3.329,0.726,
3,0.718,7.680,2.681,0.840,
4,0.686,8.418,2.717,0.836,
5,0.717,8.705,2.251,0.848,
6,0.706,8.606,1.739,0.824,
7,0.688,7.632,2.359,0.831,
8,0.666,7.832,2.561,0.829,
9,0.682,8.571,1.758,0.822,
10,0.696,8.650,1.552,0.852,
11,0.699,8.567,1.985,0.807,
12,0.693,7.929,1.710,0.844,
13,0.686,8.204,1.681,0.827,
14,0.706,8.193,1.782,0.857,
15,0.691,8.223,1.787,0.817,
16,0.699,8.216,1.687,0.831,
17,0.709,8.215,1.677,0.822,
18,0.692,7.887,1.497,0.821,
19,0.694,7.915,1.530,0.820,
20,0.705,7.890,1.571,0.831,
21,0.706,8.262,1.753,0.824,
22,0.679,8.209,1.752,0.821,
23,0.692,8.258,1.569,0.816,
24,0.685,8.221,1.638,0.833,
25,0.673,8.243,1.518,0.811,
26,0.683,8.532,1.277,0.803,
27,0.698,8.509,1.390,0.832,
28,0.679,8.504,1.195,0.827,
29,0.678,8.515,1.283,0.823,
30,0.702,8.507,1.270,0.815,
31,0.688,8.498,1.380,0.796,
32,0.693,8.507,1.340,0.825,
33,0.678,8.512,1.347,0.801,
34,0.688,8.505,1.229,0.829,
35,0.685,8.522,1.418,0.791,
36,0.690,8.501,1.249,0.816,
37,0.679,8.512,1.633,0.831,
38,0.698,8.507,1.487,0.818,
39,0.702,8.512,1.504,0.829,
40,0.701,8.518,1.372,0.818,
41,0.689,8.509,1.544,0.790,
42,0.683,8.525,1.371,0.821,
43,0.700,8.513,1.413,0.821,
44,0.691,8.506,1.585,0.810,
45,0.688,8.523,1.479,0.819,
46,0.707,8.524,1.431,0.826,
47,0.688,8.520,1.458,0.814,
48,0.691,8.518,1.389,0.830,
1,0.706,4.211,3.797,0.715,
2,0.715,7.069,2.826,0.727,
3,0.717,7.434,2.614,0.788,
4,0.706,7.781,2.422,0.823,
5,0.697,7.891,2.254,0.780,
6,0.719,7.737,2.583,0.827,
7,0.697,8.453,2.228,0.839,
8,0.747,8.745,2.136,0.779,
9,0.718,7.934,1.330,0.813,
10,0.677,7.899,1.329,0.827,
11,0.661,7.856,1.785,0.823,
12,0.684,7.858,1.667,0.811,
13,0.675,7.859,1.786,0.849,
14,0.655,7.879,1.712,0.857,
15,0.660,7.874,1.542,0.827,
16,0.679,7.914,1.521,0.842,
17,0.690,7.878,1.662,0.816,
18,0.684,7.878,1.546,0.844,
19,0.694,7.899,1.443,0.816,
20,0.683,7.906,1.494,0.814,
21,0.679,8.291,1.477,0.788,
22,0.684,8.207,1.695,0.837,
23,0.693,8.257,1.689,0.814,
24,0.684,8.244,1.638,0.812,
25,0.695,8.241,1.690,0.828,
26,0.682,8.531,1.213,0.806,
27,0.667,8.501,1.342,0.803,
28,0.662,8.528,1.342,0.833,
29,0.677,8.497,1.352,0.816,
30,0.682,8.507,1.331,0.806,
31,0.685,8.514,1.314,0.823,
32,0.675,8.500,1.366,0.835,
33,0.676,8.502,1.412,0.815,
34,0.688,8.521,1.366,0.817,
35,0.688,8.505,1.568,0.807,
36,0.679,8.503,1.314,0.822,
37,0.704,8.502,1.277,0.788,
38,0.672,8.525,1.287,0.808,
39,0.683,8.515,1.383,0.782,
40,0.683,8.508,1.343,0.815,
41,0.681,8.519,1.393,0.813,
42,0.683,8.528,1.528,0.790,
43,0.690,8.509,1.386,0.827,
44,0.678,8.508,1.435,0.807,
45,0.688,8.515,1.383,0.806,
46,0.692,8.526,1.498,0.811,
47,0.680,8.523,1.380,0.819,
48,0.693,8.521,1.498,0.827,
1,0.685,4.195,3.800,0.724,
2,0.719,7.073,5.210,0.792,
3,0.734,9.924,2.668,0.788,
4,0.679,7.558,2.575,0.840,
5,0.681,7.956,2.256,0.858,
6,0.676,7.964,2.271,0.804,
7,0.720,7.989,2.008,0.816,
8,0.700,7.961,2.045,0.825,
9,0.682,7.928,1.749,0.818,
10,0.678,8.053,1.616,0.845,
11,0.684,8.172,1.955,0.827,
12,0.672,8.162,1.702,0.839,
13,0.681,8.164,1.729,0.835,
14,0.708,8.185,1.659,0.848,
15,0.698,8.176,1.705,0.815,
16,0.693,7.884,1.730,0.850,
17,0.678,7.872,1.770,0.817,
18,0.679,7.896,1.607,0.802,
19,0.689,7.895,1.690,0.794,
20,0.681,7.889,1.727,0.835,
21,0.683,8.303,1.541,0.803,
22,0.701,8.209,1.435,0.803,
23,0.660,8.267,1.571,0.809,
24,0.690,8.245,1.670,0.828,
25,0.672,8.258,1.571,0.831,
26,0.683,8.533,1.391,0.802,
27,0.696,8.501,1.443,0.808,
28,0.705,8.505,1.359,0.827,
29,0.679,8.498,1.362,0.831,
30,0.686,8.496,1.345,0.801,
31,0.673,8.530,1.474,0.832,
32,0.690,8.522,1.637,0.829,
33,0.699,8.504,1.217,0.816,
34,0.689,8.530,1.418,0.825,
35,0.697,8.511,1.382,0.827,
36,0.679,8.531,1.424,0.822,
37,0.697,8.507,1.343,0.835,
38,0.692,8.515,1.319,0.816,
39,0.691,8.509,1.362,0.799,
40,0.693,8.515,1.401,0.825,
41,0.696,8.516,1.375,0.840,
42,0.701,8.499,1.361,0.800,
43,0.695,8.529,1.419,0.824,
44,0.697,8.516,1.257,0.810,
45,0.695,8.525,1.440,0.836,
46,0.696,8.529,1.414,0.828,
47,0.686,8.536,1.363,0.826,
48,0.697,8.529,1.335,0.837,
1,0.702,4.208,3.833,0.722,
2,0.713,7.066,2.539,0.735,
3,0.721,7.441,2.709,0.784,
4,0.696,7.630,2.681,0.807,
5,0.735,8.523,2.303,0.767,
6,0.763,8.708,2.149,0.849,
7,0.776,9.104,2.096,0.800,
8,0.711,7.713,1.894,0.815,
9,0.742,8.244,1.517,0.832,
10,0.719,8.254,1.818,0.836,
11,0.712,8.177,1.685,0.838,
12,0.698,8.179,1.769,0.841,
13,0.708,8.176,1.725,0.827,
14,0.682,7.850,1.711,0.827,
15,0.691,7.868,1.634,0.835,
16,0.695,7.861,1.654,0.821,
17,0.706,7.872,1.550,0.812,
18,0.709,7.882,1.579,0.788,
19,0.714,7.916,1.552,0.827,
20,0.706,7.878,1.428,0.795,
21,0.715,8.238,1.946,0.815,
22,0.669,8.227,1.639,0.827,
23,0.686,8.244,1.515,0.808,
24,0.667,8.254,1.396,0.809,
25,0.691,8.249,1.657,0.798,
26,0.684,8.528,1.343,0.831,
27,0.690,8.484,1.288,0.810,
28,0.701,8.489,1.387,0.812,
29,0.692,8.488,1.283,0.816,
30,0.685,8.494,1.355,0.800,
31,0.679,8.511,1.268,0.810,
32,0.683,8.500,1.360,0.795,
33,0.684,8.502,1.219,0.798,
34,0.693,8.510,1.255,0.791,
35,0.698,8.510,1.400,0.836,
36,0.678,8.526,1.390,0.832,
37,0.675,8.524,1.509,0.822,
38,0.684,8.510,1.465,0.817,
39,0.695,8.506,1.184,0.814,
40,0.705,8.511,1.400,0.823,
41,0.710,8.499,1.496,0.795,
42,0.704,8.515,1.458,0.810,
43,0.688,8.516,1.387,0.815,
44,0.679,8.517,1.423,0.815,
45,0.680,8.514,1.359,0.820,
46,0.693,8.532,1.361,0.826,
47,0.695,8.520,1.446,0.830,
48,0.686,8.514,1.335,0.833,
1,0.686,4.188,3.811,0.720,
2,0.722,7.066,5.232,0.797,
3,0.671,8.604,2.791,0.860,
4,0.796,9.942,2.142,0.748,
5,0.685,7.640,1.808,0.804,
6,0.697,7.633,1.946,0.815,
7,0.710,7.631,2.130,0.803,
8,0.715,7.793,2.072,0.808,
9,0.738,8.232,1.506,0.843,
10,0.694,8.257,1.525,0.824,
11,0.708,8.167,1.824,0.840,
12,0.698,8.220,1.914,0.823,
13,0.695,7.859,1.782,0.835,
14,0.680,7.854,1.801,0.834,
15,0.672,7.859,1.748,0.824,
16,0.693,7.883,1.772,0.823,
17,0.711,7.884,1.584,0.796,
18,0.684,7.902,1.530,0.828,
19,0.694,7.882,1.774,0.813,
20,0.688,7.876,1.784,0.803,
21,0.695,8.262,1.759,0.820,
22,0.693,8.238,1.765,0.827,
23,0.688,8.263,1.665,0.822,
24,0.695,8.315,1.703,0.801,
25,0.693,8.252,1.627,0.851,
26,0.686,8.514,1.319,0.786,
27,0.675,8.506,1.249,0.813,
28,0.703,8.502,1.377,0.812,
29,0.679,8.504,1.282,0.796,
30,0.681,8.503,1.227,0.835,
31,0.685,8.507,1.572,0.819,
32,0.693,8.493,1.489,0.811,
33,0.685,8.510,1.245,0.795,
34,0.684,8.505,1.254,0.819,
35,0.685,8.494,1.418,0.828,
36,0.678,8.509,1.422,0.821,
37,0.689,8.513,1.331,0.814,
38,0.682,8.502,1.353,0.795,
39,0.684,8.508,1.476,1.029,
40,0.984,12.190,1.249,0.822,
41,0.671,8.516,1.125,0.800,
42,0.694,8.510,1.251,0.826,
43,0.689,8.514,1.476,0.831,
44,0.691,8.513,1.295,0.791,
45,0.677,8.517,1.451,0.813,
46,0.693,8.521,1.468,0.818,
47,0.678,8.525,1.413,0.817,
48,0.684,8.511,1.470,0.824,
1,0.694,4.190,3.835,0.731,
2,0.715,7.079,3.435,0.752,
3,0.745,8.117,2.574,0.809,
4,0.662,7.536,2.555,0.792,
5,0.690,7.960,2.747,0.812,
6,0.680,8.541,2.419,0.842,
7,0.758,9.135,2.385,0.829,
8,0.665,7.716,2.850,0.829,
9,0.690,8.628,1.610,0.841,
10,0.728,9.050,1.545,0.842,
11,0.741,8.943,1.476,0.813,
12,0.694,7.851,1.620,0.809,
13,0.673,7.843,1.642,0.819,
14,0.684,7.860,1.676,0.793,
15,0.702,7.893,1.776,0.824,
16,0.681,7.866,1.582,0.811,
17,0.688,7.882,1.539,0.837,
18,0.690,7.881,1.415,0.804,
19,0.698,7.899,1.567,0.829,
20,0.698,7.870,1.447,0.811,
21,0.706,8.239,1.654,0.815,
22,0.670,8.225,1.499,0.801,
23,0.673,8.252,1.224,0.779,
24,0.682,8.234,1.029,0.767,
25,0.674,8.246,1.168,0.648,
26,0.568,8.523,0.907,0.744,
27,0.696,8.498,1.066,0.659,
28,0.564,8.498,0.907,0.778,
29,0.677,8.486,1.052,0.637,
30,0.562,8.487,0.969,0.657,
31,0.562,8.500,1.079,0.677,
32,0.564,8.504,1.410,0.812,
33,0.673,8.511,1.397,0.818,
34,0.690,8.508,1.169,0.825,
35,0.681,8.511,1.352,0.815,
36,0.684,8.508,1.346,0.805,
37,0.688,8.512,1.317,0.834,
38,0.691,8.503,1.365,0.830,
39,0.675,8.518,1.491,0.803,
40,0.691,8.511,1.365,0.783,
41,0.687,8.529,1.486,0.793,
42,0.685,8.512,1.554,0.831,
43,0.688,8.504,1.482,0.815,
44,0.682,8.520,1.306,1.034,
45,1.000,12.040,1.253,0.816,
46,0.686,8.512,1.398,0.896,
47,0.824,8.713,1.211,0.522,
48,0.383,8.514,1.394,0.519,
1,0.385,4.177,3.848,0.437,
2,0.370,7.063,3.108,0.461,
3,0.385,7.777,3.060,0.487,
4,0.378,7.541,2.805,0.515,
5,0.406,8.459,2.499,0.566,
6,0.420,8.996,2.756,0.554,
7,0.451,9.606,2.330,0.580,
8,0.471,9.199,2.184,0.534,
9,0.376,8.034,1.700,0.541,
10,0.385,8.251,1.653,0.542,
11,0.381,8.165,1.704,0.528,
12,0.392,8.181,1.660,0.528,
13,0.394,8.178,1.763,0.511,
14,0.398,8.188,1.824,0.556,
15,0.398,8.192,1.719,0.540,
16,0.401,8.196,1.810,0.540,
17,0.404,8.198,1.731,0.509,
18,0.389,7.853,1.464,0.504,
19,0.377,7.886,1.445,0.513,
20,0.380,7.865,1.535,0.495,
21,0.389,8.252,1.495,0.522,
22,0.378,8.200,1.405,0.507,
23,0.374,8.233,1.523,0.536,
24,0.387,8.221,1.533,0.505,
25,0.377,8.234,1.581,0.529,
26,0.374,8.540,1.256,0.516,
27,0.383,8.505,1.385,0.517,
28,0.383,8.524,1.319,0.530,
29,0.384,8.496,1.281,0.532,
30,0.386,8.498,1.357,0.816,
31,0.735,12.103,1.188,0.820,
32,0.743,9.519,1.143,0.821,
33,0.549,8.492,1.363,0.524,
34,0.391,8.500,1.445,0.819,
35,0.733,12.095,1.173,0.532,
36,0.382,8.503,1.189,0.532,
37,0.374,8.512,1.279,0.528,
38,0.372,8.518,1.400,0.542,
39,0.375,8.525,1.310,0.691,
40,0.379,8.533,1.066,0.511,
41,0.369,8.510,1.262,0.529,
42,0.382,8.509,1.156,0.515,
43,0.381,8.519,1.285,0.540,
44,0.381,8.524,1.373,0.552,
45,0.381,8.512,1.442,0.834,
46,0.731,10.272,1.207,0.532,
47,0.380,8.519,1.324,0.820,
48,0.380,8.515,1.187,0.502,
1,0.387,4.205,3.804,0.429,
2,0.377,7.065,3.330,0.430,
3,0.403,7.775,1.374,0.433,
4,0.373,7.443,1.280,0.434,
5,0.365,7.587,2.319,0.537,
6,0.376,7.937,3.072,0.505,
7,0.369,7.764,2.723,0.523,
8,0.410,8.677,2.962,0.576,
9,0.455,10.322,1.712,0.623,
10,0.493,10.164,1.700,0.534,
11,0.362,7.830,1.958,0.524,
12,0.368,7.990,1.823,0.530,
13,0.385,8.172,1.724,0.533,
14,0.386,8.184,1.779,0.525,
15,0.401,8.194,1.702,0.541,
16,0.398,8.204,1.609,0.540,
17,0.391,8.198,1.634,0.532,
18,0.386,8.205,1.574,0.537,
19,0.391,8.205,1.528,0.541,
20,0.393,8.222,1.470,0.508,
21,0.386,8.233,1.162,0.709,
22,0.731,11.683,1.400,0.733,
23,0.732,9.467,1.306,0.495,
24,0.366,8.242,1.423,0.489,
25,0.387,8.239,1.587,0.520,
26,0.359,8.524,1.104,0.502,
27,0.369,8.485,1.248,0.531,
28,0.371,8.496,1.273,0.519,
29,0.375,8.468,1.376,0.519,
30,0.373,8.503,1.275,0.516,
31,0.365,8.514,1.282,0.536,
32,0.363,8.506,1.269,0.522,
33,0.362,8.496,1.330,0.521,
34,0.368,8.490,1.433,0.521,
35,0.376,8.499,1.346,0.521,
36,0.373,8.503,1.319,0.534,
37,0.373,8.520,1.303,0.520,
38,0.366,8.506,1.305,0.505,
39,0.374,8.508,1.191,0.509,
40,0.377,8.511,1.345,0.524,
41,0.372,8.521,1.252,0.523,
42,0.369,8.516,1.001,0.478,
43,0.364,8.514,1.029,0.524,
44,0.377,8.506,1.511,0.526,
45,0.377,8.515,1.365,0.499,
46,0.378,8.521,1.455,0.526,
47,0.375,8.494,1.291,0.536,
48,0.372,8.864,1.320,0.510,
1,0.413,4.198,3.827,0.427,
2,0.361,7.075,4.590,0.499,
3,0.419,8.884,2.296,0.487,
4,0.357,7.455,2.627,0.487,
5,0.356,7.728,2.261,0.511,
6,0.379,8.108,2.197,0.515,
7,0.393,8.329,2.000,0.494,
8,0.420,8.290,1.971,0.542,
9,0.414,8.647,1.343,0.546,
10,0.405,8.611,1.500,0.521,
11,0.363,7.813,1.882,0.515,
12,0.374,7.831,1.682,0.541,
13,0.385,8.167,1.795,0.529,
14,0.368,7.835,1.745,0.526,
15,0.375,7.848,1.731,0.534,
16,0.364,7.872,1.638,0.532,
17,0.370,7.857,1.463,0.531,
18,0.371,7.886,1.429,0.504,
19,0.372,7.872,1.530,0.504,
20,0.380,7.858,1.546,0.501,
21,0.374,8.246,1.594,0.507,
22,0.374,8.229,1.627,0.533,
23,0.377,8.250,1.649,0.509,
24,0.371,8.244,1.607,0.499,
25,0.360,8.240,1.515,0.524,
26,0.363,8.511,1.225,0.509,
27,0.368,8.479,1.385,0.529,
28,0.376,8.500,1.323,0.488,
29,0.375,8.490,1.377,0.521,
30,0.368,8.502,1.423,0.525,
31,0.368,8.499,1.380,0.544,
32,0.359,8.507,1.355,0.536,
33,0.366,8.503,1.332,0.518,
34,0.367,8.512,1.400,0.526,
35,0.365,8.507,1.347,0.528,
36,0.368,8.504,1.205,0.500,
37,0.374,8.494,1.253,0.522,
38,0.362,8.492,1.414,0.509,
39,0.363,8.527,1.260,0.541,
40,0.371,8.523,1.336,0.528,
41,0.367,8.523,1.350,0.516,
42,0.363,8.509,1.390,0.524,
43,0.370,8.510,1.316,0.514,
44,0.369,8.500,1.290,1.126,
45,0.998,9.271,1.337,0.819,
46,0.682,8.529,1.492,0.822,
47,0.678,8.525,1.265,1.050,
48,0.987,11.273,1.161,0.832,
1,0.681,4.210,3.790,0.727,
2,0.712,7.078,3.403,0.742,
3,0.746,8.131,1.627,0.775,
4,0.719,7.426,2.297,0.736,
5,0.732,7.600,2.253,0.804,
6,0.689,7.711,2.159,0.798,
7,0.717,7.975,2.395,0.803,
8,0.716,8.232,2.202,0.792,
9,0.745,9.005,1.631,0.843,
10,0.731,8.956,1.578,0.788,
11,0.676,7.849,1.753,0.837,
12,0.681,7.839,1.537,0.788,
13,0.700,7.853,1.554,0.805,
14,0.683,7.860,1.638,0.796,
15,0.715,7.851,1.607,0.817,
16,0.698,7.861,1.579,0.842,
17,0.708,7.851,1.640,0.849,
18,0.700,7.875,1.547,0.799,
19,0.697,7.901,1.592,0.833,
20,0.684,7.910,1.446,0.805,
21,0.695,8.276,1.410,0.793,
22,0.693,8.243,1.361,0.827,
23,1.006,9.719,1.404,0.795,
24,0.698,8.247,1.627,0.809,
25,0.686,8.225,1.499,0.784,
26,0.685,8.541,1.126,0.799,
27,0.686,8.502,1.063,0.806,
28,0.687,8.499,1.149,0.819,
29,0.692,8.511,1.091,0.797,
30,0.670,8.515,1.097,0.825,
31,0.688,8.519,1.317,0.818,
32,0.700,8.526,1.438,0.808,
33,0.693,8.491,1.261,0.829,
34,0.677,8.519,1.529,0.824,
35,0.683,8.502,1.271,0.796,
36,0.681,8.517,1.336,0.825,
37,0.689,8.501,1.330,0.818,
38,0.689,8.525,1.227,0.808,
39,0.681,8.504,1.276,0.816,
40,0.683,8.519,1.302,1.067,
41,0.997,11.303,1.308,0.838,
42,0.664,8.537,1.452,0.801,
43,0.687,8.535,1.469,0.840,
44,0.689,8.518,1.474,0.827,
45,0.680,8.520,1.358,0.833,
46,0.689,8.534,1.188,0.796,
47,0.682,8.524,1.377,0.831,
48,0.689,8.530,1.473,0.836,
1,0.692,4.192,3.808,0.720,
2,0.717,7.074,3.297,0.766,
3,0.743,8.116,2.571,0.798,
4,0.659,7.507,2.692,0.819,
5,0.694,8.085,2.016,0.820,
6,0.725,8.318,2.170,0.825,
7,0.725,8.697,2.047,0.844,
8,0.748,8.721,2.014,0.765,
9,0.717,7.912,1.725,0.833,
10,0.681,7.902,1.751,0.813,
11,0.698,7.842,1.921,0.806,
12,0.703,8.103,1.788,0.843,
13,0.703,8.182,1.689,0.809,
14,0.708,8.199,1.821,0.838,
15,0.697,8.214,1.493,0.799,
16,0.699,7.862,1.577,0.828,
17,0.691,7.887,1.645,0.830,
18,0.692,7.865,1.566,0.817,
19,0.703,7.890,1.643,0.809,
20,0.698,7.877,1.542,0.797,
21,0.690,8.260,1.628,0.806,
22,0.682,8.228,1.647,0.816,
23,0.681,8.278,1.487,0.839,
24,0.673,8.240,1.716,0.822,
25,0.655,8.230,1.668,0.796,
26,0.694,8.543,1.437,1.053,
