nVectors,memcpyOut,plan,execu,memcpyIn
1,0.407,36.294,1.326,0.172,
1,0.092,0.205,0.188,0.078,
1,0.140,0.406,0.201,0.094,
1,0.141,0.338,0.198,0.097,
1,0.140,0.392,0.104,0.076,
1,0.155,0.431,0.182,0.112,
1,0.141,0.388,0.134,0.092,
1,0.131,0.426,0.173,0.074,
1,0.126,0.377,0.122,0.074,
1,0.128,0.419,0.103,0.075,
1,0.082,0.409,0.104,0.089,
1,0.146,0.392,0.172,0.131,
1,0.152,0.382,0.174,0.132,
1,0.152,0.379,0.172,0.135,
1,0.142,0.368,0.176,0.131,
1,0.142,0.369,0.173,0.130,
1,0.142,0.366,0.182,0.131,
1,0.141,0.367,0.220,0.167,
1,0.165,0.457,0.217,0.169,
1,0.164,0.466,0.215,0.132,
1,0.163,0.468,0.217,0.131,
1,0.165,0.458,0.215,0.131,
1,0.167,0.459,0.223,0.132,
1,0.167,0.455,0.214,0.130,
1,0.165,0.458,0.214,0.131,
1,0.166,0.460,0.212,0.131,
1,0.164,0.460,0.217,0.167,
1,0.187,0.471,0.195,0.161,
1,0.186,0.468,0.196,0.180,
1,0.176,0.458,0.196,0.175,
1,0.174,0.455,0.196,0.165,
1,0.174,0.456,0.204,0.164,
1,0.176,0.457,0.213,0.163,
1,0.175,0.451,0.198,0.162,
1,0.176,0.468,0.195,0.164,
1,0.174,0.468,0.197,0.162,
1,0.174,0.458,0.207,0.164,
1,0.174,0.459,0.194,0.165,
1,0.174,0.460,0.198,0.163,
1,0.173,0.460,0.197,0.163,
1,0.189,0.487,0.195,0.163,
1,0.189,0.468,0.194,0.166,
1,0.174,0.470,0.195,0.175,
1,0.174,0.455,0.193,0.175,
1,0.174,0.456,0.207,0.163,
1,0.175,0.460,0.207,0.164,
1,0.174,0.459,0.198,0.163,
1,0.172,0.465,0.195,0.163,
1,0.174,0.466,0.202,0.164,
1,0.174,0.460,0.218,0.166,
1,0.171,0.461,0.196,0.164,
1,0.174,0.460,0.193,0.164,
1,0.173,0.609,0.198,0.162,
1,0.175,0.474,0.196,0.181,
1,0.186,0.457,0.196,0.171,
1,0.175,0.453,0.193,0.157,
1,0.175,0.455,0.199,0.164,
1,0.174,0.454,0.205,0.163,
1,0.173,0.457,0.197,0.164,
1,0.174,0.477,0.197,0.165,
1,0.174,0.467,0.194,0.164,
1,0.175,0.456,0.218,0.164,
1,0.174,0.461,0.196,0.164,
1,0.178,0.454,0.195,0.163,
1,0.173,0.457,0.204,0.165,
1,0.171,0.470,0.196,0.163,
1,0.184,0.468,0.195,0.163,
1,0.176,0.466,0.196,0.183,
1,0.200,0.455,0.196,0.174,
1,0.174,0.460,0.206,0.164,
1,0.176,0.460,0.207,0.163,
1,0.173,0.455,0.196,0.161,
1,0.173,0.447,0.196,0.167,
1,0.173,0.467,0.196,0.164,
1,0.172,0.466,0.194,0.164,
1,0.173,0.457,0.204,0.164,
1,0.176,0.456,0.195,0.163,
1,0.175,0.460,0.195,0.163,
1,0.173,0.469,0.199,0.163,
1,0.193,0.469,0.196,0.162,
1,0.185,0.466,0.207,0.163,
1,0.176,0.467,0.192,0.173,
1,0.172,0.457,0.198,0.175,
1,0.176,0.453,0.203,0.164,
1,0.182,0.457,0.208,0.163,
1,0.174,0.456,0.196,0.164,
1,0.173,0.468,0.201,0.167,
1,0.175,0.464,0.192,0.162,
1,0.174,0.456,0.201,0.163,
1,0.173,0.469,0.194,0.164,
1,0.173,0.457,0.194,0.161,
1,0.172,0.455,0.193,0.165,
1,0.174,0.465,0.192,0.162,
1,0.182,0.466,0.195,0.162,
1,0.185,0.472,0.195,0.162,
1,0.177,0.466,0.191,0.185,
1,0.176,0.453,0.202,0.174,
1,0.175,0.459,0.204,0.165,
1,0.174,0.460,0.204,0.166,
1,0.173,0.452,0.195,0.162,
2,0.173,49.730,0.304,0.082,
