device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,1,1,8,175.58,0.096,0.003,768.789,0.006,3.45
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,2,1,8,177.932,0.08,0.003,416.212,0.01,3.31
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,4,1,8,178.532,0.085,0.002,255.499,0.01,3.171
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,8,1,8,179.182,0.082,0.002,191.986,0.011,4.734
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,16,1,8,178.792,0.087,0.002,146.915,0.01,4.854
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,32,1,8,178.755,0.09,0.002,115.114,0.006,4.984
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,64,1,8,178.979,0.086,0.003,100.186,0.005,5.19
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,128,1,8,181.35,0.086,0.002,98.367,0.006,5.432
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,256,1,8,178.639,0.086,0.002,96.787,0.006,4.912
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,1,1,8,178.715,0.089,0.003,414.407,0.006,3.028
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,2,1,8,178.331,0.083,0.002,266.135,0.005,3.032
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,4,1,8,178.45,0.085,0.003,195.951,0.005,3.762
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,8,1,8,178.813,0.086,0.002,151.295,0.005,5.577
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,16,1,8,179.118,0.085,0.002,116.398,0.006,5.602
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,32,1,8,178.874,0.087,0.002,95.988,0.006,5.183
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,64,1,8,179.175,0.088,0.002,102.239,0.006,5.574
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,128,1,8,179.961,0.084,0.003,96.199,0.005,5.524
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,1,1,8,178.826,0.091,0.002,253.418,0.006,3.063
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,2,1,8,178.585,0.086,0.002,192.773,0.006,4.663
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,4,1,8,179.055,0.081,0.002,146.402,0.006,4.546
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,8,1,8,178.727,0.083,0.003,114.545,0.013,5.337
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,16,1,8,178.986,0.085,0.002,95.874,0.011,5.53
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,32,1,8,178.662,0.083,0.002,96.024,0.005,5.064
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,4,64,1,8,178.634,0.087,0.002,95.592,0.012,5.02
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,8,1,1,8,179.011,0.084,0.002,197.407,0.01,4.535
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,8,2,1,8,178.663,0.089,0.002,147.72,0.01,4.682
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,8,4,1,8,178.744,0.087,0.003,115.609,0.006,4.704
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,8,8,1,8,179.905,0.082,0.003,101.806,0.011,5.509
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,8,16,1,8,179.429,0.083,0.003,96.125,0.005,5.005
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,8,32,1,8,178.936,0.09,0.002,96.241,0.009,4.836
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,16,1,1,8,178.817,0.087,0.002,148.662,0.006,4.496
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,16,2,1,8,178.736,0.085,0.003,114.777,0.007,5.146
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,16,4,1,8,178.559,0.085,0.002,97.595,0.006,4.471
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,16,8,1,8,178.54,0.087,0.003,95.308,0.006,5.156
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,16,16,1,8,180.026,0.086,0.003,101.853,0.006,5.542
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,32,1,1,8,179.909,0.087,0.003,109.971,0.007,4.531
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,32,2,1,8,178.648,0.086,0.003,95.477,0.007,4.676
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,32,4,1,8,178.879,0.083,0.002,98.549,0.007,5.782
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,32,8,1,8,181.922,0.088,0.002,96.842,0.01,4.993
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,64,1,1,8,179.437,0.087,0.002,96.348,0.006,5.512
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,64,2,1,8,178.629,0.086,0.002,95.614,0.005,4.986
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,64,4,1,8,180.254,0.085,0.003,95.96,0.011,4.896
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,128,1,1,8,178.686,0.09,0.002,96.207,0.005,5.326
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,128,2,1,8,178.592,0.088,0.002,95.276,0.006,5.565
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,256,1,1,8,178.671,0.075,0.003,94.871,0.006,4.973
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,1,1,8,174.831,0.087,0.003,748.635,0.009,3.269
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,2,1,8,177.655,0.081,0.002,414.014,0.009,2.991
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,4,1,8,177.956,0.078,0.003,273.337,0.009,3.663
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,8,1,8,178.572,0.087,0.002,194.954,0.009,5.101
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,16,1,8,178.481,0.083,0.001,146.844,0.006,4.618
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,32,1,8,179.937,0.081,0.003,114.523,0.009,5.145
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,64,1,8,178.531,0.079,0.002,94.252,0.005,5.499
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,128,1,8,178.832,0.08,0.002,93.224,0.005,5.564
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,1,256,1,8,180.427,0.086,0.002,97.621,0.005,4.822
AMD Firepro W9100,MonteCarloAsian,TWO_D,512,1024,4,2,1,1,8,178.804,0.084,0.003,415.73,0.009,2.962
