device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,1,1,27,293.374,18.679,0.003,6789.38,21.501,6.577
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,2,1,27,361.048,13.118,0.003,3468.31,24.349,3.101
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,4,1,27,360.151,23.094,0.002,1755.24,25.222,3.125
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,8,1,27,363.336,22.096,0.002,894.773,26.33,2.887
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,16,1,27,371.378,24.254,0.002,845.947,20.801,3.016
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,32,1,27,291.844,28.094,0.004,1420.97,24.14,3.113
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,64,1,27,360.375,27.644,0.003,1351.06,21.883,2.995
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,128,1,27,336.511,22.588,0.002,2038.7,24.478,3.125
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,1,256,1,27,355.617,23.794,0.003,4171.92,22.29,3.127
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,2,1,1,27,378.427,13.808,0.002,3459.78,17.939,3.031
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,2,2,1,27,350.772,16.51,0.003,1756.16,19.414,2.887
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,2,4,1,27,364.175,16.403,0.002,874.432,20.835,2.936
AMD Firepro W9100,MatrixMultiplication,TWO_D,2709,2709,2709,2,8,1,27,352.787,16.285,0.003,509.793,18.706,2.567
