device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,178.478,41.874,0.006,459.053,0.002,6.427
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,178.503,40.794,0.004,394.853,0.001,5.701
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,184.651,41.271,0.007,377.788,0.001,5.726
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,177.704,39.555,0.006,371.392,0.001,5.74
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,177.476,39.245,0.004,374.733,0.001,5.853
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,177.7,40.469,0.004,368.421,0.002,5.728
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,177.727,39.315,0.004,373.699,0.001,5.734
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,178.637,40.013,0.004,369.187,0.001,5.73
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,178.074,40.769,0.007,375.356,0.001,5.735
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,183.478,41.9,0.004,453.485,0.002,7.282
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,183.851,40.283,0.006,400.664,0.001,6.523
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,186.66,40.549,0.007,377.417,0.001,6.499
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,184.217,40.741,0.007,375.229,0.001,6.547
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,183.635,40.387,0.006,379.437,0.001,6.514
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,190.937,41.607,0.006,378.636,0.001,6.542
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,183.964,40.655,0.007,379.022,0.001,6.529
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,184.011,40.522,0.006,379.631,0.002,6.545
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,183.887,39.687,0.005,380.063,0.001,6.59
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,181.33,40.717,0.004,385.249,0.002,10.682
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,187.634,34.042,0.006,319.18,0.001,9.511
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,187.82,43.382,0.031,299.596,0.001,9.429
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,188.002,43.395,0.006,307.816,0.001,9.468
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,187.729,42.829,0.007,317.196,0.002,9.499
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,187.77,41.479,0.005,311.691,0.001,9.25
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,189.063,41.219,0.004,307.712,0.002,9.566
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,187.687,42.484,0.006,322.58,0.002,9.414
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,187.16,43.212,0.008,318.814,0.001,9.333
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,182.019,41.068,0.005,413.486,0.002,8.104
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,193.62,40.539,0.007,357.586,0.001,6.781
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,191.37,40.995,0.007,332.026,0.001,6.872
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,190.721,40.889,0.007,328.424,0.002,6.78
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,190.695,39.936,0.004,340.936,0.002,6.807
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,190.8,41.239,0.004,332.757,0.002,6.861
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,191.391,41.173,0.007,339.323,0.001,6.848
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,190.507,40.319,0.004,332.667,0.001,6.794
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,190.704,39.888,0.004,330.941,0.002,6.804
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,189.364,41.972,0.006,418.878,0.001,7.595
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,191.799,40.819,0.007,360.229,0.001,6.954
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,189.399,41.165,0.007,332.648,0.002,6.926
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,189.328,42.068,0.007,330.2,0.001,6.901
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,16,1,1,12,189.268,40.668,0.004,331.661,0.001,6.92
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,32,1,1,12,190.189,42.266,0.006,340.554,0.002,6.751
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,64,1,1,12,189.318,40.417,0.007,338.252,0.001,6.912
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,128,1,1,12,189.459,40.47,0.007,336.89,0.002,6.89
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,256,1,1,12,190.211,40.929,0.006,333.701,0.001,6.889
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,1,1,1,12,188.877,41.854,0.007,420.833,0.001,6.861
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,2,1,1,12,184.908,41.31,0.003,370.283,0.002,6.47
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,4,1,1,12,179.769,41.021,0.007,352.619,0.001,6.469
AMD Firepro W9100,FluidSimulation,ONE_D,11,1254,1254,3,8,1,1,12,180.164,40.18,0.006,351.502,0.001,6.448
