device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.26,2.92,0.002,5.351,3.604,0.045
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,43.451,2.619,0.002,2.993,1.182,0.039
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,41.468,3.148,0.003,1.689,1.156,0.039
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,8,1,1,4,43.075,3.055,0.002,1.074,1.109,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,16,1,1,4,44.271,2.602,0.002,0.619,1.076,0.034
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,32,1,1,4,43.289,2.915,0.002,0.469,1.086,0.033
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,64,1,1,4,43.357,3.009,0.001,0.303,1.177,0.06
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,128,1,1,4,39.543,2.935,0.002,0.309,1.173,0.062
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,256,1,1,4,43.251,3.116,0.001,0.285,1.176,0.065
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.547,2.892,0.002,5.394,3.554,0.05
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,44.411,2.635,0.002,3.02,1.196,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,43.74,2.946,0.002,1.734,1.204,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,8,1,1,4,43.284,2.723,0.002,1.094,1.217,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,16,1,1,4,44.248,3.164,0.002,0.726,1.099,0.04
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,32,1,1,4,43.922,3.301,0.002,0.476,1.185,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,64,1,1,4,43.905,2.635,0.002,0.306,1.15,0.04
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,128,1,1,4,43.04,3.213,0.002,0.294,1.143,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,256,1,1,4,39.573,2.989,0.002,0.281,1.08,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.365,3.58,0.002,5.35,1.254,0.76
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,42.558,3.214,0.002,2.985,2.989,0.046
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,40.083,2.978,0.003,1.753,1.196,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,8,1,1,4,41.084,2.918,0.002,1.037,1.13,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,16,1,1,4,43.242,3.387,0.002,0.71,1.142,0.043
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,32,1,1,4,44.229,2.934,0.003,0.466,1.114,0.047
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,64,1,1,4,43.33,3.006,0.002,0.331,1.164,0.043
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,128,1,1,4,43.264,3.112,0.002,0.281,1.068,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,256,1,1,4,41.12,3.418,0.001,0.316,1.086,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.77,3.451,0.002,5.301,1.273,0.045
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,42.044,3.368,0.002,3.021,1.276,0.04
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,41.163,3.451,0.002,1.772,1.25,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,8,1,1,4,42.641,3.449,0.002,1.055,1.304,0.061
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,16,1,1,4,46.764,2.903,0.002,0.673,1.134,0.041
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,32,1,1,4,41.509,3.347,0.002,0.458,1.169,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,64,1,1,4,43.929,3.443,0.001,0.313,1.14,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,128,1,1,4,43.93,2.873,0.001,0.274,1.246,0.052
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,256,1,1,4,43.236,3.073,0.002,0.277,1.126,0.04
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.328,2.867,0.007,5.462,0.805,0.043
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,39.981,2.649,0.003,3.011,1.022,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,41.348,3.309,0.003,1.76,1.02,0.035
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,8,1,1,4,42.794,3.356,0.003,1.097,1.025,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,16,1,1,4,43.692,3.264,0.002,0.704,1.058,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,32,1,1,4,43.86,2.583,0.003,0.431,0.992,0.049
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,64,1,1,4,42.597,2.83,0.002,0.328,1.031,0.05
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,128,1,1,4,39.449,2.779,0.001,0.283,0.763,0.034
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,256,1,1,4,42.59,2.678,0.003,0.312,1.082,0.05
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.689,2.967,0.011,5.53,1.142,0.053
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,43.885,3.272,0.001,3.008,1.066,0.046
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,45.907,3.012,0.003,1.745,1.023,0.053
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,8,1,1,4,44.834,3.267,0.003,1.06,1.037,0.054
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,16,1,1,4,44.165,2.832,0.003,0.722,1.111,0.037
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,32,1,1,4,43.754,3.234,0.001,0.402,1.058,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,64,1,1,4,39.42,3.091,0.003,0.306,1.053,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,128,1,1,4,43.207,3.301,0.003,0.281,1.059,0.036
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,256,1,1,4,43.501,3.165,0.003,0.31,1.009,0.054
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,1,1,1,4,40.696,3.247,0.008,5.521,1.104,0.045
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,2,1,1,4,41.786,2.691,0.002,2.855,1.092,0.061
AMD Firepro W9100,VectorAdd,ONE_D,1.04858e+06,4,1,1,4,46.522,3.278,0.002,1.714,0.98,0.053
