device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0,0,0.819,0,0.075
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0,0.001,0,0.518,0.001,0.065
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0,0,0,0.466,0.001,0.056
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0,0,0,0.496,0,0.061
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0,0.466,0.001,0.059
AMD Firepro W9100,Empty,ONE_D,32,1,1,36,0,0,0,0.415,0,0.056
AMD Firepro W9100,Empty,ONE_D,64,1,1,36,0,0,0,0.464,0.001,0.059
AMD Firepro W9100,Empty,ONE_D,128,1,1,36,0,0,0,0.416,0,0.056
AMD Firepro W9100,Empty,ONE_D,256,1,1,36,0,0,0,0.462,0,0.059
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0,0,0.774,0.001,0.063
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0,0,0,0.357,0,0.022
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0,0,0.001,0.254,0,0.019
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0,0,0,0.252,0,0.018
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0,0.347,0,0.019
AMD Firepro W9100,Empty,ONE_D,32,1,1,36,0,0,0.001,0.249,0,0.018
AMD Firepro W9100,Empty,ONE_D,64,1,1,36,0,0,0,0.31,0.001,0.046
AMD Firepro W9100,Empty,ONE_D,128,1,1,36,0,0,0,0.342,0,0.02
AMD Firepro W9100,Empty,ONE_D,256,1,1,36,0,0,0,0.25,0,0.019
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0,0,0.702,0.001,0.03
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0,0,0,0.275,0,0.024
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0,0,0,0.292,0,0.024
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0,0,0,0.322,0,0.024
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0,0.318,0,0.022
AMD Firepro W9100,Empty,ONE_D,32,1,1,36,0,0,0,0.317,0.001,0.026
AMD Firepro W9100,Empty,ONE_D,64,1,1,36,0.001,0,0,0.311,0,0.024
AMD Firepro W9100,Empty,ONE_D,128,1,1,36,0.001,0,0.001,0.295,0.001,0.023
AMD Firepro W9100,Empty,ONE_D,256,1,1,36,0,0,0,0.364,0.001,0.043
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0.001,0,0.764,0.001,0.063
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0,0,0,0.267,0,0.021
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0.001,0,0,0.35,0,0.02
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0.001,0,0,0.254,0,0.018
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0.001,0.32,0,0.045
AMD Firepro W9100,Empty,ONE_D,32,1,1,36,0,0,0,0.337,0,0.019
AMD Firepro W9100,Empty,ONE_D,64,1,1,36,0,0,0,0.253,0,0.018
AMD Firepro W9100,Empty,ONE_D,128,1,1,36,0,0,0,0.375,0,0.043
AMD Firepro W9100,Empty,ONE_D,256,1,1,36,0,0,0,0.316,0,0.019
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0,0,0.728,0.001,0.061
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0.001,0.001,0,0.266,0.001,0.02
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0,0,0,0.382,0,0.02
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0,0,0.001,0.252,0,0.018
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0,0.217,0,0.018
AMD Firepro W9100,Empty,ONE_D,32,1,1,36,0,0,0.001,0.338,0.001,0.045
AMD Firepro W9100,Empty,ONE_D,64,1,1,36,0,0,0,0.221,0,0.019
AMD Firepro W9100,Empty,ONE_D,128,1,1,36,0,0,0,0.22,0,0.018
AMD Firepro W9100,Empty,ONE_D,256,1,1,36,0,0,0,0.376,0.001,0.045
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0,0,0.639,0.001,0.03
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0,0,0,0.273,0,0.024
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0,0,0,0.297,0,0.028
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0,0,0,0.33,0.001,0.023
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0,0.349,0,0.023
AMD Firepro W9100,Empty,ONE_D,32,1,1,36,0,0,0,0.317,0,0.023
AMD Firepro W9100,Empty,ONE_D,64,1,1,36,0,0,0,0.262,0,0.039
AMD Firepro W9100,Empty,ONE_D,128,1,1,36,0,0.001,0,0.325,0.001,0.022
AMD Firepro W9100,Empty,ONE_D,256,1,1,36,0,0,0,0.315,0.001,0.041
AMD Firepro W9100,Empty,ONE_D,1,1,1,36,0,0,0,0.697,0.001,0.059
AMD Firepro W9100,Empty,ONE_D,2,1,1,36,0,0,0,0.268,0,0.02
AMD Firepro W9100,Empty,ONE_D,4,1,1,36,0,0,0,0.372,0,0.019
AMD Firepro W9100,Empty,ONE_D,8,1,1,36,0,0,0,0.253,0,0.018
AMD Firepro W9100,Empty,ONE_D,16,1,1,36,0,0,0,0.254,0,0.018
