device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,1,1,1,19,101.836,14.099,0.002,6110.5,5.714,2.059
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,2,1,1,19,124.656,12.945,0.001,3057.83,5.724,0.127
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,4,1,1,19,104.712,12.902,0.002,1531.39,5.728,0.124
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,8,1,1,19,127.73,13.103,0.001,765.58,5.705,0.123
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,16,1,1,19,102.868,10.3,0.002,383.721,5.728,0.059
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,32,1,1,19,100.729,13.448,0.001,195.334,5.845,0.059
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,64,1,1,19,103.842,12.788,0.003,130.308,5.722,0.109
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,128,1,1,19,102.232,10.233,0.001,128.983,4.943,0.116
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,256,1,1,19,104.517,12.791,0.003,126.17,5.738,0.11
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,1,1,1,19,104.96,23.873,0.002,6110.48,6.497,2.436
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,2,1,1,19,120.942,21.099,0.002,3057.61,6.532,0.96
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,4,1,1,19,125.267,19.984,0.001,1530.84,6.494,0.939
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,8,1,1,19,126.776,22.752,0.001,765.636,6.42,0.99
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,16,1,1,19,136.703,22.333,0.002,383.866,6.489,0.966
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,32,1,1,19,112.292,24.218,0.001,195.436,6.72,0.515
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,64,1,1,19,102.874,23.56,0.002,130.454,6.469,0.953
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,128,1,1,19,106.201,16.96,0.001,129.004,6.537,0.921
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,256,1,1,19,106.36,17.143,0.001,135.74,7.485,0.492
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,1,1,1,19,106.275,14.051,0.001,6110.59,5.888,1.573
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,2,1,1,19,139.067,13.443,0.001,3057.85,5.908,0.119
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,4,1,1,19,114.613,12.916,0.001,1531.37,5.893,0.118
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,8,1,1,19,129.009,13.485,0.001,765.601,5.953,0.057
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,16,1,1,19,102.195,13.237,0.002,383.808,5.613,0.059
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,32,1,1,19,100.642,13.004,0.002,195.443,5.859,0.057
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,64,1,1,19,102.019,10.132,0.001,130.277,4.848,0.05
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,128,1,1,19,103.91,12.391,0.002,129.154,5.855,0.056
AMD Firepro W9100,Convolution,ONE_D,2289,2289,64,64,256,1,1,19,102.838,10.516,0.001,126.001,5.86,0.057
