device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2096.49,122.593,0.002,271.815,11.201,19.609
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2101.07,109.248,0.003,135.863,11.021,9.581
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2109.98,106.766,0.002,68.303,11.067,10.461
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2098.3,90.97,0.003,34.528,8.113,17.15
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2094.72,84.233,0.002,17.546,7.481,9.395
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2087.26,84.283,0.003,9.293,7.428,9.381
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2096.27,84.488,0.002,5.006,7.481,9.402
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2088.14,91.081,0.002,5.124,7.471,17.173
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2091.59,85.264,0.002,5.562,7.548,9.524
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2098.16,110.599,0.004,272.629,28.094,17.715
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2098.92,107.629,0.021,136.022,26.141,17.602
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2103.53,110.138,0.004,68.559,23.517,16.727
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2103.35,108.749,0.004,34.775,23.865,16.566
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2097.92,112.57,0.002,17.918,25.55,10.159
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2100.83,110.727,0.004,9.671,22.7,16.61
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2099.42,109.76,0.004,5.326,25.092,16.735
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2102.95,111.165,0.003,5.408,24.776,16.532
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2098.46,110.262,0.002,5.826,26.251,10.242
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2098.9,111.202,0.003,271.792,27.132,20.126
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2108.97,114.189,0.003,136.03,24.621,10.011
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2098.52,108.191,0.004,68.553,24.688,16.923
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2100.84,109.226,0.003,34.696,25.699,10.001
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2100.5,113.414,0.002,17.923,26.497,10.033
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2101.47,107.613,0.002,9.62,24.938,9.992
AMD Firepro W9100,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2099.51,111.017,0.004,5.329,24.39,16.71
