device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,1,1,1,840,5630.48,242.215,0.005,48.738,0.026,48.467
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,2,1,1,840,5635.43,245.154,0.004,24.767,0.025,48.955
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,4,1,1,840,5632.34,241.298,0.004,12.865,0.028,48.979
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,8,1,1,840,5629.92,244.464,0.004,6.844,0.033,47.534
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,16,1,1,840,5630.42,245.128,0.004,3.864,0.036,48.989
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,32,1,1,840,5636.38,241.313,0.005,2.386,0.027,47.61
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,64,1,1,840,5640,242.788,0.005,1.531,0.023,47.486
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,128,1,1,840,5632.46,239.539,0.003,0.908,0.033,32.713
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,256,1,1,840,5635.33,246.662,0.005,0.821,0.025,50.36
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,1,1,1,840,5635.77,237.515,0.005,48.787,0.032,50.543
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,2,1,1,840,5637.68,250.85,0.006,24.894,0.049,49.079
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,4,1,1,840,5634.71,239.919,0.004,12.808,0.024,49.101
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,8,1,1,840,5653.05,246.729,0.004,6.877,0.034,51.91
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,16,1,1,840,5690.62,234.674,0.002,3.866,0.048,20.288
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,32,1,1,840,5641.19,240.845,0.003,2.312,0.039,35.044
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,64,1,1,840,5644.49,237.113,0.002,1.542,0.043,20.151
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,128,1,1,840,5639.78,238.629,0.053,0.974,0.041,34.992
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,256,1,1,840,5640.28,234.144,0.003,0.771,0.041,36.41
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,1,1,1,840,5629.98,238.208,0.018,48.583,0.032,33.472
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,2,1,1,840,5635.29,239.276,0.003,24.85,0.02,49.749
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,4,1,1,840,5685.48,235.583,0.003,12.798,0.04,36.487
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,8,1,1,840,5650.86,234.777,0.004,6.778,0.039,28.064
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,16,1,1,840,5635.02,233.199,0.004,3.901,0.042,35.087
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,32,1,1,840,5637.15,237.801,0.004,2.289,0.041,35.05
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,64,1,1,840,5637.16,237.719,0.003,1.522,0.04,35.02
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,128,1,1,840,5634.92,237.728,0.004,0.92,0.042,35.05
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,256,1,1,840,5636.53,234.572,0.004,0.719,0.029,35.025
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,1,1,1,840,5635.04,236.903,0.004,48.666,0.052,35.474
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,2,1,1,840,5642.83,237.398,0.004,24.74,0.043,37.057
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,4,1,1,840,5779.96,247.7,0.004,12.875,0.02,46.133
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,8,1,1,840,5641.71,234.26,0.004,7.163,0.021,49.606
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,16,1,1,840,5636.96,242.84,0.004,3.922,0.022,49.607
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,32,1,1,840,5650.17,233.821,0.004,2.217,0.04,35.116
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,64,1,1,840,5635.06,238.84,0.005,1.482,0.04,35.129
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,128,1,1,840,5634.28,233.417,0.004,0.932,0.03,48.436
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,256,1,1,840,5797.95,236.587,0.005,0.841,0.019,49.735
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,1,1,1,840,5649.47,242.075,0.004,48.685,0.032,50.119
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,2,1,1,840,5686.63,232.03,0.004,24.621,0.042,35.158
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,4,1,1,840,5638.94,234.349,0.005,12.75,0.042,21.72
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,8,1,1,840,5632.38,236.458,0.005,6.77,0.049,34.99
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,16,1,1,840,5635.91,234.793,0.003,3.755,0.043,35.018
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,32,1,1,840,5639.08,233.12,0.003,2.115,0.025,34.986
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,64,1,1,840,5635.75,240.518,0.004,1.555,0.041,35.009
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,128,1,1,840,5636.33,233.162,0.004,0.953,0.04,34.981
AMD Firepro W9100,Uux3a,ONE_D,1.101e+07,256,1,1,840,5642.9,238.799,0.004,0.76,0.04,35.004
