device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Computation,ONE_D,385,181,1,1,1,448,0.006,0,0.002,0.822,0.001,0.086
AMD Firepro W9100,Computation,ONE_D,385,181,2,1,1,448,0.004,0,0.001,0.442,0,0.027
AMD Firepro W9100,Computation,ONE_D,385,181,4,1,1,448,0.003,0,0,0.39,0,0.027
AMD Firepro W9100,Computation,ONE_D,385,181,8,1,1,448,0.003,0,0,0.41,0,0.027
AMD Firepro W9100,Computation,ONE_D,385,181,16,1,1,448,0.004,0,0.001,0.38,0,0.026
AMD Firepro W9100,Computation,ONE_D,385,181,32,1,1,448,0.003,0,0,0.399,0,0.054
AMD Firepro W9100,Computation,ONE_D,385,181,64,1,1,448,0.003,0,0,0.4,0,0.026
AMD Firepro W9100,Computation,ONE_D,385,181,128,1,1,448,0.003,0,0,0.376,0,0.026
AMD Firepro W9100,Computation,ONE_D,385,181,256,1,1,448,0.003,0,0.001,0.411,0.001,0.025
