device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,1,2,33.3474,313.118,10.698,0.002,21.433,21.385,3.322
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,1,33.3474,315.149,10.685,0.002,20.486,22.164,3.173
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,2,33.3474,320.542,8.484,0.002,10.821,19.917,2.013
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,1,33.3474,311.176,10.648,0.002,20.516,19.692,3.14
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,2,33.3474,320.089,9.816,0.002,11.253,22.813,1.683
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,1,33.3474,310.941,10.7,0.002,11.736,20.887,3.728
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,2,33.3474,319.205,8.301,0.001,6.186,21.629,1.646
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,1,2,33.3474,313.287,10.218,0.001,20.601,20.431,3.657
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,1,33.3474,313.068,9.348,0.001,20.277,20.345,3.639
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,2,33.3474,322.079,10.211,0.001,11.091,21.088,2.497
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,1,33.3474,315.052,10.691,0.002,20.418,22.245,3.621
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,2,33.3474,323.839,10.023,0.001,11.123,22.358,1.763
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,1,33.3474,314.178,9.338,0.002,10.915,19.787,3.996
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,2,33.3474,321.281,9.787,0.002,6.332,23.343,2.504
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,1,2,33.3474,349.648,10.105,0.004,20.9,16.53,2.72
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,1,33.3474,340.282,9.88,0.004,20.871,18.372,3.572
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,2,33.3474,350.314,7.812,0.003,11.382,16.391,1.502
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,1,33.3474,322.248,10.732,0.001,20.425,21.925,3.712
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,2,33.3474,352.688,10.198,0.002,11.177,22.156,1.972
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,1,33.3474,324.378,11.007,0.002,11.025,19.74,3.699
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,2,33.3474,351.467,9.915,0.001,7.067,22.592,2.001
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,1,2,33.3474,318.61,10.891,0.001,20.605,20.995,3.281
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,1,33.3474,312.147,9.27,0.002,20.321,20.29,3.128
AMD Firepro W9100,Array3dAverage,THREE_D,206,1,2,2,33.3474,323.009,10.173,0.002,11.868,20.833,1.983
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,1,33.3474,309.622,9.192,0.001,20.294,23.649,2.541
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,1,2,33.3474,321.85,10.179,0.001,11.155,20.565,1.995
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,1,33.3474,313.941,10.674,0.002,11.123,23.776,3.706
AMD Firepro W9100,Array3dAverage,THREE_D,206,2,2,2,33.3474,325.716,10.169,0.002,6.386,23.287,1.651
