device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,1,4,20.7969,184.533,7.651,0.002,7.498,6.159,0.941
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,1,8,20.7969,182.574,5.974,0.001,3.443,4.764,0.059
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,1,16,20.7969,183.635,7.012,0.002,2.976,6.185,0.089
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,2,4,20.7969,194.264,6.593,0.002,3.952,4.754,1.33
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,2,8,20.7969,185.006,6.929,0.002,2.692,6.095,0.059
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,2,16,20.7969,182.611,7.634,0.002,3.303,6.119,0.06
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,4,1,20.7969,183.346,7.694,0.002,7.026,6.17,0.693
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,4,2,20.7969,181.419,5.722,0.001,3.404,4.814,0.056
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,4,4,20.7969,183.428,7.161,0.002,3.048,6.195,0.059
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,4,8,20.7969,183.808,6.913,0.001,3.247,6.141,0.058
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,4,16,20.7969,183.833,6.765,0.002,3.533,6.126,0.056
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,8,1,20.7969,180.319,7.081,0.001,4.069,6.15,0.695
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,8,2,20.7969,181.152,6.022,0.002,3.071,4.771,0.059
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,8,4,20.7969,183.365,6.799,0.001,3.319,6.302,0.117
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,8,8,20.7969,184.336,6.849,0.002,3.581,6.088,0.102
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,8,16,20.7969,183.684,7.329,0.002,3.588,6.101,0.06
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,16,1,20.7969,180.612,6.626,0.001,3.908,6.152,0.369
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,16,2,20.7969,181.669,6.823,0.002,3.341,6.081,0.06
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,16,4,20.7969,183.14,7.249,0.002,3.603,6.1,0.111
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,16,8,20.7969,183.061,7.149,0.001,3.595,6.116,0.06
AMD Firepro W9100,Array3dAverage,THREE_D,176,1,16,16,20.7969,183.444,6.722,0.002,3.647,6.202,0.059
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,1,4,20.7969,183.756,6.14,0.001,3.898,4.718,1.098
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,1,8,20.7969,183.871,7.178,0.001,2.109,6.11,0.058
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,1,16,20.7969,184.494,7.157,0.001,1.969,6.103,0.06
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,2,4,20.7969,185.895,6.728,0.002,2.546,6.237,1.319
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,2,8,20.7969,184.171,6.837,0.002,1.883,6.097,0.062
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,2,16,20.7969,184.404,6.724,0.002,1.924,6.165,0.06
AMD Firepro W9100,Array3dAverage,THREE_D,176,2,4,1,20.7969,180.628,6.173,0.002,3.912,4.69,0.678
