device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,1,8,3.375,33.551,1.933,0.001,1.531,0.888,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,1,16,3.375,29.104,1.79,0.001,1.312,0.95,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,1,32,3.375,32.523,1.786,0.001,1.569,0.873,0.053
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,2,8,3.375,29.079,1.835,0.001,1.048,0.957,0.032
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,2,16,3.375,32.208,1.819,0.001,1.055,0.898,0.054
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,2,32,3.375,31.082,1.869,0.002,1.444,0.723,0.031
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,4,8,3.375,31.895,1.858,0.003,1.111,0.996,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,4,16,3.375,32.205,1.825,0.002,1.156,0.876,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,4,32,3.375,29.133,1.788,0.001,1.21,0.875,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,8,1,3.375,33.705,1.768,0.015,1.15,0.969,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,8,2,3.375,32.291,1.973,0.003,1.009,0.987,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,8,4,3.375,29.049,1.863,0.002,1.08,0.979,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,8,8,3.375,32.207,1.868,0.016,1.283,1.013,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,8,16,3.375,31.376,1.859,0.002,1.29,0.976,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,8,32,3.375,32.518,1.839,0.002,1.353,0.965,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,16,1,3.375,29.048,1.875,0.003,1.135,1.017,0.031
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,16,2,3.375,32.254,1.793,0.015,1.131,0.873,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,16,4,3.375,29.062,1.814,0.002,1.225,0.872,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,16,8,3.375,32.45,1.485,0.001,1.335,1.043,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,16,16,3.375,29.166,1.86,0.003,1.219,0.993,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,32,1,3.375,32.847,1.784,0.001,1.284,0.889,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,32,2,3.375,29.205,1.772,0.002,1.192,0.89,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,32,4,3.375,32.259,1.813,0.001,1.123,0.959,0.032
AMD Firepro W9100,Array3dAverage,THREE_D,96,1,32,8,3.375,31.07,1.803,0.002,1.096,0.91,0.054
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,1,8,3.375,30.833,1.761,0.016,0.777,0.902,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,1,16,3.375,31.899,1.723,0.002,1.014,1.037,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,1,32,3.375,29.088,1.734,0.002,1.098,0.976,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,2,8,3.375,31.335,1.877,0.002,0.693,1.008,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,2,16,3.375,31.891,1.861,0.002,0.829,1.006,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,2,32,3.375,29.049,1.837,0.002,0.922,1.026,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,4,8,3.375,32.521,1.853,0.002,0.902,1.007,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,4,16,3.375,32.205,1.854,0.002,0.921,0.987,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,4,32,3.375,29.053,1.872,0.002,0.824,0.998,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,8,1,3.375,31.895,1.795,0.001,1.05,1.042,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,8,2,3.375,31.619,1.795,0.022,0.675,0.731,0.031
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,8,4,3.375,31.63,1.873,0.002,0.904,0.999,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,8,8,3.375,31.704,1.791,0.002,0.863,1.021,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,8,16,3.375,32.253,1.467,0.001,0.773,1.249,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,16,1,3.375,29.096,1.796,0.016,0.743,0.967,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,16,2,3.375,31.898,1.761,0,1.04,0.998,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,16,4,3.375,31.622,1.872,0.002,0.843,0.988,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,16,8,3.375,31.931,1.729,0.002,0.946,0.98,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,32,1,3.375,29.047,1.873,0.004,0.979,0.99,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,32,2,3.375,32.207,1.744,0.001,1.061,1.021,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,2,32,4,3.375,31.659,1.453,0.001,0.777,0.988,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,96,4,1,8,3.375,29.062,1.867,0.003,0.69,1.01,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,96,4,1,16,3.375,31.894,1.871,0.001,0.674,1.091,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,96,4,1,32,3.375,31.332,1.866,0.016,0.7,1.039,0.049
