device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,1,1,1,34,527.483,398.858,0.019,1109.16,0.001,8.893
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,2,1,1,34,533.379,381.342,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,4,1,1,34,528.136,383.694,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,8,1,1,34,526.626,387.337,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,16,1,1,34,526.545,381.006,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,32,1,1,34,525.393,383.064,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,64,1,1,34,524.726,383,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,128,1,1,34,522.444,380.856,0.031,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,256,1,1,34,524.281,383.045,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,512,1,1,34,523.567,383.954,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,1024,1,1,34,523.697,386.511,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,2048,1,1,34,523.695,385.898,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,4096,1,1,34,523.531,389.803,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,8192,1,1,34,525.172,390.167,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,1,1,1,34,576.465,380.996,0.009,935.795,0.001,6.258
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,2,1,1,34,554.006,381.08,0.023,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,4,1,1,34,554.923,378.513,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,8,1,1,34,553.881,380.096,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,16,1,1,34,531.476,383.097,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,32,1,1,34,534.044,380.684,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,64,1,1,34,531.61,380.526,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,128,1,1,34,531.119,383.453,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,256,1,1,34,536.134,384.763,0.027,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,512,1,1,34,529.146,379.733,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,1024,1,1,34,528.765,382.449,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,2048,1,1,34,525.271,384.103,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,4096,1,1,34,524.758,378.851,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,33,2111,2111,3,8192,1,1,34,524.296,378.774,0.018,-1,-1,-1
