device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,1,1,1,8,52.166,11.845,0.008,250443,0.002,4.947
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,2,1,1,8,68.231,15.514,0.005,250446,0.002,4.903
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,4,1,1,8,66.309,13.306,0.006,250653,0.002,5.517
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,8,1,1,8,66.744,15.805,0.006,250939,0.002,4.596
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,16,1,1,8,63.734,15.573,0.006,15048.9,0,4.644
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,32,1,1,8,62.675,11.943,0.005,15131.7,0,4.377
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,64,1,1,8,66.69,14.632,0.005,15343,0.001,4.992
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,128,1,1,8,67.588,12.614,0.005,15771.5,0.001,4.558
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,256,1,1,8,63.944,15.41,0.005,15789.8,0.001,4.639
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,512,1,1,8,62.694,12.516,0.004,17537.1,0.001,4.603
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,1024,1,1,8,64.802,15.446,0.005,21040.6,0.001,4.388
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,2048,1,1,8,59.794,13.664,0.004,21906.2,0,4.49
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,4096,1,1,8,62.835,14.581,0.004,24210.6,0.001,4.875
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,8192,1,1,8,61.82,15.439,0.005,39883.5,0.001,5.783
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,1,1,1,8,45.871,14.345,0.012,250621,0.002,5.649
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,2,1,1,8,67.094,15.818,0.006,250566,0.002,5.984
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,4,1,1,8,64.851,15.94,0.006,250673,0.001,5.053
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,8,1,1,8,64.841,15.349,0.005,250911,0.002,5.823
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,16,1,1,8,66.735,15.889,0.005,15055.3,0,4.975
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,32,1,1,8,59.161,14.752,0.004,15127.9,0,5.246
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,64,1,1,8,65.576,15.081,0.004,15342.8,0.001,6.062
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,128,1,1,8,61.048,15.392,0.004,15770.3,0.002,5.393
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,256,1,1,8,66.312,16.674,0.006,15789.8,0.001,5.71
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,512,1,1,8,65.248,13.322,0.004,17537.8,0.001,5.583
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,1024,1,1,8,64.332,13.099,0.005,21031.3,0.001,5.067
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,2048,1,1,8,62.348,12.077,0.004,21912.2,0,5.447
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,4096,1,1,8,61.212,12.287,0.003,24177.6,0.001,5.877
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,524288,0.005,1,8192,1,1,8,63.218,13.648,0.004,39812.5,0.001,7.871
