device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,122.26,135.624,0.018,426.065,0.001,6.79
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,159.213,112.62,0.015,339.448,0.001,5.826
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,158.01,109.731,0.018,345.742,0.001,3.59
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,157.88,112.828,0.017,356.82,0.002,5.787
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,159.409,106.627,0.016,338.924,0.001,5.582
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,158.7,105.707,0.016,332.147,0.001,6.355
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,157.296,110.966,0.016,342.889,0.001,6.858
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,159.8,110.231,0.02,362.502,0.002,5.291
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,154.25,110.243,0.012,397.784,0.001,5.885
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,512,1,1,8,159.182,108.358,0.015,362.508,0.001,4.818
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,1024,1,1,8,158.322,112.701,0.016,348.247,0.002,6.336
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,2048,1,1,8,156.718,103.344,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,4096,1,1,8,156.725,113.044,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,8192,1,1,8,156.815,112.077,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,132.531,103.324,0.01,315.172,0.001,4.984
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,121.265,97.599,0.018,304.79,0.001,3.522
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,126.136,104.545,0.01,228.008,0.001,3.987
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,115.225,101.775,0.011,245.378,0,3.568
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,120.937,100.245,0.01,306.012,0.001,2.937
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,117.175,105.961,0.009,245.747,0.001,2.809
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,117.044,100.277,0.01,213.889,0.001,2.931
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,116.446,98.667,0.01,327.572,0.002,6.272
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,150.38,109.769,0.018,296.925,0.001,4.314
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,512,1,1,8,154.429,113.798,0.017,284.802,0.001,4.185
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,1024,1,1,8,151.911,108.334,0.015,296.383,0.001,5.929
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,2048,1,1,8,153.879,112.705,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,4096,1,1,8,149.402,105.868,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,8192,1,1,8,150.572,103.55,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,123.033,102.72,0.01,242.83,0.001,4.122
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,125.08,102.112,0.01,255.385,0.001,3.483
