device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,1,1,1,29,164.514,87.094,0.008,2742.53,16.224,1.289
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,2,1,1,29,212.159,78.898,0.01,2715.56,14.324,1.244
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,4,1,1,29,210.71,79.579,0.009,2713.86,14.121,1.355
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,8,1,1,29,207.763,77.002,0.01,2713.64,14.138,1.158
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,16,1,1,29,192.583,76.488,0.011,917.38,14.113,1.246
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,32,1,1,29,195.024,76.999,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,64,1,1,29,163.376,75.558,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,128,1,1,29,170.902,75.25,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,256,1,1,29,161.597,74.559,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,512,1,1,29,165.095,74.965,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,1024,1,1,29,165.626,75.333,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,2048,1,1,29,162.546,74.024,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,4096,1,1,29,165.244,65.133,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,2804,2804,64,64,8192,1,1,29,162.909,74.277,0.01,-1,-1,-1
