device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,1,1,1,18,106.789,16.81,0.013,7.983,15.598,1.913
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,2,1,1,18,124.699,19.601,0.008,6.276,6.531,1.858
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,4,1,1,18,121.336,17.849,0.005,5.499,3.987,1.887
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,8,1,1,18,122.023,17.945,0.004,4.949,1.921,1.999
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,16,1,1,18,127.723,17.686,0.004,4.684,0.817,2.186
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,32,1,1,18,129.286,17.955,0.004,4.293,0.644,1.952
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,64,1,1,18,129.405,17.338,0.005,5.918,0.52,1.961
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,128,1,1,18,126.383,17.349,0.005,5.059,0.219,1.481
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,256,1,1,18,121.033,17.988,0.004,4.024,0.181,1.952
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,512,1,1,18,123.476,17.515,0.003,4.862,0.136,1.99
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,1024,1,1,18,124.519,17.675,0.003,5.782,0.15,1.648
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,2048,1,1,18,124.117,17.461,0.004,7.328,0.224,2.064
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,4096,1,1,18,128.998,17.21,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,8192,1,1,18,135.267,16.2,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,1,1,1,18,98.71,16.012,0.011,7.74,15.793,1.799
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,2,1,1,18,93.094,15.63,0.005,5.982,8.994,2.565
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,4,1,1,18,96.779,14.791,0.006,5.594,4.896,2.099
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,8,1,1,18,99.579,15.625,0.008,4.89,1.193,2.865
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,16,1,1,18,97.031,15.471,0.009,4.666,1.363,2.322
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,32,1,1,18,96.238,14.91,0.004,4.941,0.564,2.217
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,64,1,1,18,96.816,15.692,0.006,5.223,0.394,2.08
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,128,1,1,18,96.609,15.314,0.004,3.926,0.193,2.048
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,256,1,1,18,97.439,15.33,0.004,7.07,0.167,1.7
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,512,1,1,18,96.818,14.962,0.004,5.483,0.191,2.006
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,1024,1,1,18,96.95,14.962,0.003,6.448,0.147,1.786
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,2048,1,1,18,96.096,15.523,0.006,5.45,0.196,1.833
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,4096,1,1,18,97.621,15.595,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.17965e+06,8192,1,1,18,96.543,14.627,0.008,-1,-1,-1
