device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,384.796,263.875,0.019,838.662,0.002,7.299
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,376.048,263.57,0.018,749.09,0.001,7.189
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,376.467,258.291,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,376.087,263.664,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,375.867,264.096,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,376.563,266.971,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,381.098,271.369,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,372.029,274.053,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,371.688,267.775,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,371.761,274.671,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,372.14,273.059,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,2048,1,1,24,376.123,261.506,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,4096,1,1,24,371.876,261.96,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,8192,1,1,24,375.838,264.566,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,1,1,1,24,380.215,275.362,0.016,793.374,0.001,6.79
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,2,1,1,24,377.346,270.372,0.017,779.683,0.001,9.559
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,4,1,1,24,380.03,261.397,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,8,1,1,24,379.827,263.878,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,16,1,1,24,376.336,265.31,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,32,1,1,24,373.48,266.393,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,64,1,1,24,378.117,267.436,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,128,1,1,24,372.551,258.669,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,256,1,1,24,370.163,267.999,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,512,1,1,24,373.43,265.984,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,1024,1,1,24,372.82,263.374,0.024,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,2048,1,1,24,372.565,265.833,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,4096,1,1,24,372.512,266.156,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,24,1774,1774,3,8192,1,1,24,372.306,261.172,0.016,-1,-1,-1
