device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,1,1,19,270.132,32.374,0.011,4292.43,13.702,2.117
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,2,1,19,248.299,29.7,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,4,1,19,202.342,27.606,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,8,1,19,202.78,28.05,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,16,1,19,203.447,28.09,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,32,1,19,202.94,28.013,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,64,1,19,202.605,27.288,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,128,1,19,205.021,28.021,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,256,1,19,203.037,28.219,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,512,1,19,202.635,28.145,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,1024,1,19,202.588,27.286,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,2048,1,19,202.775,27.824,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,4096,1,19,204.432,28.053,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,1,8192,1,19,202.719,28.365,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,1,1,19,202.434,27.95,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,2,1,19,202.828,27.598,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,4,1,19,202.881,28.029,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,8,1,19,202.384,27.86,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,16,1,19,202.564,27.98,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,32,1,19,202.655,28.064,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,64,1,19,204.126,28.104,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,128,1,19,202.689,28.192,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,256,1,19,202.647,28.047,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,512,1,19,202.309,27.766,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,1024,1,19,203.185,28.098,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,2048,1,19,202.524,28.02,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,2,4096,1,19,202.316,28.1,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,1,1,19,205.348,27.344,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,2,1,19,204.238,28.135,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,4,1,19,202.637,28.037,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,8,1,19,202.899,28.088,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,16,1,19,202.451,27.256,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,32,1,19,202.945,28.002,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,64,1,19,205.387,28.039,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,128,1,19,202.271,28.055,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,256,1,19,202.658,27.33,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,512,1,19,203.747,28.289,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,1024,1,19,202.79,27.797,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,4,2048,1,19,202.869,28.122,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,1,1,19,202.692,27.532,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,2,1,19,202.933,27.994,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,4,1,19,202.607,28.083,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,8,1,19,202.311,28.099,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,16,1,19,203.448,27.668,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,32,1,19,203.633,27.577,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,64,1,19,205.593,28.092,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,128,1,19,202.644,28.008,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,256,1,19,202.366,27.964,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,512,1,19,202.458,28.4,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,8,1024,1,19,202.642,27.994,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,1,1,19,202.205,28.131,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,2,1,19,202.462,28.061,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,4,1,19,202.56,27.812,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,8,1,19,203.059,27.801,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,16,1,19,202.872,28.091,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,32,1,19,202.619,28.073,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,64,1,19,202.736,27.301,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,128,1,19,205.842,28.084,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,256,1,19,202.484,28.108,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,16,512,1,19,202.597,27.76,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,2289,2289,2289,32,1,1,19,202.361,27.325,0.01,-1,-1,-1
