device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,1,1,1,42,658.842,469.367,0.009,2029.88,0.002,10.425
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,2,1,1,42,723.241,451.947,0.015,1321.49,0.001,8.973
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,4,1,1,42,658.125,450.954,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,8,1,1,42,667.481,461.884,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,16,1,1,42,665.629,466.54,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,32,1,1,42,657.066,464.422,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,64,1,1,42,654.86,466.709,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,128,1,1,42,658.094,465.615,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,256,1,1,42,667.493,468.501,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,512,1,1,42,659.128,469.509,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,1024,1,1,42,659.848,475.662,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,2048,1,1,42,658.02,471.328,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,4096,1,1,42,678.079,473.97,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,8192,1,1,42,655.152,471.941,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,1,1,1,42,658.676,465.891,0.018,1355,0.002,9.868
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,2,1,1,42,679.695,442.896,0.019,1317.04,0.002,7.82
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,4,1,1,42,658.011,450.096,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,8,1,1,42,659.421,453.15,0.026,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,16,1,1,42,658.327,455.529,0.022,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,32,1,1,42,660.281,453.709,0.029,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,64,1,1,42,658.014,448.661,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,128,1,1,42,658.618,447.958,0.026,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,256,1,1,42,658.781,455.083,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,512,1,1,42,668.364,453.179,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,1024,1,1,42,659.665,453.621,0.025,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,2048,1,1,42,656.942,454.806,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,4096,1,1,42,652.846,456.589,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,41,2346,2346,3,8192,1,1,42,652.327,453.843,0.016,-1,-1,-1
