device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,1,1,1,14,219.207,191.687,0.016,482.968,0.001,6.72
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,2,1,1,14,222.879,165.53,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,4,1,1,14,219.002,168.194,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,8,1,1,14,220.289,167.805,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,16,1,1,14,219.627,158.116,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,32,1,1,14,219.046,168.131,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,64,1,1,14,217.12,159.619,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,128,1,1,14,221.415,164.568,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,256,1,1,14,214.173,168.265,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,512,1,1,14,218.423,164.714,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,1024,1,1,14,219.995,163.905,0.036,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,2048,1,1,14,217.54,166.416,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,4096,1,1,14,217.347,173.661,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,8192,1,1,14,220.012,164.232,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,1,1,1,14,269.602,167.303,0.008,487.122,0,5.526
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,2,1,1,14,217.339,166.912,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,4,1,1,14,218.576,169.205,0.028,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,8,1,1,14,208.789,162.893,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,16,1,1,14,217.274,160.094,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,32,1,1,14,210.063,167.06,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,64,1,1,14,218.173,167.796,0.026,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,128,1,1,14,213.288,156.827,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,256,1,1,14,213.389,160.996,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,512,1,1,14,210.963,157.62,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,1024,1,1,14,212.47,161.189,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,2048,1,1,14,209.151,161.304,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,4096,1,1,14,204.141,157.479,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,14,1355,1355,3,8192,1,1,14,202.599,158.983,0.008,-1,-1,-1
