device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,1,1,1,4,23.44,7.59,0.01,62647.6,0.001,3.816
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,2,1,1,4,39.673,8.764,0.005,62695.5,0.001,4.24
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,4,1,1,4,35.301,8.912,0.005,62707.2,0.001,4.644
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,8,1,1,4,32.371,8.949,0.005,62776.4,0.001,4.54
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,16,1,1,4,31.352,8.691,0.005,3785.12,0.001,2.567
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,32,1,1,4,36.628,10.383,0.006,3839.26,0.001,3.922
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,64,1,1,4,31.698,7.538,0.004,3946.21,0.001,4.244
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,128,1,1,4,31.811,8.495,0.006,3952.07,0.001,3.916
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,256,1,1,4,33.519,8.787,0.006,4389.29,0.001,4.092
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,512,1,1,4,30.787,8.861,0.004,5259.97,0.001,4.191
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,1024,1,1,4,33.806,8.768,0.004,5693.03,0.001,4.104
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,2048,1,1,4,35.282,6.956,0.004,6048.85,0.001,4.324
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,4096,1,1,4,31.282,7.062,0.005,9951.15,0,4.69
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,8192,1,1,4,34.203,7.328,0.003,15672.8,0.001,4.647
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,1,1,1,4,31.095,6.844,0.004,65267.5,0.001,4.086
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,2,1,1,4,30.811,13.429,0.005,65276.4,0.001,4.574
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,4,1,1,4,33.142,7.57,0.004,65232.3,0.001,3.72
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,8,1,1,4,34.77,6.976,0.003,65321.2,0.001,4.328
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,16,1,1,4,31.108,7.341,0.004,3940.73,0,2.544
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,32,1,1,4,30.208,9.174,0.003,3992.61,0.001,3.989
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,64,1,1,4,37.207,7.444,0.003,4071.18,0,4.087
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,128,1,1,4,32.173,7.01,0.003,4103.82,0.001,4.283
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,256,1,1,4,33.604,7.065,0.003,4538.73,0.001,4.645
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,512,1,1,4,36.552,6.659,0.003,5410.03,0,5.076
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,1024,1,1,4,32.329,7.012,0.004,5638.43,0,3.783
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,2048,1,1,4,31.588,6.898,0.004,6179.31,0.001,4.053
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,4096,1,1,4,30.643,7.804,0.003,10015.6,0.001,4.461
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,8192,1,1,4,31.396,7.403,0.002,15732.8,0,5.729
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,1,1,1,4,27.005,14.313,0.007,62661,0.001,4.797
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,2,1,1,4,34.646,8.309,0.003,62642.6,0.001,5.331
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,4,1,1,4,34.513,8.248,0.005,62679.7,0.001,5.333
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,8,1,1,4,35.624,12.837,0.006,62745.4,0.001,5.11
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,16,1,1,4,30.492,7.302,0.003,3785.45,0.001,3.885
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,32,1,1,4,36.865,8.938,0.003,3839.64,0,5.187
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,64,1,1,4,31.545,7.065,0.004,3949.36,0.001,4.884
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,128,1,1,4,37.787,7.211,0.003,3951.35,0,4.72
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,256,1,1,4,34.541,6.563,0.004,4389.57,0.001,5.384
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,512,1,1,4,36.48,7.724,0.003,5262.4,0.001,5.539
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,262144,0.005,1,1024,1,1,4,35.337,7.754,0.005,5493.04,0,5.389
