device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,684.971,110.697,0.013,95562.6,29.22,5.471
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,705.465,78.893,0.009,95590.9,29.442,5.422
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,718.244,78.716,0.013,96289.6,28.69,5.682
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,64,1,64,710.547,78.864,0.009,97248.3,31.956,5.231
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,128,1,64,718.098,79.666,0.009,97289.1,30.244,5.172
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,256,1,64,706.909,78.62,0.01,99043.9,32.267,5.075
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,512,1,64,711.129,78.878,0.009,99085.4,30.162,4.859
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,1024,1,64,696.545,78.702,0.01,106603,33.698,5.2
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,702.148,79.251,0.01,3641.96,28.748,5.115
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,700.244,78.564,0.011,3680.59,31.296,5.39
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,32,1,64,701.675,78.479,0.009,3645.63,30.381,5.206
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,64,1,64,723.107,78.418,0.01,3622.68,29.946,5.317
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,128,1,64,696.864,78.73,0.009,3761.92,29.075,5.276
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,256,1,64,721.366,79.412,0.011,3736.63,32.437,5.165
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,512,1,64,717.172,78.478,0.009,4010.13,31.092,5.192
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,8,1,64,716.707,79.081,0.011,3617.87,31.053,5.109
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,16,1,64,715.716,79.103,0.01,3664.02,28.962,5.147
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,32,1,64,719.795,78.345,0.009,3600.61,31.827,4.777
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,64,1,64,717.014,78.403,0.01,3637.7,31.999,4.85
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,128,1,64,724.753,79.448,0.009,3669.56,31.638,5.118
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,256,1,64,720.962,79.18,0.011,3731.57,32.268,4.942
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,8,1,64,722.822,78.395,0.01,3600.24,28.763,5.494
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,16,1,64,712.973,78.385,0.011,3583.84,28.982,4.78
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,32,1,64,707.464,78.663,0.009,3597.97,29.918,4.872
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,64,1,64,710.487,79.585,0.009,3652.72,30.809,4.758
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,128,1,64,713.94,79.282,0.011,3944.05,29.604,4.777
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,128,8,1,64,700.35,78.347,0.027,3579.2,28.73,4.826
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,128,16,1,64,721.255,79.486,0.009,3628.39,31.609,4.703
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,128,32,1,64,703.917,78.66,0.009,3575.31,29.986,5.071
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,128,64,1,64,709.007,78.803,0.013,3871.91,31.951,5.243
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,256,8,1,64,711.552,78.607,0.009,3613.01,31.875,5.23
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,256,16,1,64,723.687,80.307,0.01,3596.04,28.894,4.773
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,256,32,1,64,721.668,79.66,0.009,3858.2,31.655,5.23
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,512,8,1,64,717.739,78.532,0.012,3514.97,32.437,5.127
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,512,16,1,64,718.74,78.536,0.009,3835.12,32.402,5.265
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,1024,8,1,64,725.847,79.286,0.009,3735.06,29.298,6.28
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,675.152,110.075,0.009,95509.9,29.802,5.417
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,704.358,79.845,0.014,95438.4,30.958,4.622
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,721.915,80.389,0.011,96241.8,34.095,4.121
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,64,1,64,711.266,78.245,0.011,95925.1,33.312,4.483
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,128,1,64,743.955,79.11,0.01,97256.2,50.071,5.183
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,256,1,64,699.001,78.507,0.009,99433.9,29.661,5.06
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,512,1,64,709.052,78.351,0.009,99047.2,35.166,5.607
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,8,1024,1,64,701.729,79.35,0.012,106192,38.28,4.832
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,732.572,79.582,0.009,3635.53,35.396,4.493
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,696.343,79.617,0.01,3682.66,32.571,4.523
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,32,1,64,712.007,78.388,0.01,3651.33,29.089,4.896
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,64,1,64,713.008,78.525,0.01,3636.29,32.337,4.847
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,128,1,64,714.709,78.824,0.011,3735.93,29.657,4.858
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,256,1,64,716.446,78.698,0.011,3739.1,30.177,5.149
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,16,512,1,64,715.714,78.734,0.012,3994.89,31.33,4.345
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,8,1,64,716.922,79.288,0.01,3656.34,28.748,4.997
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,16,1,64,707.527,78.603,0.01,3645.44,30.686,4.308
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,32,1,64,710.644,78.761,0.011,3620.91,32.559,4.412
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,64,1,64,711.285,78.253,0.01,3680.66,29.67,4.497
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,128,1,64,723.694,78.883,0.012,3674.19,29.239,4.819
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,32,256,1,64,706.555,78.489,0.011,3969.28,29.794,4.474
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,8,1,64,694.922,78.51,0.011,3638.51,31.484,4.927
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,16,1,64,715.763,79.495,0.009,3554.59,28.842,4.57
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,4096,4096,4096,64,32,1,64,704.805,78.936,0.01,3644.73,32.064,4.573
