device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,1,1,8,175.939,11.137,0.007,522.579,0.003,2.962
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,2,1,8,169.27,10.311,0.007,501.175,0.004,3.429
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,4,1,8,224.489,12.466,0.008,488.595,0.004,3.223
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,8,1,8,224.574,12.44,0.007,480.484,0.01,3.227
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,16,1,8,230.253,12.413,0.008,464.168,0.005,3.419
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,32,1,8,226.32,11.769,0.008,469.441,0.008,4.407
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,64,1,8,234.367,12.57,0.008,478.024,0.009,3.391
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,128,1,8,235.065,12.624,0.008,478.501,0.005,3.222
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,256,1,8,235.378,11.931,0.006,503.804,0.006,2.853
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,512,1,8,232.515,12.537,0.007,520.513,0.006,3.258
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,1024,1,8,234.003,12.595,0.008,604.203,0.01,2.97
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,2048,1,8,231.802,12.685,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,4096,1,8,229.355,12.643,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,1,8192,1,8,229.533,11.962,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,1,1,8,221.326,10.048,0.007,487.616,0.008,3.141
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,2,1,8,179.254,10.551,0.007,490.842,0.01,3.537
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,4,1,8,233.085,12.6,0.008,472.498,0.006,3.216
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,8,1,8,233.63,12.684,0.008,463.67,0.006,3.53
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,16,1,8,235.499,11.929,0.007,467.255,0.01,3.04
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,32,1,8,231.892,12.602,0.007,478.662,0.05,3.536
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,64,1,8,228.521,12.55,0.008,476.012,0.006,2.724
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,128,1,8,232.488,11.952,0.007,505.997,0.01,2.733
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,256,1,8,231.775,11.987,0.008,519.307,0.007,2.908
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,512,1,8,230.937,12.545,0.008,594.897,0.01,3.412
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,1024,1,8,233.071,12.857,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,2048,1,8,229.736,12.605,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,2,4096,1,8,220.849,10.736,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,4,1,1,8,171.082,10.135,0.007,476.773,0.005,2.653
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,4,2,1,8,172.838,11.305,0.007,468.528,0.011,3.704
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,4,4,1,8,232.654,11.959,0.008,469.198,0.006,3.531
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,512,1024,4,4,8,1,8,233.642,12.719,0.007,469.78,0.005,3.403
