device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,32,0.001,0,0,1.2,0.001,0.965
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,32,0.001,0,0,0.798,0,0.9
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,32,0,0,0,0.294,0.001,0.982
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,32,0.001,0,0,0.253,0,0.958
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,32,0,0,0,0.237,0.001,1.079
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,32,0.001,0,0,0.255,0,0.936
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,32,0,0.001,0,0.238,0,0.952
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,32,0,0,0.001,0.221,0.001,0.955
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,32,0,0.001,0,0.209,0.001,0.972
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,32,0.001,0,0,0.204,0,0.931
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,32,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,32,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,32,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,32,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,32,0,0,0.001,1.154,0.001,0.82
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,32,0.001,0,0,1.029,0.001,0.899
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,32,0,0,0.001,0.449,0.001,0.886
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,32,0,0,0,0.46,0.001,0.895
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,32,0,0,0,0.415,0.001,0.933
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,32,0,0.001,0,0.397,0.001,0.987
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,32,0.001,0.001,0,0.403,0.001,0.932
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,32,0,0,0.001,0.396,0,0.898
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,32,0.001,0.001,0,0.351,0.001,0.949
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,32,0.001,0.001,0,0.356,0.001,0.884
