device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,1,1,1,768,0.015,0,0.005,1.261,0,1.291
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,2,1,1,768,0.011,0.001,0.004,0.983,0,1.091
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,4,1,1,768,0.012,0,0.004,0.464,0.001,1.026
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,8,1,1,768,0.011,0,0.004,0.542,0,0.99
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,16,1,1,768,0.012,0,0.004,0.548,0.001,0.986
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,32,1,1,768,0.012,0,0.004,0.545,0.001,0.986
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,64,1,1,768,0.013,0,0.004,0.527,0.001,0.964
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,128,1,1,768,0.011,0,0.003,0.52,0.001,0.949
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,256,1,1,768,0.012,0.001,0.003,0.528,0.001,0.957
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,512,1,1,768,0.011,0,0.003,0.57,0,0.958
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,1024,1,1,768,0.012,0,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,2048,1,1,768,0.012,0.001,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,4096,1,1,768,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,146,512,8192,1,1,768,0.009,0,0.003,-1,-1,-1
