device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,1,1,1,24,180.134,25.913,0.016,9.431,18.617,1.847
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,2,1,1,24,168.119,25.177,0.026,7.36,11.326,2.219
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,4,1,1,24,164.718,23.988,0.009,6.004,6.421,2.65
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,8,1,1,24,162.977,23.642,0.009,5.542,2.762,2.243
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,16,1,1,24,163.585,23.157,0.007,4.902,1.026,2.405
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,32,1,1,24,171.007,20.033,0.007,5.057,1.034,2.235
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,64,1,1,24,126.98,19.131,0.005,4.731,0.393,2.516
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,128,1,1,24,125.51,19.286,0.006,8.489,0.197,1.807
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,256,1,1,24,126.893,24.471,0.006,7.855,0.185,1.936
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,512,1,1,24,126.34,19.784,0.006,9.58,0.132,1.973
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,1024,1,1,24,127.894,19.85,0.005,6.345,0.193,1.999
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,2048,1,1,24,123.783,19.601,0.005,6.424,0.102,2.045
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,4096,1,1,24,122.442,19.076,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,8192,1,1,24,126.792,17.782,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,1,1,1,24,172.267,25.663,0.014,10.108,19.62,2.037
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,2,1,1,24,164.643,24.796,0.009,7.12,12.637,2.772
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,4,1,1,24,166.92,26.857,0.01,5.916,6.418,2.793
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,8,1,1,24,166.6,22.22,0.008,5.44,3.284,2.317
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,16,1,1,24,165.712,22.989,0.011,5.009,1.773,2.569
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,32,1,1,24,166.605,22.846,0.007,4.706,0.558,2.992
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,64,1,1,24,167.544,22.23,0.006,6.552,0.607,2.626
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,128,1,1,24,167.705,21.989,0.012,4.524,0.477,1.858
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,256,1,1,24,164.404,22.014,0.011,9.49,0.35,2.023
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,512,1,1,24,165.364,21.713,0.01,7.346,0.309,3.2
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,1024,1,1,24,166.252,22.017,0.007,9,0.181,2.044
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,2048,1,1,24,145.354,19.872,0.006,6.435,0.204,2.355
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,4096,1,1,24,125.369,19.93,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,8192,1,1,24,126.977,17.242,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,1,1,1,24,186.531,51.861,0.008,11.679,20.85,2.859
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,2,1,1,24,166.791,36.197,0.011,6.933,12.586,3.076
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,1.57286e+06,4,1,1,24,167.586,30.468,0.013,11.119,6.451,2.923
