device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,1,1,32,713.331,0.109,0.003,1513.77,0.012,1.178
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,2,1,32,713.671,0.114,0.002,1351.38,0.008,1.236
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,4,1,32,713.287,0.107,0.002,1272.96,0.016,1.283
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,8,1,32,713.89,0.108,0.003,1224.21,0.015,1.272
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,16,1,32,713.386,0.109,0.003,1233.49,0.016,1.353
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,32,1,32,712.996,0.109,0.003,1207.49,0.013,1.284
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,64,1,32,718.569,0.111,0.002,1202.9,0.012,1.325
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,128,1,32,713.099,0.109,0.003,1205.1,0.007,1.173
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,256,1,32,714.203,0.106,0.002,1227.96,0.008,1.28
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,512,1,32,712.615,0.118,0.003,1210.16,0.011,1.146
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,1,1024,1,32,712.179,0.118,0.002,1217.69,0.008,1.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,1,1,32,712.225,0.112,0.013,1335.63,0.006,1.203
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,2,1,32,712.204,0.113,0.003,1286.08,0.016,1.157
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,4,1,32,711.321,0.111,0.013,1234.88,0.016,1.217
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,8,1,32,711.896,0.12,0.003,1212.92,0.014,1.184
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,16,1,32,711.819,0.114,0.002,1201.18,0.009,1.271
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,32,1,32,711.659,0.104,0.003,1221.45,0.014,1.986
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,64,1,32,717.685,0.12,0.002,1195.38,0.013,1.925
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,128,1,32,715.844,0.115,0.002,1192.46,0.013,1.12
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,256,1,32,711.519,0.115,0.002,1199.56,0.013,1.181
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,2,512,1,32,711.841,0.119,0.003,1227.1,0.012,1.184
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,1,1,32,711.766,0.115,0.003,1261.03,0.007,1.132
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,2,1,32,711.902,0.128,0.003,1222.27,0.013,1.257
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,4,1,32,711.687,0.115,0.002,1206.81,0.013,1.241
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,8,1,32,710.094,0.116,0.003,1220.49,0.007,1.237
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,16,1,32,711.297,0.116,0.002,1182.56,0.012,1.181
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,32,1,32,711.407,0.115,0.002,1186.17,0.014,1.897
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,64,1,32,716.244,0.124,0.002,1183.82,0.015,1.134
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,128,1,32,711.928,0.111,0.003,1214.22,0.019,1.088
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1024,2048,4,4,256,1,32,712.583,0.121,0.002,1201.81,0.009,1.134
