device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1,1,1,8,49.167,13.469,0.003,77886,0.001,0.944
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2,1,1,8,45.701,8.968,0.003,77868.3,0.002,0.983
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4,1,1,8,45.472,9.114,0.003,77877,0.001,1.065
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8,1,1,8,45.863,14.9,0.001,77877.5,0.001,1.036
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,16,1,1,8,45.495,9.411,0.003,77899.1,0.001,1.172
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,32,1,1,8,45.778,8.09,0.002,77895.6,0.001,1.183
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,64,1,1,8,52.039,12.413,0.002,78010.2,0.001,1.027
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,128,1,1,8,47.514,9.009,0.001,78020.2,0.001,1.126
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,256,1,1,8,50.496,7.84,0.002,78499.7,0.001,1.416
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,512,1,1,8,51.931,16.592,0.004,78602.1,0.001,1.908
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1024,1,1,8,51.216,8.035,0.002,80331.1,0.001,1.054
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1,1,1,8,48.701,14.146,0.004,77883.4,0,0.939
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2,1,1,8,46.12,9.354,0.002,77858.7,0,0.855
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4,1,1,8,45.85,8.157,0.002,77879.5,0.002,1.142
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8,1,1,8,46.005,9.114,0.002,77900.7,0.016,1.11
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,16,1,1,8,47.943,9.554,0.003,77900,0.001,1.234
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,32,1,1,8,45.807,8.213,0.001,77897.2,0.001,1.184
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,64,1,1,8,45.756,8.373,0.002,78045.2,0.001,2.035
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,128,1,1,8,52.801,8.095,0.002,78031,0.002,2.089
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,256,1,1,8,50.178,15.4,0.003,78494.2,0.002,2.086
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,512,1,1,8,55.223,8.047,0.002,78553.4,0.001,1.951
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1024,1,1,8,49.553,16.365,0.004,80294,0.002,2.068
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1,1,1,8,49.244,14.152,0.004,77882.9,0.001,0.89
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,2,1,1,8,45.972,8.934,0.003,77875.5,0.002,1.018
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,4,1,1,8,45.905,8.838,0.002,77878.8,0.001,1.013
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,8,1,1,8,45.784,8.342,0.003,77888,0,0.977
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,16,1,1,8,51.972,8.309,0.002,77897.5,0,1.104
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,32,1,1,8,46.202,9.021,0.002,77921.3,0.001,1.001
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,64,1,1,8,45.776,8.75,0.003,78025.6,0.001,1.053
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,128,1,1,8,50.963,9.205,0.002,78017.2,0.002,1.842
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,256,1,1,8,47.729,14.23,0.003,78500.7,0.001,1.849
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,512,1,1,8,51.002,9.774,0.003,78612,0.001,1.78
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1024,1,1,8,48.531,15.683,0.002,80351.3,0.001,1.732
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,524288,0.005,1,1,1,1,8,63.989,16.928,0.003,77906.5,0.001,1.812
