device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,1,1,1,576,0.01,0,0.002,0.328,0,0.114
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,2,1,1,576,0.006,0.001,0,0.152,0.001,0.056
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,4,1,1,576,0.005,0,0.001,0.163,0,0.055
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,8,1,1,576,0.005,0,0.001,0.16,0,0.054
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,16,1,1,576,0.005,0,0,0.141,0,0.055
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,32,1,1,576,0.005,0,0,0.079,0,0.042
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,64,1,1,576,0.005,0,0,0.06,0,0.041
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,128,1,1,576,0.005,0,0,0.051,0,0.038
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,256,1,1,576,0.005,0,0,0.045,0,0.037
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,512,1,1,576,0.005,0,0,0.059,0,0.074
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,229,583,1024,1,1,576,0.007,0,0,-1,-1,-1
