device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,1,1,1,18,284.714,211.986,0.004,778.871,0.002,4.601
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,2,1,1,18,279.707,171.46,0.005,660.18,0.002,3.04
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,4,1,1,18,275.56,171.825,0.006,548.041,0.002,4.051
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,8,1,1,18,280.045,170.513,0.006,531.334,0.002,5.145
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,16,1,1,18,273.445,160.182,0.005,535.881,0.001,3.737
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,32,1,1,18,280.084,169.487,0.006,518.836,0.002,3.799
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,64,1,1,18,284.034,171.687,0.006,515.286,0.001,3.92
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,128,1,1,18,280.315,170.638,0.006,537.058,0.002,4.008
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,256,1,1,18,280.969,169.537,0.005,542.778,0.002,3.907
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,512,1,1,18,281.104,170.921,0.006,528.271,0.002,3.94
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,1024,1,1,18,281.169,168.335,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,1,1,1,18,288.115,206.864,0.003,747.799,0.001,7.254
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,2,1,1,18,299.895,175.198,0.003,671.287,0.001,4.025
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,4,1,1,18,279.233,170.987,0.005,652.441,0.001,4.101
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,8,1,1,18,278.987,171.931,0.006,639.008,0.002,9.113
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,16,1,1,18,282.541,170.831,0.006,633.821,0.001,4.118
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,32,1,1,18,279.257,170.034,0.006,610.752,0.001,4.144
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,64,1,1,18,279.856,173.438,0.003,618.676,0.001,7.432
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,128,1,1,18,286.292,169.872,0.004,635.975,0.001,4.152
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,256,1,1,18,279.1,172.204,0.006,638.702,0.001,4.148
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,512,1,1,18,278.887,175.272,0.003,624.756,0.001,4.107
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,ONE_D,18,1536,1536,3,1024,1,1,18,278.946,173.308,0.003,-1,-1,-1
